pair_id,round,topic,hypothesis_a,source_a,hypothesis_b,source_b,label_5way_final,label_3way_final,annotators_agreed,label_A_5way,label_B_5way,rationale_A,rationale_B
r9_015,9,transformer adapter module architecture,"The Houlsby adapter architecture inserts an adapter module both after the multi-headed attention sublayer and after the feed-forward sublayer in each transformer layer, i.e. two adapters per layer.",houlsbyadapter,"The Bapna and Firat adapter simplifies this design by introducing only one adapter module per transformer layer, keeping only the 'top' adapter after multi-headed attention and dropping the 'bottom' adapter after the feed-forward sublayer.",bapnafiratadapter,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"A and B are compatible factual descriptions of two distinct adapter architectures (Houlsby's two-adapters-per-layer vs. Bapna-Firat's single top adapter); B is presented as a simplification of A's design, not a competing claim about the same architecture. No contradiction of any type.","The hypotheses describe two distinct architectural designs; one describes the Houlsby adapter and the other describes a separate, simplified version by Bapna and Firat."
r9_016,9,adapter layer normalization strategy,The Houlsby adapter approach re-trains the transformer's existing layer normalization parameters separately for every new domain.,houlsbyadapter,"The Bapna and Firat adapter instead leaves the original layer normalization parameters frozen and introduces new, separate layer normalization parameters for every task, mimicking the structure of the transformer's feed-forward layer.",bapnafiratadapter,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Houlsby and Bapna-Firat are different named adapter architectures whose layer-norm handling differs by design, not a shared claim about how adapters must work; neither statement asserts the other's approach is wrong, so this is a compatible architectural variant (type4), not a type1 negation.","The two hypotheses describe different adapter architectures (Houlsby vs. Bapna and Firat) and their respective, distinct approaches to layer normalization, meaning they are not in conflict."
r9_017,9,definition of misinformation,"Misinformation should be defined narrowly, as demonstrably false and inflammatory content.",budak2024misunderstanding,"Misinformation should be defined more expansively to also include true information that is misleading and causes harm, a category sometimes termed 'malinformation,' rather than only outright false content.",ecker2024misinformation,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A and B make directly opposing definitional claims about the same concept (misinformation) with no differing dataset or context invoked; B explicitly says the scope should include content ""rather than only outright false content,"" negating A's narrow ""demonstrably false"" criterion, which is type1 rather than type4.","Hypothesis A asserts that the definition of misinformation should be restricted only to false and inflammatory content, whereas Hypothesis B directly negates this restriction by arguing for an expansive definition that includes true but misleading information."
r9_018,9,multilingual text-to-image evaluation scope,"Multilingual conceptual coverage in text-to-image generation can be evaluated by generating simple, single concepts translated across languages.",saxon2023multilingual,"Evaluating text-to-image generative bias across Indic languages requires prompts describing multiple elements/objects within a single generated image, going beyond single simple-concept generation.",mittal2024navigating,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"A addresses general single-concept conceptual-coverage evaluation while B addresses compositional bias evaluation specifically for Indic languages; the two target different evaluation goals/scopes, so single-concept prompts being adequate for one and insufficient for the other reflects a contextual difference (type4), not a type1 negation of the same claim.",The hypotheses address different evaluation objectives (conceptual coverage vs. generative bias) and propose different methodologies that are not mutually exclusive.
r9_019,9,Semi-supervised singing transcription methods,"For note-level singing transcription from polyphonic music, unlabelled singing data can be effectively leveraged via a self-training / teacher-student pseudo-labeling framework (a noisy-student-style approach) that transfers pseudo-labels from frame-level to note-level predictions.",DBLP:conf/icassp/KumLKKN22,"For note-level singing transcription from polyphonic music (the VOCANO system), unlabelled singing data should instead be leveraged via virtual adversarial training, a regularization method that enforces prediction consistency under small input perturbations, rather than via self-training pseudo-labeling.",DBLP:conf/ismir/Hsu021,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"Both target the identical task (note-level transcription from polyphonic music using unlabelled data), and B explicitly states virtual adversarial training should be used ""rather than via self-training pseudo-labeling,"" directly negating A's proposed method for the same problem -- this explicit rejection, not an incidental system-specific design choice, makes it type1 rather than type4.","[truncated response, rationale lost] {""label"": ""type1_direct_negation"", ""rationale"": ""Hypothesis B explicitly proposes using virtual adversarial training instead of the self-training/pseudo-labeling approach asserted as effective in Hypothesis A for"
r9_020,9,Retrieval-augmented generation architectures,"Retrieval-augmented generation (RAG) should rely on a separate retriever component that fetches relevant passages or knowledge from an external corpus, which are then supplied to the language model to produce a knowledge-grounded answer.",lewis2020retrieval,"In 'Implicit RAG', no separate retriever component is needed: the LLM itself should be prompted to identify and extract the important chunks or sections directly from the given context before answering the query.",vatsal2024can,type4_apparent_contextual,Apparent,True,type4_apparent_contextual,type4_apparent_contextual,"Surface reading suggests direct negation (retriever needed vs. not needed), but A assumes retrieval from an external corpus not present in context, while B's ""implicit RAG"" extracts from content already provided in the given context -- differing input/architecture assumptions make both compatible, so this is type4 rather than type1.","The hypotheses describe different architectural paradigms; Hypothesis A defines the standard RAG approach, while Hypothesis B describes a specific variant ('Implicit RAG') with a different mechanism, making them compatible."
r9_021,9,Vocabulary alignment methods for LLM ensembling,"Vocabulary projection between different LLMs for ensembling should be achieved by directly learning explicit projection matrices between the different vocabularies, using shared anchor tokens as bridges.",xu2024bridging,"Vocabulary projection between different (heterogeneous) LLMs for ensembling should instead be achieved indirectly, by computing relative representations of tokens with respect to anchor points in each vocabulary space, rather than by learning explicit cross-vocabulary projection matrices.",huang2024enabling,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"Both hypotheses prescribe how vocabulary projection for LLM ensembling should be done for the same problem, and B explicitly states its indirect relative-representation approach is used ""rather than learning explicit cross-vocabulary projection matrices,"" directly negating A's method -- a genuine methodological negation (type1), not an architecture-driven compatible difference (type4).","Hypothesis A proposes the use of explicit projection matrices for vocabulary alignment, whereas Hypothesis B explicitly rejects this approach in favor of an indirect method using relative representations."
r9_022,9,computational politeness labeling tool,A computational model of politeness strategies can be built to link linguistic markers of politeness to social factors (such as power and social relations) in text.,danescu2013computational,"Directly applying an existing computational politeness-labeling approach to broader, more general social computing data reveals notable challenges, though the tool can be revalidated as usable for labeling politeness more broadly once these are addressed.",hoffman2017evaluating,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"B is a follow-up validation of A's model, and while it finds challenges in broader application, it concludes the tool can be revalidated as usable -- this refines/extends A's feasibility claim rather than opposing it, so it is not_contradiction rather than type4 or type1.","Hypothesis A asserts the feasibility of building a model to link linguistic markers to social factors, while Hypothesis B discusses the practical challenges and potential for adapting such models to broader contexts, making them compatible."
r9_023,9,MoE routing for multilingual MT,"Multilingual neural machine translation can be effectively scaled to many language pairs (including low-resource ones) using trainable/learned gating within a mixture-of-experts architecture, achieving better translation quality than approaches based on explicit language-specific expert selection.",costa2022no,"Multilingual neural machine translation can be scaled beyond English-centric pairs using an architecture with explicit, language-specific expert/module selection rather than a learned gating mechanism.",fan2021beyond,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"A claims learned gating outperforms explicit language-specific expert selection, but B only claims explicit selection CAN scale MT beyond English-centric pairs without disputing A's superiority claim; the comparisons come from different architectures/experimental setups and are not mutually exclusive, so this is type4 rather than type1.","[truncated response, rationale lost] {""label"": ""not_contradiction"", ""rationale"": ""Hypothesis A claims that learned gating is superior to explicit selection for scaling, while Hypothesis B asserts that explicit selection is a viable method for scaling; these statements are compatible"
r9_024,9,methodology for studying ChatGPT's impact,"Understanding of ChatGPT's use, benefits, and challenges in domains like education, healthcare, and research is best obtained through an exploratory survey that collects direct feedback from practitioners.",hosseini2023exploratory,"A comprehensive review that aggregates findings from existing studies can characterize ChatGPT's background, applications, key challenges, bias, ethics, and limitations, offering a generalized perspective without collecting new primary data.",ray2023chatgpt,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"Survey-based and literature-review methodologies are two different, non-competing research designs for studying the same topic; neither claim asserts the other's approach is invalid or yields conflicting substantive findings, so this is not_contradiction rather than type4, since there is no real apparent conflict to resolve via context.","Hypothesis A advocates for the superiority of primary data collection (surveys) for specific insights, while Hypothesis B describes the utility of secondary data aggregation (reviews) for a generalized perspective; both can be true simultaneously."
r9_025,9,effect of output format constraints on LLM performance,"Imposing rigid output format restrictions on large language models (e.g., forcing structured formats) reduces their task performance compared to allowing free-form generation.",tam2024letspeakfreelystudy,"Structuring large language model outputs does not necessarily harm, and can actually improve, task performance; claims that format restrictions hurt performance rest on flawed evaluation.",kurt2024saywhatyoumean,type3_causal_conflict,Contradiction,False,type3_causal_conflict,type1_direct_negation,"Both hypotheses make a causal claim about the same variables (output format restriction and LLM task performance) but assert opposite directions of effect -- A says restriction reduces performance, B says it does not harm and can improve performance, explicitly disputing A's causal claim as resting on flawed evaluation -- this direction-of-effect dispute is type3, not a generic type1 negation of a non-causal claim.","Hypothesis A asserts that output format restrictions reduce performance, whereas Hypothesis B directly negates this by stating such restrictions do not necessarily harm performance and may even improve it."
r9_026,9,code generation vs. tool orchestration for visual reasoning,"Complex visual reasoning tasks can be solved by having a system generate an explicit program (executable code) that composes vision and language modules, without additional training.",gupta2023visual,"Visual reasoning and image editing/generation tasks can be accomplished by having a language model orchestrate external visual foundation models directly, without the system itself generating code.",wu2023visual,type1_direct_negation,Contradiction,False,type1_direct_negation,not_contradiction,"A explicitly has the system generate executable code, while B explicitly accomplishes the task ""without the system itself generating code,"" a direct negation of the same design point (code generation vs. none) for the same task family (visual reasoning) -- this explicit architectural rejection is type1, not a compatible type4 variation, since the topic itself frames code-generation as the pivotal question both papers answer oppositely.","The two hypotheses propose different, non-mutually exclusive methodologies (code generation versus direct model orchestration) for solving visual reasoning tasks; the success of one method does not preclude the existence or validity of the other."
r9_027,9,evaluation paradigms for continual learning in LMs,Continual learning ability of language models should be evaluated primarily by domain-specific adaptability and incremental-learning performance across a sequence of new training domains.,ke2022continualb,"Continual learning ability of language models should instead be evaluated with a dedicated benchmark that measures whether a model retains time-invariant knowledge, updates outdated information, and acquires new knowledge over time.",jang2021towards,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"Both are prescriptive claims about how continual learning ability in LMs should be evaluated, and B explicitly says its knowledge-retention benchmark should be used ""instead"" of A's domain-adaptability paradigm as the primary evaluation approach -- a direct methodological negation (type1), not a contextual difference, since both claim to be the correct primary standard rather than complementary facets tied to different architectures/datasets.","Hypothesis A asserts that the primary evaluation metric for continual learning should be domain-specific adaptability, whereas Hypothesis B explicitly proposes an alternative paradigm (temporal knowledge updates) instead of the one proposed in Hypothesis A."
r9_028,9,role of LLMs in skill-extraction pipelines,Skill extraction and standardization from job-posting text can be delivered as a live API service that queries a large language model at inference/request time.,li2023skillgpt,"For skill extraction, a large language model is better used only during the training stage (to produce training signal for a smaller extraction model), keeping the LLM out of the inference path to reduce latency and improve reproducibility.",decorte2023extreme,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A has the LLM queried live at inference time via an API, while B explicitly argues the LLM is ""better used only during the training stage ... keeping the LLM out of the inference path,"" directly negating A's inference-time deployment choice for the same task (skill extraction) -- a genuine design negation (type1), not an architecture-contingent compatible difference (type4).","Hypothesis A proposes using an LLM at inference/request time for skill extraction, while Hypothesis B explicitly states that the LLM should be kept out of the inference path."
r9_029,9,scale vs. quality of instruction-tuning data,"Instruction-following large language models can be effectively built by fine-tuning on a large, automatically constructed instruction dataset.",alpaca,"Strong instruction-following and alignment can be achieved with only a small number of carefully selected, high-quality examples rather than large-scale automatically constructed data -- 'less is more' for alignment.",zhou2023lima,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims effective instruction-following comes from fine-tuning on a large automatically-constructed dataset, while B explicitly claims strong results come from a small curated set ""rather than large-scale automatically constructed data,"" framing itself as a counter-thesis (""less is more"") to A's scale-based approach -- this direct rejection of the necessity of scale is type1, not a compatible dataset-size variation (type4).","Hypothesis A asserts that large-scale, automatically constructed datasets are effective for instruction tuning, whereas Hypothesis B explicitly contradicts this by stating that small, high-quality datasets are more effective than large-scale data."
r10_000,10,Code generation feedback signals,Neural code generation can be improved by using compiler feedback to identify erroneous code and guide correction.,wang2022compilable,"CodeRL improves code generation by empirically defining fixed reward values for different unit-test execution outcomes, used as a reinforcement learning training signal.",le2022coderl,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"A proposes using compiler error feedback to correct code, B proposes fixed unit-test-outcome reward values for RL training; these are two distinct, non-competing signal sources for improving code generation and neither claim negates the other, so not a contradiction rather than type4.","The two hypotheses describe different, non-conflicting methods for providing feedback to code generation models: one focuses on compiler error signals and the other on unit-test execution outcomes as reinforcement learning rewards."
r10_001,10,Correctness vs relevancy in dialogue evaluation,"Correctness and relevancy of a dialogue system's response should be evaluated jointly, having users rate 'how relevant/correct is the answer retrieved' as a single combined judgment.",duggenpudi-etal-2019-samvaadhana,Accuracy and relevancy are separate constructs when evaluating dialogue responses: a response can be accurate even if it is not relevant to the question asked.,Bansal2021neural,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims correctness and relevancy should be judged jointly as a single combined rating, while B claims they are separate constructs that can diverge (accurate but irrelevant); this is a direct yes/no clash on whether the two dimensions are one judgment or two, not a dataset/context artifact, so type1.","Hypothesis A proposes that correctness and relevancy should be treated as a single, combined metric, while Hypothesis B asserts that they are separate, independent constructs."
r10_002,10,Scaling laws and data repetition,"Scaling laws for neural language models were derived under training on unique data for only one epoch, describing a smooth relationship between model/data size and loss.",kaplan2020scaling,"When a small fraction of training data is repeated across epochs, model performance diverges from Kaplan's scaling law, with repeated data becoming harmful to performance for models larger than about 100M parameters.",hernandez2022scaling,type4_apparent_contextual,Apparent,True,type4_apparent_contextual,type4_apparent_contextual,"A's scaling law was explicitly derived under one-epoch unique-data training, and B's divergence is explicitly conditioned on repeated data for models >100M params; the apparent conflict stems purely from a differing training-data condition (unique vs repeated), making the two compatible rather than a real type1-3 conflict.",The hypotheses are compatible because the divergence described in hypothesis B is explicitly attributed to a change in training conditions (data repetition) relative to the scope defined in hypothesis A (unique data).
r10_003,10,Granularity of knowledge editing in LLMs,Privacy-sensitive knowledge stored in pretrained language models can be located and removed by identifying individual 'privacy neurons' via a cumulative probability-based detection strategy (DEPN).,wu2023depn,"Rather than locating and editing an individual weight, factual knowledge in GPT-like models can be updated by modifying an entire feed-forward network (FFN) layer (ROME).",meng2022locating,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"A targets locating and deleting individual privacy neurons for a knowledge-removal task, while B targets updating factual knowledge via a whole FFN layer for a knowledge-insertion/update task; they address different objectives (privacy deletion vs factual editing) with different granularity, so neither claim contradicts the other.",The two hypotheses describe different approaches and granularities for knowledge editing (neuron-level for privacy vs. layer-level for factual updates) and do not logically negate one another.
r10_004,10,Direction of instruction-tuning data generation,Instruction-following training data can be generated by producing model responses to human-provided instructions (Self-Instruct).,wang2022self,"Instead of generating responses to given instructions, instruction-tuning data can be created by generating instructions for existing human-written text found online -- the reverse strategy (instruction backtranslation).",li2023self,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"A generates responses given instructions (Self-Instruct) and B generates instructions given existing text (backtranslation); these are two alternative, non-exclusive data-construction directions for the same downstream goal, not opposing empirical claims, so not_contradiction rather than type4.","The two hypotheses describe different, non-mutually exclusive strategies for generating instruction-tuning data: one focuses on generating responses from instructions, while the other focuses on generating instructions from existing text."
r10_005,10,Syntactic vs lexical-semantic drivers of brain-LM alignment,"In studies of brain alignment with language models, syntactic processing tasks are the primary driver of the alignment between brain activity and language model representations.",oota2022joint,"Lexical-semantic content, not syntactic structure, is the main contributor to the similarity between artificial neural network representations and brain (fMRI) responses in the language network.",kauf2023lexical,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims syntactic processing is the primary driver of brain-LM alignment, and B explicitly states lexical-semantic content -- not syntactic structure -- is the main contributor under the same brain-alignment paradigm; B directly negates A's attribution of the same phenomenon, so type1 rather than a causal-direction (type3) conflict.","Hypothesis A claims that syntactic processing is the primary driver of brain-LM alignment, whereas Hypothesis B explicitly states that lexical-semantic content is the main contributor and specifically excludes syntactic structure from being the primary factor."
r10_006,10,Classifier-guided vs classifier-free diffusion for text generation,"Controllable text generation with diffusion language models can be achieved through classifier-guided diffusion, i.e. using an external classifier to steer the diffusion process toward desired attributes (Diffusion-LM).",https://doi.org/10.48550/arxiv.2205.14217,"Sequence-to-sequence text generation with diffusion models can be achieved without an external classifier, using a classifier-free diffusion approach directed by spatial points instead (DiffuSeq).",https://doi.org/10.48550/arxiv.2210.08933,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"A addresses attribute-controllable generation via classifier-guided diffusion (Diffusion-LM) and B addresses sequence-to-sequence generation via classifier-free, point-directed diffusion (DiffuSeq); they target different generation tasks with different design choices, not competing claims about the same setting.","The two hypotheses describe different, non-exclusive methodologies (classifier-guided vs. classifier-free) for achieving text generation with diffusion models."
r10_007,10,Joint vs separate representation-space clustering for multimodal self-supervised learning,"Effective self-supervised multimodal representation learning from audio, video, and text can be achieved by clustering on a joint multimodal representation space, combined with a pairwise contrastive loss across modalities (MCN).",Chen2021MultimodalCN,"Effective self-supervised representation learning from audio and video can be achieved by clustering on separate, modality-specific representation spaces via cross-modal deep clustering (XDC), rather than a single joint representation space.",Alwassel2019SelfSupervisedLB,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims effective multimodal self-supervised learning requires a joint multimodal representation space, while B explicitly claims separate modality-specific spaces work better 'rather than a single joint representation space' -- a direct same-setting negation, not a dataset/architecture-driven type4 difference.","Hypothesis A asserts that effective learning can be achieved via a joint multimodal representation space, whereas Hypothesis B directly contradicts this by proposing separate modality-specific spaces instead of a joint one."
r10_008,10,Whether correct input-label mapping matters for in-context learning,The correctness of input-label mapping in few-shot demonstrations matters little to in-context learning performance; models can perform comparably well even with random or incorrect labels.,min2022rethinking,Ground-truth (correct) input-label mapping in in-context learning demonstrations does matter and significantly influences in-context learning performance.,ground_truth,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims correct input-label mapping matters little to in-context learning performance (random labels work nearly as well), while B claims ground-truth mapping does matter and significantly influences performance -- directly opposite answers to the same question under the same ICL setup.","Hypothesis A claims that correct input-label mapping has little to no effect on performance, whereas Hypothesis B directly contradicts this by stating that it significantly influences performance."
r10_009,10,retrieval-augmented generation re-ranking,"Text generation can be steered effectively by exemplar-based adaptive decoding that directly incorporates retrieved exemplars into the decoding process, without requiring a separate re-ranking step over retrieved candidates.",peng2019text,"Effective retrieval-augmented text generation requires an explicit intermediate re-ranking stage between retrieval and generation, as in retrieve-rerank-rewrite pipelines that rerank retrieved templates before rewriting them into output.",DBLP:conf/acl/LiWLC18,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims effective decoding can incorporate retrieved exemplars without a separate re-ranking step, while B claims effective retrieval-augmented generation requires an explicit re-ranking stage; these are directly opposed necessity claims about the same pipeline component, not merely a contextual/architecture artifact.","Hypothesis A asserts that effective text generation can be achieved without a separate re-ranking step, while Hypothesis B directly contradicts this by stating that an explicit re-ranking stage is required."
r10_010,10,transfer learning for text classification,"Semi-supervised sequence learning using RNNs and autoencoders (e.g., pretraining a sequence autoencoder or RNN language model before task training) is an effective way to improve text classification and other sequence models.",Dai2015,"Effective transfer learning for text classification with LSTM-based language models requires novel fine-tuning techniques (discriminative fine-tuning, slanted triangular learning rates, and gradual unfreezing) rather than relying on RNN/autoencoder pretraining alone.",ulmfit,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Both concern improving text classification via transfer learning but target different architectures (RNN/autoencoder pretraining vs. LSTM-based fine-tuning tricks); B argues its own technique is needed for its own model, not that A's approach fails, so the claims are compatible rather than a direct negation (type1) or a numeric/causal clash (type2/3).","Hypothesis B does not negate the effectiveness of pretraining mentioned in Hypothesis A, but rather refines it by stating that pretraining alone is insufficient without specific fine-tuning techniques."
r10_011,10,subword segmentation for low-resource MT,"Using linguistically motivated subword segmentation units, rather than purely statistical ones, can affect neural machine translation quality for the Tamil-English language pair, though results are mixed.",dhar-etal-2020-linguistically,"A purely statistics-based, language-independent subword tokenizer (SentencePiece) can perform effective subword segmentation and detokenization for neural text processing without relying on linguistic knowledge of the specific language.",kudo-richardson-2018-sentencepiece,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"A reports mixed results for linguistically motivated segmentation specifically on Tamil-English, while B claims a language-independent statistical tokenizer works well in general; the difference stems from language/scope context rather than a logical negation of the same claim, so type4 fits better than type1.","Hypothesis A discusses the potential impact of linguistically motivated units on translation quality for a specific language pair, while Hypothesis B asserts the effectiveness of statistical tokenizers in general; both statements can coexist without conflict."
r10_013,10,Syntactic parsing in semantic query graph generation,"Semantic parsing for question answering over knowledge bases can be performed by using a syntactic parser (e.g. a CCG or dependency-tree parser) to help construct the semantic query graph from the input question (Reddy et al., 2014, large-scale semantic parsing without question-answer pairs).",reddy-etal-2014-large,"Semantic query graph generation for knowledge-base question answering can be achieved via a staged generation process without relying on any syntactic parser (Yih, Chang, He & Gao, 2015, staged query graph generation for QA with a knowledge base).",Scott_yih_and_Jianfeng_2015_SQG-Tx-KB,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Both are existence claims about alternative pipelines for KB question answering (syntax-parser-assisted vs. staged generation without a parser); differing architectural choices for the same general task are compatible, not a direct negation or causal reversal.","Hypothesis A proposes a method that uses a syntactic parser, whereas Hypothesis B proposes an alternative method that functions without one; these are two different architectural approaches and are not mutually exclusive."
r10_014,10,Acoustic modeling for code-switched ASR,"A speech recognition system for code-switched (e.g. Mandarin-English) conversational speech can be built by training the acoustic model directly on bilingual, code-switched data (Vu et al., 2012, first speech recognition system for Mandarin-English code-switch conversational speech).",vu2012first,"Mixed-language (Hindi-English) automatic speech recognition can instead be achieved by reusing existing monolingual acoustic models together with a phone-mapped lexicon and a modified language model, rather than training a new bilingual acoustic model (Bhuvanagiri & Kopparapu, 2010, an approach to mixed language ASR).",bhuvanagiri2010approach,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"The approaches (train a new bilingual acoustic model vs. reuse monolingual models with phone mapping) are proposed for different language pairs (Mandarin-English vs. Hindi-English), so the contrast reflects differing datasets/conditions rather than a genuine same-conditions contradiction.","The two hypotheses describe different, compatible methodologies for code-switched ASR: one proposes direct training on bilingual data, while the other proposes reusing monolingual models with modifications."
r10_015,10,Adversarial techniques in dialogue generation,"Adversarial techniques can be used to evaluate dialogue generation systems, by training a discriminator to distinguish machine-generated responses from human-written ones as a proxy for response quality (Kannan & Vinyals, 2017, adversarial evaluation of dialogue models).",kannan2017adversarial,"Rather than only being used for evaluation, adversarial learning can be applied directly inside the dialogue generation training process itself to improve the quality of the generated responses (Li et al., 2017, adversarial learning for neural dialogue generation).",li-EtAl:2017:EMNLP20175,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"B explicitly frames adversarial training-time use as an addition ('rather than only being used for evaluation'), not a denial of A's evaluation-time use; the two claims describe complementary applications of adversarial techniques, so no contradiction of any type applies.",The hypotheses are complementary; hypothesis B explicitly acknowledges the use of adversarial techniques for evaluation (as stated in A) and proposes their use as an additional method for training.
r10_016,10,Seed-pair supervision for cross-lingual embeddings,"Learning a linear mapping between the word embedding spaces of two languages (e.g. for machine translation) requires a sizeable bilingual seed lexicon, on the order of thousands of translation pairs (as used with about 5000 pairs) (Mikolov, Le & Sutskever, 2013, exploiting similarities among languages for machine translation).",Mikolov2013b,"A cross-lingual word embedding mapping can instead be learned with almost no bilingual supervision, requiring as few as 25 seed translation pairs (Artetxe, Labaka & Agirre, 2017, learning bilingual word embeddings with almost no bilingual data).",Artetxe:2017acl,type2_quantitative_conflict,Contradiction,False,type2_quantitative_conflict,type1_direct_negation,"Both address the same metric (number of bilingual seed pairs needed for embedding-space mapping) with sharply divergent numeric estimates (thousands, e.g. ~5000, vs. as few as 25), well beyond any plausible margin of error, which is the hallmark of a quantitative conflict rather than a qualitative direct negation (type1).","Hypothesis A asserts that learning a linear mapping requires a large seed lexicon of thousands of pairs, whereas Hypothesis B contradicts this by stating the task can be achieved with as few as 25 pairs."
r10_017,10,Understandability evaluation of controlled natural languages,"Attempto Controlled English (ACE) has been empirically shown to be easier and faster for people to understand than a conventional ontology notation, when used for authoring or reading OWL statements (Kuhn, 2013, the understandability of OWL statements in controlled English).",kuhn2013swj,"In contrast, empirical experiments evaluating the understandability of the Rabbit controlled natural language for ontology authoring produced only mixed results (Hart, Johnson & Dolbear, 2008, Rabbit: developing a controlled natural language for authoring ontologies).",hart2008eswc,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"The two hypotheses report empirical understandability findings for two different controlled natural languages (ACE vs. Rabbit); since they concern distinct systems rather than the same claim under different conditions, there is no shared entity being negated, ruling out type1-3 and even type4.","The hypotheses discuss two different controlled natural languages, ACE and Rabbit; therefore, the performance results of one do not contradict the results of the other."
r11_000,11,Eliciting latent predictions from transformer activations,"Accurate early prediction of a transformer's final output can be obtained by directly applying a linear transformation that minimizes the difference between an intermediate layer's activation and the model's final-layer activation (""jump to conclusions"" short-cutting).",din2023jump,"Accurate early prediction of a transformer's final output instead requires training a dedicated loss function (the ""tuned lens"") that aligns the logit distribution produced from an intermediate activation with the final layer's logit distribution, rather than directly matching activations.",belrose2023eliciting,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"B explicitly states accurate early prediction ""instead requires"" a trained logit-alignment loss ""rather than directly matching activations,"" directly negating A's claim that a simple linear activation-matching transform suffices for the same goal under the same transformer setting.",Hypothesis B explicitly contradicts Hypothesis A by stating that accurate prediction requires aligning logit distributions rather than directly matching activations.
r11_001,11,LLM-driven chemical reaction optimization strategies,Large language models are most effective for optimizing chemical reactions when used as an in-context-learning surrogate model embedded within a Bayesian Optimization algorithm that guides the search over reaction/catalyst conditions.,Ramos2023-cs,"Large language models can instead autonomously conduct chemical research by framing reaction-condition selection as a strategic game aimed directly at maximizing reaction yield, rather than serving as a surrogate model inside a separate optimization algorithm.",Boiko2023-ot,type1_direct_negation,Contradiction,False,type1_direct_negation,PARSE_ERROR,"B frames the LLM as an autonomous agent directly maximizing yield through a strategic game, explicitly ""rather than serving as a surrogate model inside a separate optimization algorithm,"" negating A's claim that effectiveness requires the ICL-surrogate-within-BO role.",empty_response:length_exhausted
r11_003,11,Explainable visualization for Wikipedia vandal detection,"Explaining CNN-based Wikipedia vandal detection is best achieved through interactive visualization that correlates model inputs and outputs with the underlying parameter space, using features such as edit frequency and revert counts.",Liu:2019,"Explaining collaborative vandal behavior on Wikipedia is instead best achieved through statistical analysis of vandal behavior patterns, presented via graphical displays of the aggregated statistics, rather than correlating model parameters with individual edits.",Subramanian:2019,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,A explains a CNN classifier's decisions via input/output-to-parameter correlation while B explains aggregate vandal behavior via statistical/graphical summaries -- the two hypotheses target different explananda (model internals vs. behavior patterns) rather than making incompatible claims about the same explanatory target.,"[truncated response, rationale lost] {""label"": ""not_contradiction"", ""rationale"": ""The two hypotheses address different research objectives: Hypothesis A focuses on explaining a machine learning model's detection process, while Hypothesis B focuses on explaining"
r11_004,11,LLM annotator performance on non-English languages,"GPT-3 shows meaningful potential as a data annotator even on languages other than English, suggesting its effectiveness as an annotator extends beyond English-only settings.",ding2022gpt,"Open-source LLMs show a considerable decline in performance when applied to non-English languages (evaluated on French, Dutch, and English NLI tasks), indicating current open-source models do not generalize well as annotators outside English.",mohta2023large,type4_apparent_contextual,Apparent,True,type4_apparent_contextual,type4_apparent_contextual,"The differing conclusions come from testing different model classes (GPT-3 vs. open-source LLMs), so the apparent conflict about non-English annotator performance reflects a difference in what was evaluated, not a genuine factual clash.","The hypotheses are compatible because they evaluate different classes of models: Hypothesis A discusses the potential of GPT-3 (a proprietary model), while Hypothesis B focuses on the performance decline of open-source LLMs."
