sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0172,4_pretraining.tex,While \cite{wang2021learning} and \cite{scholak2021picard} both choose to map logic form to corresponding natural language sentences to obtain more paired data.,wang2021learning;scholak2021picard,2208.13629,"A Survey on Text-to-SQL Parsing: Concepts, Methods, and Future Directions",wang2021learningscholak2021picard,2,2,"Learning to synthesize data for semantic parsing,{PICARD}: Parsing incrementally for constrained auto-regressive decoding from language models,",,,,"B. Wang, W. Yin, X. V. Lin, and C. Xiong, ``Learning to synthesize data for semantic parsing,'' in Proc. of AACL, 2021.T. Scholak, N. Schucher, and D. Bahdanau, ``{PICARD}: Parsing incrementally for constrained auto-regressive decoding from language models,'' in Proc. of EMNLP, 2021.",bblbbl
s0180,main.tex,"\citet{peyrard-2019-studying} and \citet{bhandari-etal-2020-metrics} compare their performance in the context of document summarization and show that metrics strongly disagree in ranking summaries from any narrow scoring range, e.g., there is no consensus among metrics regarding which summary is better than another in the high scoring range in which modern systems now operate.",peyrard-2019-studying;bhandari-etal-2020-metrics,2208.04163,Abstractive Meeting Summarization: A Survey,peyrard-2019-studyingbhandari-etal-2020-metrics,2,2,Studying summarization evaluation metrics in the appropriate scoring rangeMetrics also disagree in the low scoring range: Revisiting summarization evaluation metrics,,,,"Maxime Peyrard. 2019. Studying summarization evaluation metrics in the appropriate scoring range. In Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pages 5093--5100, Florence, Italy. Association for Computational Linguistics.Manik Bhandari, Pranav Narayan Gour, Atabak Ashfaq, and Pengfei Liu. 2020{\natexlab{a}}. Metrics also disagree in the low scoring range: Revisiting summarization evaluation metrics. In Proceedings of the 28th International Conference on Computational Linguistics, pages 5702--5711, Barcelona, Spain (Online). International Committee on Computational Linguistics.",bblbbl
s0181,main.tex,"However, \cite{Schubert2019, Schubert2021} show that such a strategy may impair PAM convergence rate and propose a PAM initialization named Linear Approximative BUILD (LAB), where it applies the original PAM initialization algorithm BUILD with subsamples of size in $\mathcal{O}(\lvert D\lvert^{\frac{1}{2}})$.","Schubert2019, Schubert2021",2208.01712,"No Pattern, No Recognition: a Survey about Reproducibility and Distortion Issues of Text Clustering and Topic Modeling",Schubert2019Schubert2021,2,2,"Faster k-Medoids Clustering: Improving the PAM, CLARA, and CLARANS AlgorithmsFast and eager k-medoids clustering: O(k) runtime improvement of the PAM, CLARA, and CLARANS algorithms","Schubert, Erich and Rousseeuw, Peter J.Erich Schubert and Peter J. Rousseeuw",20192021,"Clustering non-Euclidean data is difficult, and one of the most used algorithms besides hierarchical clustering is the popular algorithm Partitioning Around Medoids (PAM), also simply referred to as k-medoids.Clustering non-Euclidean data is difficult, and one of the most used algorithms besides hierarchical clustering is the popular algorithm Partitioning Around Medoids (PAM), also simply referred to as k-medoids clustering. In Euclidean geometry the mean – as used in k-means – is a good estimator for the cluster center, but this does not exist for arbitrary dissimilarities. PAM uses the medoid instead, the object with the smallest dissimilarity to all others in the cluster. This notion of centrality can be used with any (dis-)similarity, and thus is of high relevance to many domains and applications. A key issue with PAM is its high run time cost. We propose modifications to the PAM algorithm that achieve an O(k)-fold speedup in the second (“SWAP”) phase of the algorithm, but will still find ","Schubert2019, author=""Schubert, Erich and Rousseeuw, Peter J."", editor=""Amato, Giuseppe and Gennaro, Claudio and Oria, Vincent and Radovanovi{\'{c}} , Milo{\v{s}}"", title= {Faster k-Medoids Clustering: Improving the PAM, CLARA, and CLARANS Algorithms}, booktitle=""Similarity Search and Applications"", year=""2019"", publisher=""Springer International Publishing"", address=""Cham"", pages=""171--187"", abstract=""Clustering non-Euclidean data is difficult, and one of the most used algorithms besides hierarchical clustering is the popular algorithm Partitioning Around Medoids (PAM), also simply referred to as k-medoids."", isbn=""978-3-030-32047-8""Schubert2021, title = {Fast and eager k-medoids clustering: O(k) runtime improvement of the PAM, CLARA, and CLARANS algorithms}, journal = {Information Systems}, volume = {101}, pages = {101804}, year = {2021}, issn = {0306-4379}, author = {Erich Schubert and Peter J. Rousseeuw}, keywords = {Cluster analysis, k-medoids, PAM, CLARA, CLARANS}, abstract = {Clustering non-Euclidean data is difficult, and one of the most used algorithms besides hierarchical clustering is the popular algorithm Partitioning Around Medoids (PAM), also simply referred to as k-medoids clustering. In Euclidean geometry the mean – as used in k-means – is a good estimator for the cluster center, but this does not exist for arbitrary dissimilarities. PAM uses the medoid instead, the object with the smallest dissimilarit",bibbib
s0182,main.tex,"This algorithm optimizes a siamese network architecture in a surrogate supervised classification task of Natural Language Inference (NLI), with 1 million sentence pairs manually annotated as \textit{contradiction}, \textit{entailment} or \textit{neutral} (Stanford Natural Language Inference \cite{Bowman2015} and Multi-Genre NLI Corpus \cite{Williams2018}).",Bowman2015;Williams2018,2208.01712,"No Pattern, No Recognition: a Survey about Reproducibility and Distortion Issues of Text Clustering and Topic Modeling",Bowman2015Williams2018,2,2,A large annotated corpus for learning natural language inferenceA Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,"Williams, Adina and Nangia, Nikita and Bowman, Samuel",2018,"This paper introduces the Multi-Genre Natural Language Inference (MultiNLI) corpus, a dataset designed for use in the development and evaluation of machine learning models for sentence understanding. At 433k examples, this resource is one of the largest corpora available for natural language inference (a.k.a. recognizing textual entailment), improving upon available resources in both its coverage and difficulty. MultiNLI accomplishes this by offering data from ten distinct genres of written and spoken English, making it possible to evaluate systems on nearly the full complexity of the language, while supplying an explicit setting for evaluating cross-genre domain adaptation. In addition, an evaluation using existing machine learning models designed for the Stanford NLI corpus shows that it","Samuel R. Bowman, Gabor Angeli, Christopher Potts, and Christopher D. Manning. A large annotated corpus for learning natural language inference. In {\em Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing}, pages 632--642, Lisbon, Portugal, September 2015. Association for Computational Linguistics.Williams2018, title = {A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference}, author = ""Williams, Adina and Nangia, Nikita and Bowman, Samuel"", booktitle = ""Proceedings of the 2018 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)"", month = jun, year = ""2018"", address = ""New Orleans, Louisiana"", publisher = ""Association for Computational Linguistics"", pages = ""1112--1122"", abstract = ""This paper introduces the Multi-Genre Natural Language Inference (MultiNLI) corpus, a dataset designed for use in the development and evaluation of machine learning models for sentence understanding. At 433k examples, this resource is one of the largest corpora available for natural languag",bblbib
s0184,preprocess.tex,"Contrary to the other facets of NLG, such as chatbots, for which large-scale data can be harvested \cite{lowe:15,abbott:16}, D2T datasets are often smaller in scale and task-specific.","lowe:15,abbott:16",2207.12571,Innovations in Neural Data-to-text Generation: A Survey,lowe:15abbott:16,2,2,The Ubuntu Dialogue Corpus: A Large Dataset for Research in Unstructured Multi-Turn Dialogue SystemsInternet argument corpus 2.0: An sql schema for dialogic social media and the corpora to go with it,"Lowe, Ryan and Pow, Nissan and Serban, Iulian Vlad and Pineau, JoelleAbbott, Rob and Ecker, Brian and Anand, Pranav and Walker, Marilyn",20152016,,"lowe:15, title={The Ubuntu Dialogue Corpus: A Large Dataset for Research in Unstructured Multi-Turn Dialogue Systems}, author={Lowe, Ryan and Pow, Nissan and Serban, Iulian Vlad and Pineau, Joelle}, booktitle={Proceedings of the 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue}, pages={285--294}, year={2015}abbott:16, title={Internet argument corpus 2.0: An sql schema for dialogic social media and the corpora to go with it}, author={Abbott, Rob and Ecker, Brian and Anand, Pranav and Walker, Marilyn}, booktitle={Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC'16)}, pages={4445--4452}, year={2016}",bibbib
s0192,acl_latex.tex,"\footnote{\scriptsize{\href{https://github.com/elisabassignana/scientific-re}{\url{https://github.com/elisabassignana/scientific-re}}}} \subsection{Cross-dataset Evaluation} \label{sec:cross-domain-exp} We test the following training configurations:\footnote{The development set follows the train set distributions.} (1) \emph{cross-dataset}: Training on SemEval-2018 and testing on \scierc{}, and vice versa; (2) \emph{cross-annotation}: Training on a mix of SemEval-2018 and \scierc{} overlap: (2.1","sheng2008,survey_disagreement",2204.13516,What do You Mean by Relation Extraction? A Survey on Datasets and Study on Scientific Relation Classification,sheng2008survey_disagreement,2,2,"Get another label? improving data quality and data mining using multiple, noisy labelersLearning from disagreement: A survey.",,,,"Victor S. Sheng, Foster Provost, and Panagiotis G. Ipeirotis. 2008. Get another label? improving data quality and data mining using multiple, noisy labelers. In Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD ’08, page 614–622, New York, NY, USA. Association for Computing Machinery.Alexandra N. Uma, Tommaso Fornaciari, Dirk Hovy, Silviu Paun, Barbara Plank, and Massimo Poesio. 2021. Learning from disagreement: A survey. The Journal of Artificial Intelligence Research, Forthcoming.",bblbbl
s0196,elsarticle-EKDSsurvey.tex,"In contrast to RoBERTa, BERT can embed knowledge tokenized by its sub-word tokenizer \cite{wu2021masg,yuan2020sesg}, CoreNLP toolkit \cite{yuan2020sesg,zhang2019seng}, or WordPiece \cite{zhang2019sang}.","wu2021masg,yuan2020sesg;yuan2020sesg,zhang2019seng;zhang2019sang",2204.11190,"Knowledge-aware Document Summarization: A Survey of Knowledge, Embedding Methods and Architectures",wu2021masgyuan2020sesgzhang2019sengzhang2019sang,4,4,"\bibinfo{title}{{BASS: Boosting Abstractive Summarization with Unified Semantic Graph}},\bibinfo{title}{{Fact-level Extractive Summarization with Hierarchical Graph Mask on BERT}},\bibinfo{title}{{HIBERT: Document Level Pre-training of Hierarchical Bidirectional Transformers for Document Summarization}},\bibinfo{title}{{Pretraining-Based Natural Language Generation for Text Summarization}},",,,,"\bibinfo{author}{W. Wu}, \bibinfo{author}{W. Li}, \bibinfo{author}{X. Xiao}, \bibinfo{author}{J. Liu}, \bibinfo{author}{Z. Cao}, \bibinfo{author}{S. Li}, \bibinfo{author}{H. Wu}, \bibinfo{author}{H. Wang}, \bibinfo{title}{{BASS: Boosting Abstractive Summarization with Unified Semantic Graph}}, in: \bibinfo{booktitle}{ACL-IJCNLP}, \bibinfo{year}{2021}, pp. \bibinfo{pages}{6052--6067}. \DOIprefix\doi{10.18653/v1/2021.acl-long.472}. %Type = Inproceedings\bibinfo{author}{R. Yuan}, \bibinfo{author}{Z. Wang}, \bibinfo{author}{W. Li}, \bibinfo{title}{{Fact-level Extractive Summarization with Hierarchical Graph Mask on BERT}}, in: \bibinfo{booktitle}{COLING}, \bibinfo{year}{2020}, pp. \bibinfo{pages}{5629--5639}. \DOIprefix\doi{10.18653/v1/2020.coling-main.493}. %Type = Inproceedings\bibinfo{author}{X. Zhang}, \bibinfo{author}{F. Wei}, \bibinfo{author}{M. Zhou}, \bibinfo{title}{{HIBERT: Document Level Pre-training of Hierarchical Bidirectional Transformers for Document Summarization}}, in: \bibinfo{booktitle}{ACL}, \bibinfo{year}{2019}, pp. \bibinfo{pages}{5059--5069}. \DOIprefix\doi{10.18653/v1/P19-1499}. %Type = Inproceedings\bibinfo{author}{H. Zhang}, \bibinfo{author}{J. Cai}, \bibinfo{author}{J. Xu}, \bibinfo{author}{J. Wang}, \bibinfo{title}{{Pretraining-Based Natural Language Generation for Text Summarization}}, in: \bibinfo{booktitle}{CoNLL}, \bibinfo{year}{2019}, pp. \bibinfo{pages}{789--797}. \DOIprefix\doi{10.18653/v1/K19-1074}. %Type = Inproceedings",bblbblbblbbl
s0199,3-Discussion.tex,"However, \cite{TOWE-dataset,ASTE-dataset} modified the datasets from all three SemEval shared tasks into another format to include the opinion phrase \added{ and released the datasets in an XML and NER task's BIO (beginning, inside, and outside) format.","TOWE-dataset,ASTE-dataset",2204.05232,Survey of Aspect-based Sentiment Analysis Datasets,TOWE-datasetASTE-dataset,2,2,"Target-oriented Opinion Words Extraction with Target-fused Neural Sequence LabelingKnowing what, how and why: A near complete solution for aspect-based sentiment analysis","Fan, Zhifang and Wu, Zhen and Dai, Xin-Yu and Huang, Shujian and Chen, Jiajun",2019,"Opinion target extraction and opinion words extraction are two fundamental subtasks in Aspect Based Sentiment Analysis (ABSA). Recently, many methods have made progress on these two tasks. However, few works aim at extracting opinion targets and opinion words as pairs. In this paper, we propose a novel sequence labeling subtask for ABSA named TOWE (Target-oriented Opinion Words Extraction), which aims at extracting the corresponding opinion words for a given opinion target. A target-fused sequence labeling neural network model is designed to perform this task. The opinion target information is well encoded into context by an Inward-Outward LSTM. Then left and right contexts of the opinion target and the global context are combined to find the corresponding opinion words. We build four data","TOWE-dataset, title = ""Target-oriented Opinion Words Extraction with Target-fused Neural Sequence Labeling"", author = ""Fan, Zhifang and Wu, Zhen and Dai, Xin-Yu and Huang, Shujian and Chen, Jiajun"", booktitle = ""Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)"", month = jun, year = ""2019"", address = ""Minneapolis, Minnesota"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/N19-1259"", doi = ""10.18653/v1/N19-1259"", pages = ""2509--2518"", abstract = ""Opinion target extraction and opinion words extraction are two fundamental subtasks in Aspect Based Sentiment Analysis (ABSA). Recently, many methods have made progress on these tHaiyun Peng, Lu Xu, Lidong Bing, Fei Huang, Wei Lu, and Luo Si. 2020. Knowing what, how and why: A near complete solution for aspect-based sentiment analysis. Proceedings of the AAAI Conference on Artificial Intelligence, 34(05):8600--8607.",bibbbl
s0212,survey.tex,"\subsubsection{Other Methods} \citet{DBLP:conf/emnlp/KimKK20} propose a dialogue system based on Rational Speech Act framework \citep{frank2012predicting}, which enforces dialogue agents to refrain from uttering contradiction.",DBLP:conf/emnlp/KimKK20;frank2012predicting,2203.05227,"Faithfulness in Natural Language Generation: A Systematic Survey of Analysis, Evaluation and Optimization Methods",DBLP:conf/emnlp/KimKK20frank2012predicting,2,2,Will {I} sound like me? improving persona consistency in dialogues through pragmatic self-consciousness.Predicting pragmatic reasoning in language games.,,,,"Hyunwoo Kim, Byeongchang Kim, and Gunhee Kim. Will {I} sound like me? improving persona consistency in dialogues through pragmatic self-consciousness. In Bonnie Webber, Trevor Cohn, Yulan He, and Yang Liu, editors, Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing, {EMNLP 2020, Online, November 16-20, 2020}, pages 904--916. Association for Computational Linguistics, 2020. \doi{10.18653/v1/2020.emnlp-main.65}. URL \url{https://doi.org/10.18653/v1/2020.emnlp-main.65}.Michael C Frank and Noah D Goodman. Predicting pragmatic reasoning in language games. Science, 336\penalty0 (6084):\penalty0 998--998, 2012.",bblbbl
s0228,sec-other-tasks.tex,"Different from \citet{peng2019text}, \citet{DBLP:conf/acl/LiWLC18} and \citet{hossain2020simple} introduce an intermediate re-ranking stage into the generation pipeline.",peng2019text;DBLP:conf/acl/LiWLC18;hossain2020simple,2202.01110,A Survey on Retrieval-Augmented Text Generation,peng2019textDBLP:conf/acl/LiWLC18hossain2020simple,3,3,"Text generation with exemplar-based adaptive decoding.Retrieve, rerank and rewrite: Soft template based neural summarizationSimple and effective retrieve-edit-rerank text generation.",,,,"Hao Peng, Ankur P. Parikh, Manaal Faruqui, Bhuwan Dhingra, and Das Dipanjan. 2019. Text generation with exemplar-based adaptive decoding. In Proceedings of the Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies.Ziqiang Cao, Wenjie Li, Sujian Li, and Furu Wei. 2018. Retrieve, rerank and rewrite: Soft template based neural summarization. In Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics, {ACL 2018, Melbourne, Australia, July 15-20, 2018, Volume 1: Long Papers}, pages 152--161. Association for Computational Linguistics.Nabil Hossain, Marjan Ghazvininejad, and Luke Zettlemoyer. 2020. Simple and effective retrieve-edit-rerank text generation. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 2532--2538.",bblbblbbl
s0232,main.tex,"In contrast to classification, \textit{uncertainty information of regression} models is currently under-explored in human-AI decision making, with one recent exception~\cite{mcgrath2020does} (though the effect of uncertainty information on decision making has long been studied outside the context of AI assistance, e.g.~\cite{kay2016ish}).",mcgrath2020does;kay2016ish,2112.11471,Towards a Science of Human-AI Decision Making: A Survey of Empirical Studies,mcgrath2020doeskay2016ish,2,2,"When Does Uncertainty Matter?: Understanding the Impact of Predictive Uncertainty in ML Assisted Decision MakingWhen (ish) is my bus? user-centered visualizations of uncertainty in everyday, mobile predictive systems","McGrath, Sean and Mehta, Parth and Zytek, Alexandra and Lage, Isaac and Lakkaraju, HimabinduKay, Matthew and Kola, Tara and Hullman, Jessica R and Munson, Sean A",20202016,,"mcgrath2020does, title={When Does Uncertainty Matter?: Understanding the Impact of Predictive Uncertainty in ML Assisted Decision Making}, author={McGrath, Sean and Mehta, Parth and Zytek, Alexandra and Lage, Isaac and Lakkaraju, Himabindu}, journal={arXiv preprint arXiv:2011.06167}, year={2020}kay2016ish, title={When (ish) is my bus? user-centered visualizations of uncertainty in everyday, mobile predictive systems}, author={Kay, Matthew and Kola, Tara and Hullman, Jessica R and Munson, Sean A}, booktitle={Proceedings of the 2016 chi conference on human factors in computing systems}, pages={5092--5103}, year={2016}",bibbib
s0243,Survey.tex,"As an alternative, \cite{malmi-etal-2020-unsupervised} identified spans of text on which masked language models \citep{devlin-etal-2019-bert}, trained on source and target domains, disagree in terms of likelihood: these would be the portions of a sentence responsible for its style, and their removal would produce a style-agnostic representation for the input.",malmi-etal-2020-unsupervised;devlin-etal-2019-bert,2110.15871,From Theories on Styles to their Transfer in Text: Bridging the Gap with a Hierarchical Survey,malmi-etal-2020-unsuperviseddevlin-etal-2019-bert,2,2,Unsupervised text style transfer with padded masked language models.{BERT}: Pre-training of deep bidirectional transformers for language understanding.,,,,"{ Malmi, E.}, { Severyn, A.}, {and} { Rothe, S.} 2020. Unsupervised text style transfer with padded masked language models. In {\em Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)}, pp. 8671--8680, Online. Association for Computational Linguistics.{ Devlin, J.}, { Chang, M.-W.}, { Lee, K.}, {and} { Toutanova, K.} 2019. {BERT}: Pre-training of deep bidirectional transformers for language understanding. In {\em Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)}, pp. 4171--4186, Minneapolis, Minnesota. Association for Computational Linguistics.",bblbbl
s0246,main.tex,"While \cite{Yao2019} and \cite{DazaD2020} primarily focus on conventional KG, \cite{BosselutA2020} explores the such knowledge augmentation technique for commonsense KG.",Yao2019;DazaD2020;BosselutA2020,2110.08455,Knowledge Enhanced Pretrained Language Models: A Compreshensive Survey,Yao2019DazaD2020BosselutA2020,3,2,{Inductive Entity Representations from Text via Link Prediction}.{COMET}: Commonsense transformers for automatic knowledge graph construction.,,,,"D. {Daza}, M. {Cochez}, and P. {Groth}. {Inductive Entity Representations from Text via Link Prediction}. {\em arXiv e-prints}, page arXiv:2010.03496, Oct. 2020.A. Bosselut, H. Rashkin, M. Sap, C. Malaviya, A. Celikyilmaz, and Y. Choi. {COMET}: Commonsense transformers for automatic knowledge graph construction. In {\em Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics}, pages 4762--4779, Florence, Italy, July 2019. Association for Computational Linguistics.",unresolvedbblbbl
s0247,04-model.tex,"%Different from \citet{sun2017node} to identify elements of cancer-related signaling pathways using node-weighted Steiner tree techniques \cite{segev1987node, duin1987some}, %a more general version of classical Steiner tree \cite{hwang1992steiner}, In this regard, we propose Node-Edge Weighted Steiner Tree (NEWST) model to identify a reading path for a given query.","sun2017node;segev1987node, duin1987some;hwang1992steiner",2110.06354,Tell Me How to Survey: Literature Review Made Simple with Automatic Reading Path Generation,sun2017nodesegev1987nodeduin1987somehwang1992steiner,4,4,"The node-weighted steiner tree approach to identify elements of cancer-related signaling pathways,The node-weighted steiner tree problem,Some generalizations of the steiner problem in graphs,Steiner tree problems","Hwang, Frank K and Richards, Dana S",1992,,"Y. Sun, C. Ma, and S. Halgamuge, ``The node-weighted steiner tree approach to identify elements of cancer-related signaling pathways,'' BMC Bioinformatics, vol. 18, no. 16, p. 551, 2017.A. Segev, ``The node-weighted steiner tree problem,'' Networks, vol. 17, no. 1, pp. 1--17, 1987.C. W. Duin and A. Volgenant, ``Some generalizations of the steiner problem in graphs,'' Networks, vol. 17, no. 3, pp. 353--364, 1987.hwang1992steiner, title={Steiner tree problems}, author={Hwang, Frank K and Richards, Dana S}, journal={Networks}, volume={22}, number={1}, pages={55--89}, year={1992}, publisher={Wiley Online Library}",bblbblbblbib
s0248,main.tex,"In general, any data that involves biomedical information could be used in biomedical PLMs.} % we envision biomedical multi-modal pre-trained language models based on the multi-modal data (e.g., in electronic health records) Second, in contrast to \cite{kalyan2021ammu} which only discusses Transformer-based pre-trained language models, this review also discusses RNN-based language models (like ELMO \cite{jin2019probing}, which is typically considered as the first pre-trained language model in NL",kalyan2021ammu;jin2019probing,2110.05006,Pre-trained Language Models in Biomedical Domain: A Systematic Survey,kalyan2021ammujin2019probing,2,2,Ammu--a survey of transformer-based biomedical pretrained language models.Probing biomedical embeddings from language models.,,,,"K. S. Kalyan, A. Rajasekharan, and S. Sangeetha. Ammu--a survey of transformer-based biomedical pretrained language models. {\em arXiv preprint arXiv:2105.00827}, 2021.Q. Jin, B. Dhingra, W. Cohen, and X. Lu. Probing biomedical embeddings from language models. In {\em Workshop on Evaluating Vector Space Representations for NLP}, pages 82--89, 2019.",bblbbl
s0251,main.tex,"While \citet{Dai2015} propose to use RNNs and autoencoders to tackle the issue, ULMFiT \cite{ulmfit} introduces novel fine-tuning ideas such as discriminative fine-tuning, slanted triangular learning rates, and gradual unfreezing to their LSTM model, inspired from the advances in transfer learning in computer vision.",Dai2015;ulmfit,2110.01804,A Survey On Neural Word Embeddings,Dai2015ulmfit,2,2,Semi-Supervised Sequence LearningUniversal Language Model Fine-tuning for Text Classification,"Dai, Andrew M. and Le, Quoc V.Howard, Jeremy and Ruder, Sebastian",20152018,,"Dai2015, author = {Dai, Andrew M. and Le, Quoc V.}, title = {Semi-Supervised Sequence Learning}, year = {2015}, publisher = {MIT Press}, address = {Cambridge, MA, USA}, booktitle = {Proceedings of the 28th International Conference on Neural Information Processing Systems - Volume 2}, pages = {3079–3087}, numpages = {9}, location = {Montreal, Canada}, series = {NIPS’15}ulmfit, title = ""Universal Language Model Fine-tuning for Text Classification"", author = ""Howard, Jeremy and Ruder, Sebastian"", booktitle = ""Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)"", month = jul, year = ""2018"", address = ""Melbourne, Australia"", publisher = ""Association for Computational Linguistics"", doi = ""10.18653/v1/P18-1031"", pages = ""328--339"",",bibbib
s0256,main.tex,"After the notion of `contradiction', i.e., `the negation of the hypothesis $h$ is entailed by the text $t$' is introduced \cite{de_marneffe_finding_2008}, the RTE task became a three-way classification task of predicting labels of a text pair out of `ENTAILMENT', `CONTRADICTION' and `UNKNOWN' \cite{giampiccolo_fourth_2008}.",de_marneffe_finding_2008;giampiccolo_fourth_2008,2109.11427,Automated Fact-Checking: A Survey,de_marneffe_finding_2008giampiccolo_fourth_2008,2,2,Finding contradictions in text.The {Fourth} {PASCAL} {Recognizing} {Textual} {Entailment} {Challenge}.,,,,"de Marneffe, M.-C., Rafferty, A. N., and Manning, C. D. (2008). Finding contradictions in text. In {\em Proceedings of ACL-08: HLT}, pages 1039--1047, Columbus, Ohio. Association for Computational Linguistics.Giampiccolo, D., Dang, H., Magnini, B., Dagan, I., Cabrio, E., and Dolan, W. (2008). The {Fourth} {PASCAL} {Recognizing} {Textual} {Entailment} {Challenge}. In {\em {TAC}}.",bblbbl
s0257,main.tex,"Other such example is of \citet{fu2020multi} and \citet{li2020vmsmo}, both these works intake text-video inputs; however \citet{fu2020multi} is trained on English dataset with ~2k instances, and \citet{li2020vmsmo} is trained on Chinese dataset with ~1,84k instances (refer to Table \ref{tab:datasets}).",fu2020multi;li2020vmsmo;fu2020multi;li2020vmsmo,2109.05199,A Survey on Multi-modal Summarization,fu2020multili2020vmsmo,2,2,Multi-modal Summarization for Video-containing DocumentsVMSMO: Learning to Generate Multimodal Summary for Video-based News Articles,"Fu, Xiyan and Wang, Jun and Yang, ZhengluLi, Mingzhe and Chen, Xiuying and Gao, Shen and Chan, Zhangming and Zhao, Dongyan and Yan, Rui",20202020,,"fu2020multi, title={Multi-modal Summarization for Video-containing Documents}, author={Fu, Xiyan and Wang, Jun and Yang, Zhenglu}, journal={arXiv preprint arXiv:2009.08018}, year={2020}li2020vmsmo, title={VMSMO: Learning to Generate Multimodal Summary for Video-based News Articles}, author={Li, Mingzhe and Chen, Xiuying and Gao, Shen and Chan, Zhangming and Zhao, Dongyan and Yan, Rui}, journal={arXiv preprint arXiv:2010.05406}, year={2020}",bibbib
s0258,main.tex,"Since dataset \#20 is extended from dataset \#19 they both share the same text and video outputs.} \citet{jangra2020multimodal} and \citet{jangra2020text} performed equally well with an accuracy of 44\%, while \citet{jangra2021multimodal} was able to obtain video accuracy of 64\% (in contrast to the average accuracy of 16\% for random selection over 10 attempts).",jangra2020multimodal;jangra2020text;jangra2021multimodal,2109.05199,A Survey on Multi-modal Summarization,jangra2020multimodaljangra2020textjangra2021multimodal,3,3,Multi-Modal Summary Generation Using Multi-Objective OptimizationText-Image-Video Summary Generation Using Joint Integer Linear ProgrammingMulti-Modal Supplementary-Complementary Summarization Using Multi-Objective Optimization,"Jangra, Anubhav and Saha, Sriparna and Jatowt, Adam and Hasanuzzaman, MohammadJangra, Anubhav and Jatowt, Adam and Hasanuzzaman, Mohammad and Saha, SriparnaJangra, Anubhav and Saha, Sriparna and Jatowt, Adam and Hasanuzzaman, Mohammed",202020202021,,"jangra2020multimodal, author = {Jangra, Anubhav and Saha, Sriparna and Jatowt, Adam and Hasanuzzaman, Mohammad}, title = {Multi-Modal Summary Generation Using Multi-Objective Optimization}, year = {2020}, isbn = {9781450380164}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/3397271.3401232}, doi = {10.1145/3397271.3401232}, pages = {1745–1748}, numpages = {4}, keywords = {multi-modal summarization, differential evolution, multi-objective optimization}, location = {Virtual Event, China}, series = {SIGIR '20}jangra2020text, title={Text-Image-Video Summary Generation Using Joint Integer Linear Programming}, author={Jangra, Anubhav and Jatowt, Adam and Hasanuzzaman, Mohammad and Saha, Sriparna}, booktitle={European Conference on Information Retrieval}, pages={190--198}, year={2020}, organization={Springer}jangra2021multimodal, author = {Jangra, Anubhav and Saha, Sriparna and Jatowt, Adam and Hasanuzzaman, Mohammed}, title = {Multi-Modal Supplementary-Complementary Summarization Using Multi-Objective Optimization}, year = {2021}, isbn = {9781450380379}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/3404835.3462877}, booktitle = {Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval}, pages = {818–828}, numpages = {11}",bibbibbib
