sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s1031,survey.tex,"Unlike \cite{qi2022qmoea}, \cite{li2023muti} used general variable neighborhood search to further enhance the individual's neighborhood structure after utilizing Q-learning for selecting the neighborhood search operators.",qi2022qmoea;li2023muti,2308.13420,Reinforcement Learning-assisted Evolutionary Algorithm: A Survey and Research Opportunities,qi2022qmoeali2023muti,2,2,Qmoea: A q-learning-based multiobjective evolutionary algorithm for solving time-dependent green vehicle routing problems with time windows.Muti-objective energy-efficient hybrid flow shop scheduling using q-learning and gvns driven nsga-ii.,,,,"Rui Qi, Jun-qing Li, Juan Wang, Hui Jin, and Yu-yan Han. Qmoea: A q-learning-based multiobjective evolutionary algorithm for solving time-dependent green vehicle routing problems with time windows. {\em Information Sciences}, 608:178--201, 2022.Peize Li, Qiang Xue, Ziteng Zhang, Jian Chen, and Dequn Zhou. Muti-objective energy-efficient hybrid flow shop scheduling using q-learning and gvns driven nsga-ii. {\em Computers \& Operations Research}, page 106360, 2023.",bblbbl
s1033,survey.tex,"In contrast to the aforementioned selection method based on predetermined parameters, \cite{li2023scheduling, sun2021learning, zhang2022variational, liu2023learning} proposed more precise parameter tuning.","li2023scheduling, sun2021learning, zhang2022variational, liu2023learning",2308.13420,Reinforcement Learning-assisted Evolutionary Algorithm: A Survey and Research Opportunities,li2023schedulingsun2021learningzhang2022variationalliu2023learning,4,4,Scheduling of continuous annealing with a multi-objective differential evolution algorithm based on deep reinforcement learning.Learning adaptive differential evolution algorithm from optimization experiences by policy gradient.Variational reinforcement learning for hyper-parameter tuning of adaptive evolutionary algorithm.Learning to learn evolutionary algorithm: A learnable differential evolution.,,,,"Tianyang Li, Ying Meng, and Lixin Tang. Scheduling of continuous annealing with a multi-objective differential evolution algorithm based on deep reinforcement learning. {\em IEEE Transactions on Automation Science and Engineering}, 2023.Jianyong Sun, Xin Liu, Thomas B{\""a}ck, and Zongben Xu. Learning adaptive differential evolution algorithm from optimization experiences by policy gradient. {\em IEEE Transactions on Evolutionary Computation}, 25(4):666--680, 2021.Haotian Zhang, Jianyong Sun, Yuhao Wang, Jialong Shi, and Zongben Xu. Variational reinforcement learning for hyper-parameter tuning of adaptive evolutionary algorithm. {\em IEEE Transactions on Emerging Topics in Computational Intelligence}, 2022.Xin Liu, Jianyong Sun, Qingfu Zhang, Zhenkun Wang, and Zongben Xu. Learning to learn evolutionary algorithm: A learnable differential evolution. {\em IEEE Transactions on Emerging Topics in Computational Intelligence}, 2023.",bblbblbblbbl
s1036,survey.tex,"Conversely, Refs.\cite{song2023rl,gao2023improved} assess an individual's optimization performance immediately after completing evolutionary operations.","song2023rl,gao2023improved",2308.13420,Reinforcement Learning-assisted Evolutionary Algorithm: A Survey and Research Opportunities,song2023rlgao2023improved,2,2,Rl-ga: A reinforcement learning-based genetic algorithm for electromagnetic detection satellite scheduling problem.Improved particle swarm optimization algorithm combined with reinforcement learning for solving flexible job shop scheduling problem.,,,,"Yanjie Song, Luona Wei, Qing Yang, Jian Wu, Lining Xing, and Yingwu Chen. Rl-ga: A reinforcement learning-based genetic algorithm for electromagnetic detection satellite scheduling problem. {\em Swarm and Evolutionary Computation}, 77:101236, 2023.Yi-Jie Gao, Qing-Xia Shang, Yuan-Yuan Yang, Rong Hu, and Bin Qian. Improved particle swarm optimization algorithm combined with reinforcement learning for solving flexible job shop scheduling problem. In {\em International Conference on Intelligent Computing}, pages 288--298. Springer, 2023.",bblbbl
s1041,survey_paper.tex,"\subsection{Theoretical Understanding} \label{sec:theorem} In contrast to \cite{algan2019image,karimi2020deep}, via the lens of learning theory, we provide a systematic way to understand LNRL.","algan2019image,karimi2020deep",2011.04406,"A Survey of Label-noise Representation Learning: Past, Present and Future",algan2019imagekarimi2020deep,2,2,"Image classification with deep learning in the presence of noisy labels: A survey,Deep learning with noisy labels: exploring techniques and remedies in medical image analysis,",,,,"G. Algan and I. Ulusoy, ``Image classification with deep learning in the presence of noisy labels: A survey,'' arXiv preprint arXiv:1912.05170, 2019.D. Karimi, H. Dou, S. K. Warfield, and A. Gholipour, ``Deep learning with noisy labels: exploring techniques and remedies in medical image analysis,'' Medical Image Analysis, 2020.",bblbbl
s1042,survey_paper.tex,Yu et al.~\cite{yu2019does} introduced the ``update by disagreement''~\cite{malach2017decoupling} strategy to keep Co-teaching diverged and named their method Co-teaching+.,yu2019does;malach2017decoupling,2011.04406,"A Survey of Label-noise Representation Learning: Past, Present and Future",yu2019doesmalach2017decoupling,2,2,"How does disagreement help generalization against label corruption?Decoupling"" when to update"" from"" how to update"",",,,,"X. Yu, B. Han, J. Yao, G. Niu, I. W. Tsang, and M. Sugiyama, ``How does disagreement help generalization against label corruption?'' in ICML, 2019.E. Malach and S. Shalev-Shwartz, ``Decoupling"" when to update"" from"" how to update"",'' in NeurIPS, 2017.",bblbbl
s1045,elsarticle-template-num-names.tex,"XAI has garnered increasing interest, particularly in fields where ethical concerns are paramount, such as medical diagnosis \cite{van2022explainable} and autonomous driving \cite{atakishiyev2021explainable}, since opaque models may conceal functionalities that contradict moral principles.",van2022explainable;atakishiyev2021explainable,2501.12203,Explainability for Vision Foundation Models: A Survey,van2022explainableatakishiyev2021explainable,2,2,"\bibinfo{title}{Explainable artificial intelligence (xai) in deep learning-based medical image analysis},\bibinfo{title}{Explainable artificial intelligence for autonomous driving: A comprehensive overview and field guide for future research directions},",,,,"\bibinfo{author}{B. H. Van der Velden}, \bibinfo{author}{H. J. Kuijf}, \bibinfo{author}{K. G. Gilhuijs}, \bibinfo{author}{M. A. Viergever}, \bibinfo{title}{Explainable artificial intelligence (xai) in deep learning-based medical image analysis}, \bibinfo{journal}{Medical Image Analysis} \bibinfo{volume}{79} (\bibinfo{year}{2022}) \bibinfo{pages}{102470}. %Type = Article\bibinfo{author}{S. Atakishiyev}, \bibinfo{author}{M. Salameh}, \bibinfo{author}{H. Yao}, \bibinfo{author}{R. Goebel}, \bibinfo{title}{Explainable artificial intelligence for autonomous driving: A comprehensive overview and field guide for future research directions}, \bibinfo{journal}{arXiv preprint arXiv:2112.11561} (\bibinfo{year}{2021}). %Type = Inproceedings",bblbbl
s1046,elsarticle-template-num-names.tex,"However, \cite{wan2024interpretable} addresses this challenge by proposing a quantitative evaluation using the deletion metric \cite{petsiuk2018rise}, which assesses the importance of the pixels highlighted by their explanations.} \subsubsection{Others} \remi{Among the corpus of inherently explainable methods, there are certain approaches that are too specific to fit neatly into the families previously discussed.",wan2024interpretable;petsiuk2018rise,2501.12203,Explainability for Vision Foundation Models: A Survey,wan2024interpretablepetsiuk2018rise,2,2,"\bibinfo{title}{Interpretable object recognition by semantic prototype analysis},\bibinfo{title}{Rise: Randomized input sampling for explanation of black-box models},",,,,"\bibinfo{author}{Q. Wan}, \bibinfo{author}{R. Wang}, \bibinfo{author}{X. Chen}, \bibinfo{title}{Interpretable object recognition by semantic prototype analysis}, in: \bibinfo{booktitle}{Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision}, \bibinfo{year}{2024}, pp. \bibinfo{pages}{800--809}. %Type = Article\bibinfo{author}{V. Petsiuk}, \bibinfo{author}{A. Das}, \bibinfo{author}{K. Saenko}, \bibinfo{title}{Rise: Randomized input sampling for explanation of black-box models}, \bibinfo{journal}{arXiv preprint arXiv:1806.07421} (\bibinfo{year}{2018}). %Type = Inproceedings",bblbbl
s1047,final_clean.tex,"However, \citet{nanda_actually_2023, nanda_emergent_2023} later showed that a linear probe sufficed when the board state was decoded in terms of ""one's own"" and ""the opponent's"" pieces, reaffirming the linear representation hypothesis in this case.","nanda_actually_2023, nanda_emergent_2023",2404.14082,Mechanistic Interpretability for AI Safety -- A Review,nanda_actually_2023nanda_emergent_2023,2,2,"Actually, othello-gpt has a linear emergent world representationEmergent Linear Representations in World Models of Self-Supervised Sequence Models","Nanda, Neel and Lee, Andrew and Wattenberg, Martin",2023,"How do sequence models represent their decision-making process? Prior work suggests that Othello-playing neural network learned nonlinear models of the board state (Li et al., 2023). In this work, we provide evidence of a closely related linear representation of the board. In particular, we show that probing for ""my colour"" vs. ""opponent's colour"" may be a simple yet powerful way to interpret the model's internal state. This precise understanding of the internal representations allows us to control the model's behaviour with simple vector arithmetic. Linear representations enable significant interpretability progress, which we demonstrate with further exploration of how the world model is computed.","Neel Nanda. Actually, othello-gpt has a linear emergent world representation. Neel Nanda's Blog, March 2023{\natexlab{c}}.nanda_emergent_2023, title = {Emergent Linear Representations in World Models of Self-Supervised Sequence Models}, author = {Nanda, Neel and Lee, Andrew and Wattenberg, Martin}, year = {2023}, month = sep, journal = {BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP}, eprint = {2309.00941}, primaryclass = {cs}, doi = {10.48550/arXiv.2309.00941}, url = {http://arxiv.org/abs/2309.00941}, urldate = {2023-11-08}, abstract = {How do sequence models represent their decision-making process? Prior work suggests that Othello-playing neural network learned nonlinear models of the board state (Li et al., 2023). In this work, we provide evidence of a closely related linear representation of the board. In particular, we show that probing for ""my colour"" vs. ""opponent's colour"" ",bblbib
s1048,final_clean.tex,"They showcase how this can help RNNs exhibit brain-like anatomical modularity without degrading performance, in contrast to naive attempts to use sparsity to reduce the cost of having more neurons per layer \citep{jermyn_engineering_2022, bricken_monosemanticity_2023}.","jermyn_engineering_2022, bricken_monosemanticity_2023",2404.14082,Mechanistic Interpretability for AI Safety -- A Review,jermyn_engineering_2022bricken_monosemanticity_2023,2,2,Engineering Monosemanticity in Toy ModelsTowards Monosemanticity: Decomposing Language Models With Dictionary Learning,"Jermyn, Adam S. and Schiefer, Nicholas and Hubinger, EvanBricken, Trenton and Templeton, Adly and Batson, Joshua and Chen, Brian and Jermyn, Adam and Conerly, Tom and Turner, Nicholas L. and Anil, Cem and Denison, Carson and Askell, Amanda and Lasenby, Robert and Wu, Yifan and Kravec, Shauna and Schiefer, Nicholas and Maxwell, Tim and Joseph, Nicholas and Tamkin, Alex and Nguyen, Karina and McLean, Brayden and Burke, Josiah E. and Hume, Tristan and Carter, Shan and Henighan, Tom and Olah, Chris",20222023,"In some neural networks, individual neurons correspond to natural ``features'' in the input. Such {\textbackslash}emph\{monosemantic\} neurons are of great help in interpretability studies, as they can be cleanly understood. In this work we report preliminary attempts to engineer monosemanticity in toy models. We find that models can be made more monosemantic without increasing the loss by just changing which local minimum the training process finds. More monosemantic loss minima have moderate negative biases, and we are able to use this fact to engineer highly monosemantic models. We are able to mechanistically interpret these models, including the residual polysemantic neurons, and uncover a simple yet surprising algorithm. Finally, we find that providing models with more neurons per layMechanistic interpretability seeks to understand neural networks by breaking them into components that are more easily understood than the whole. By understanding the function of each component, and how they interact, we hope to be able to reason about the behavior of the entire network. The first step in that program is to identify the correct components to analyze.","jermyn_engineering_2022, title = {Engineering Monosemanticity in Toy Models}, author = {Jermyn, Adam S. and Schiefer, Nicholas and Hubinger, Evan}, year = {2022}, month = nov, journal = {CoRR}, eprint = {2211.09169}, primaryclass = {cs}, url = {http://arxiv.org/abs/2211.09169}, urldate = {2023-07-25}, abstract = {In some neural networks, individual neurons correspond to natural ``features'' in the input. Such {\textbackslash}emph\{monosemantic\} neurons are of great help in interpretability studies, as they can be cleanly understood. In this work we report preliminary attempts to engineer monosemanticity in toy models. We find that models can be made more monosemantic without increasing the loss by just changing which local minimum the training process finds. More monosemantic loss minima bricken_monosemanticity_2023, title = {Towards Monosemanticity: Decomposing Language Models With Dictionary Learning}, author = {Bricken, Trenton and Templeton, Adly and Batson, Joshua and Chen, Brian and Jermyn, Adam and Conerly, Tom and Turner, Nicholas L. and Anil, Cem and Denison, Carson and Askell, Amanda and Lasenby, Robert and Wu, Yifan and Kravec, Shauna and Schiefer, Nicholas and Maxwell, Tim and Joseph, Nicholas and Tamkin, Alex and Nguyen, Karina and McLean, Brayden and Burke, Josiah E. and Hume, Tristan and Carter, Shan and Henighan, Tom and Olah, Chris}, year = {2023}, month = oct, journal = {Transformer Circuits Thread}, url = {https://transformer-circuits.pub/2023/monosemantic-features/index.html}, abstract = {Mechanistic interpretability seeks to understand neural networks ",bibbib
s1049,final_clean.tex,"Recent work by \citet{hoogland_stagewise_2024} applied this coefficient to identify developmental stages in transformer models, while \citet{furman_estimating_2024} and \citet{chen_dynamical_2023} advanced SLT's scalability and application to the toy model of \term{superposition} (\figref{fig:toy_model_of_superposition}), respectively.",hoogland_stagewise_2024;furman_estimating_2024;chen_dynamical_2023,2404.14082,Mechanistic Interpretability for AI Safety -- A Review,hoogland_stagewise_2024furman_estimating_2024chen_dynamical_2023,3,3,Stagewise Development in Neural NetworksEstimating the Local Learning Coefficient at ScaleDynamical versus Bayesian Phase Transitions in a Toy Model of Superposition,"Hoogland, Jesse and Carroll, Liam and Murfet, DanielFurman, Zach and Lau, EdmundChen, Zhongtian and Lau, Edmund and Mendel, Jake and Wei, Susan and Murfet, Daniel",202420242023,"{$>$} TLDR: This post accompanies The Developmental Landscape of In-Context Learning by Jesse Hoogland, George Wang, Matthew Farrugia-Roberts, Liam Carro{\dots}The {\textbackslash}textit\{local learning coefficient\} (LLC) is a principled way of quantifying model complexity, originally derived in the context of Bayesian statistics using singular learning theory (SLT). Several methods are known for numerically estimating the local learning coefficient, but so far these methods have not been extended to the scale of modern deep learning architectures or data sets. Using a method developed in \{{\textbackslash}tt arXiv:2308.12108 [stat.ML]\} we empirically show how the LLC may be measured accurately and self-consistently for deep linear networks (DLNs) up to 100M parameters. We also show that the estimated LLC has the rescaling invariance that holds for the theoretical quantity.We investigate phase transitions in a Toy Model of Superposition (TMS) using Singular Learning Theory (SLT). We derive a closed formula for the theoretical loss and, in the case of two hidden dimensions, discover that regular \$k\$-gons are critical points. We present supporting theory indicating that the local learning coefficient (a geometric invariant) of these \$k\$-gons determines phase transitions in the Bayesian posterior as a function of training sample size. We then show empirically that the same \$k\$-gon critical points also determine the behavior of SGD training. The picture that emerges adds evidence to the conjecture that the SGD learning trajectory is subject to a sequential learning mechanism. Specifically, we find that the learning process in TMS, be it through SGD or Baye","hoogland_stagewise_2024, title = {Stagewise Development in Neural Networks}, author = {Hoogland, Jesse and Carroll, Liam and Murfet, Daniel}, year = {2024}, month = mar, journal = {AI Alignment Forum}, url = {https://www.lesswrong.com/posts/Zza9MNA7YtHkzAtit/stagewise-development-in-neural-networks}, urldate = {2024-08-21}, abstract = {{$>$} TLDR: This post accompanies The Developmental Landscape of In-Context Learning by Jesse Hoogland, George Wang, Matthew Farrugia-Roberts, Liam Carro{\dots}}, language = {en}, file = {/Users/leonardbereska/Zotero/storage/CUIJVQ5E/stagewise-development-in-neural-networks.html}furman_estimating_2024, title = {Estimating the Local Learning Coefficient at Scale}, author = {Furman, Zach and Lau, Edmund}, year = {2024}, month = feb, journal = {CoRR}, eprint = {2402.03698}, primaryclass = {cs, stat}, doi = {10.48550/arXiv.2402.03698}, url = {http://arxiv.org/abs/2402.03698}, urldate = {2024-08-21}, abstract = {The {\textbackslash}textit\{local learning coefficient\} (LLC) is a principled way of quantifying model complexity, originally derived in the context of Bayesian statistics using singular learning theory (SLT). Several methods are known for numerically estimating the local learning coefficient, but so far these methods have not been extended to the scale of modern deep learning architectures or data sets. Using a method developed in \{{\textbackslash}tt arXiv:2chen_dynamical_2023, title = {Dynamical versus Bayesian Phase Transitions in a Toy Model of Superposition}, author = {Chen, Zhongtian and Lau, Edmund and Mendel, Jake and Wei, Susan and Murfet, Daniel}, year = {2023}, month = oct, journal = {CoRR}, eprint = {2310.06301}, primaryclass = {cs}, doi = {10.48550/arXiv.2310.06301}, url = {http://arxiv.org/abs/2310.06301}, urldate = {2023-11-09}, abstract = {We investigate phase transitions in a Toy Model of Superposition (TMS) using Singular Learning Theory (SLT). We derive a closed formula for the theoretical loss and, in the case of two hidden dimensions, discover that regular \$k\$-gons are critical points. We present supporting theory indicating that the local learning coefficient (a geometric invariant) of these \$k\$-gons determines phase ",bibbibbib
s1051,final_clean.tex,"Conversely, model representations might naturally converge to more human-interpretable forms as capability increases \citep{hubinger_chris_2019, feng_how_2023}.","hubinger_chris_2019, feng_how_2023",2404.14082,Mechanistic Interpretability for AI Safety -- A Review,hubinger_chris_2019feng_how_2023,2,2,Chris Olah's views on AGI safetyHow do Language Models Bind Entities in Context?,"Hubinger, EvanFeng, Jiahai and Steinhardt, Jacob",20192023,"Note: I am not Chris Olah. This post was the result of lots of back-and-forth with Chris, but everything here is my interpretation of what Chris beli{\dots}To correctly use in-context information, language models (LMs) must bind entities to their attributes. For example, given a context describing a ""green square"" and a ""blue circle"", LMs must bind the shapes to their respective colors. We analyze LM representations and identify the binding ID mechanism: a general mechanism for solving the binding problem, which we observe in every sufficiently large model from the Pythia and LLaMA families. Using causal interventions, we show that LMs' internal activations represent binding information by attaching binding ID vectors to corresponding entities and attributes. We further show that binding ID vectors form a continuous subspace, in which distances between binding ID vectors reflect their discernability. Overall, our results uncover interpretable","hubinger_chris_2019, title = {Chris Olah's views on AGI safety}, author = {Hubinger, Evan}, year = {2019}, month = nov, journal = {AI Alignment Forum}, url = {https://www.alignmentforum.org/posts/X2i9dQQK3gETCyqh2/chris-olah-s-views-on-agi-safety}, urldate = {2023-11-29}, abstract = {Note: I am not Chris Olah. This post was the result of lots of back-and-forth with Chris, but everything here is my interpretation of what Chris beli{\dots}}, language = {en}, keywords = {cited}, file = {/Users/leonardbereska/Zotero/storage/E6U34XG5/Hubinger - 2019 - Chris Olah’s views on AGI safety.html}feng_how_2023, title = {How do Language Models Bind Entities in Context?}, author = {Feng, Jiahai and Steinhardt, Jacob}, year = {2023}, month = oct, journal = {CoRR}, eprint = {2310.17191}, primaryclass = {cs}, doi = {10.48550/arXiv.2310.17191}, url = {http://arxiv.org/abs/2310.17191}, urldate = {2023-11-16}, abstract = {To correctly use in-context information, language models (LMs) must bind entities to their attributes. For example, given a context describing a ""green square"" and a ""blue circle"", LMs must bind the shapes to their respective colors. We analyze LM representations and identify the binding ID mechanism: a general mechanism for solving the binding problem, which we observe in every sufficiently large model from the Pythia and LLaMA families. Using causal interventions, we sh",bibbib
s1055,template.tex,"On the other hand, 3D graphics modeling has been introduced in GAN-based methods due to its stability (Fried et al.~\citeyear{fried2019text}; Kim et al.~\citeyear{kim2018deep}; Yi et al.~\citeyear{yi2020audio}).",fried2019text;kim2018deep;yi2020audio,2005.03201,What comprises a good talking-head video generation?: A Survey and Benchmark,fried2019textkim2018deepyi2020audio,3,3,,,,,"Fried O, Tewari A, Zollh{\""o}fer M, Finkelstein A, Shechtman E, Goldman DB, Genova K, Jin Z, Theobalt C, Agrawala M (2019) Text-based editing of talking-head video. ACM Transactions on Graphics (TOG) 38(4):1--14Kim H, Garrido P, Tewari A, Xu W, Thies J, Nie{\ss}ner M, P{\'e}rez P, Richardt C, Zollh{\""o}fer M, Theobalt C (2018) Deep video portraits. ACM Transactions on Graphics (TOG) 37(4):1--14Yi R, Ye Z, Zhang J, Bao H, Liu YJ (2020) Audio-driven talking face video generation with natural head pose. arXiv preprint arXiv:200210137",bblbblbbl
s1057,01_Introduction.tex,"In contrast to the aforementioned accuracy of DNN models, its been shown in earlier publications \cite{szegedy2013intriguing, nguyen2015deep, biggio2014security}, that DNN models are susceptible to small input perturbations, in most cases imperceptible to the human eye.","szegedy2013intriguing, nguyen2015deep, biggio2014security",2007.00753,Opportunities and Challenges in Deep Learning Adversarial Robustness: A Survey,szegedy2013intriguingnguyen2015deepbiggio2014security,3,3,"Intriguing properties of neural networks,Deep neural networks are easily fooled: High confidence predictions for unrecognizable images,Security evaluation of support vector machines in adversarial environments,",,,,"C. Szegedy, W. Zaremba, I. Sutskever, J. B. Estrach, D. Erhan, I. Goodfellow, and R. Fergus, ``Intriguing properties of neural networks,'' in 2nd International Conference on Learning Representations, ICLR 2014, 2014.A. Nguyen, J. Yosinski, and J. Clune, ``Deep neural networks are easily fooled: High confidence predictions for unrecognizable images,'' in Proceedings of the IEEE conference on computer vision and pattern recognition, 2015, pp. 427--436.B. Biggio, I. Corona, B. Nelson, B. I. Rubinstein, D. Maiorca, G. Fumera, G. Giacinto, and F. Roli, ``Security evaluation of support vector machines in adversarial environments,'' in Support Vector Machines Applications.\hskip 1em plus 0.5em minus 0.4em\relax Springer, 2014, pp. 105--153.",bblbblbbl
s1066,main.tex,"In comparison, prior surveys such as \cite{wu2024graph} lack a comprehensive taxonomy, while \cite{zhao2022graph} and \cite{shi2024graph} primarily concentrate on domain adaptation, without addressing the broader landscape of graph OOD learning.",wu2024graph;zhao2022graph;shi2024graph,2410.19265,A Survey of Deep Graph Learning under Distribution Shifts: from Graph Out-of-Distribution Generalization to Adaptation,wu2024graphzhao2022graphshi2024graph,3,3,"Graph learning under distribution shifts: A comprehensive survey on domain adaptation, out-of-distribution, and continual learning,Graph data augmentation for graph machine learning: A survey,Graph domain adaptation: Challenges, progress and prospects,",,,,"M. Wu, X. Zheng, Q. Zhang, X. Shen, X. Luo, X. Zhu, and S. Pan, ``Graph learning under distribution shifts: A comprehensive survey on domain adaptation, out-of-distribution, and continual learning,'' arXiv preprint arXiv:2402.16374, 2024.T. Zhao, W. Jin, Y. Liu, Y. Wang, G. Liu, S. G{\""u}nnemann, N. Shah, and M. Jiang, ``Graph data augmentation for graph machine learning: A survey,'' arXiv preprint arXiv:2202.08871, 2022.B. Shi, Y. Wang, F. Guo, B. Xu, H. Shen, and X. Cheng, ``Graph domain adaptation: Challenges, progress and prospects,'' arXiv preprint arXiv:2402.00904, 2024.",bblbblbbl
s1073,1.intro.tex,"On the other hand, to efficiently develop different GNN models, many GNN-oriented frameworks are proposed based on various deep learning libraries~\cite{Liu2021a,Grattarola2021,Battaglia2018,pygeometric_iclr_2019,cogdl_arxiv21,dgl_arxiv_2019}.","Liu2021a,Grattarola2021,Battaglia2018,pygeometric_iclr_2019,cogdl_arxiv21,dgl_arxiv_2019",2211.00216,Distributed Graph Neural Network Training: A Survey,Liu2021aGrattarola2021Battaglia2018pygeometric_iclr_2019cogdl_arxiv21dgl_arxiv_2019,6,6,"DIG: A Turnkey Library for Diving into Graph Deep Learning ResearchGraph neural networks in TensorFlow and keras with spektral [application notes]Relational inductive biases, deep learning, and graph networksFast graph representation learning with PyTorch GeometricCogdl: An extensive toolkit for deep learning on graphsDeep Graph Library: Towards Efficient and Scalable Deep Learning on Graphs","Liu, Meng and Luo, Youzhi and Wang, Limei and Xie, Yaochen and Yuan, Hao and Gui, Shurui and Yu, Haiyang and Xu, Zhao and Zhang, Jingtun and Liu, Yi and othersGrattarola, Daniele and Alippi, CesareBattaglia, Peter W and Hamrick, Jessica B and Bapst, Victor and Sanchez-Gonzalez, Alvaro and Zambaldi, Vinicius and Malinowski, Mateusz and Tacchetti, Andrea and Raposo, David and Santoro, Adam and Faulkner, Ryan and othersFey, Matthias and Lenssen, Jan EricCen, Yukuo and Hou, Zhenyu and Wang, Yan and Chen, Qibin and Luo, Yizhen and Yao, Xingcheng and Zeng, Aohan and Guo, Shiguang and Zhang, Peng and Dai, Guohao and othersMinjie Wang and Lingfan Yu and Da Zheng and Quan Gan and Yu Gai and Zihao Ye and Mufei Li and Jinjing Zhou and Qi Huang and Chao Ma and Ziyue Huang and Qipeng Guo and Hao Zhang and Haibin Lin and Junbo Zhao and Jinyang Li and Alexander J. Smola and Zheng Zhang",202120212018201920212019,,"Liu2021a, title={DIG: A Turnkey Library for Diving into Graph Deep Learning Research}, author={Liu, Meng and Luo, Youzhi and Wang, Limei and Xie, Yaochen and Yuan, Hao and Gui, Shurui and Yu, Haiyang and Xu, Zhao and Zhang, Jingtun and Liu, Yi and others}, journal={Journal of Machine Learning Research}, volume={22}, pages={1--9}, year={2021}Grattarola2021, title={Graph neural networks in TensorFlow and keras with spektral [application notes]}, author={Grattarola, Daniele and Alippi, Cesare}, journal={IEEE Computational Intelligence Magazine}, volume={16}, number={1}, pages={99--106}, year={2021}Battaglia2018, title={Relational inductive biases, deep learning, and graph networks}, author={Battaglia, Peter W and Hamrick, Jessica B and Bapst, Victor and Sanchez-Gonzalez, Alvaro and Zambaldi, Vinicius and Malinowski, Mateusz and Tacchetti, Andrea and Raposo, David and Santoro, Adam and Faulkner, Ryan and others}, journal={arXiv preprint arXiv:1806.01261}, year={2018}, pages={1-40}pygeometric_iclr_2019, title={Fast graph representation learning with PyTorch Geometric}, author={Fey, Matthias and Lenssen, Jan Eric}, journal={arXiv preprint arXiv:1903.02428}, year={2019}, pages={1--9}cogdl_arxiv21, title={Cogdl: An extensive toolkit for deep learning on graphs}, author={Cen, Yukuo and Hou, Zhenyu and Wang, Yan and Chen, Qibin and Luo, Yizhen and Yao, Xingcheng and Zeng, Aohan and Guo, Shiguang and Zhang, Peng and Dai, Guohao and others}, journal={arXiv preprint arXiv:2103.00959}, year={2021}, pages={1--11}dgl_arxiv_2019, author = {Minjie Wang and Lingfan Yu and Da Zheng and Quan Gan and Yu Gai and Zihao Ye and Mufei Li and Jinjing Zhou and Qi Huang and Chao Ma and Ziyue Huang and Qipeng Guo and Hao Zhang and Haibin Lin and Junbo Zhao and Jinyang Li and Alexander J. Smola and Zheng Zhang}, title = {Deep Graph Library: Towards Efficient and Scalable Deep Learning on Graphs}, booktitle={ICLR workshop on representation learning on graphs and manifolds}, year={2019}, pages={1--7}",bibbibbibbibbibbib
s1076,main.tex,"Different from \citep{xu2020error}, \citet{Wu2019ModelImitation} chose to minimize the Wasserstein distance between $\mu^{M^*}$ and $\mu^{M_\theta}$.",xu2020error;Wu2019ModelImitation,2206.09328,A Survey on Model-based Reinforcement Learning,xu2020errorWu2019ModelImitation,2,2,Error bounds of imitating policies and environments.Model imitation for model-based reinforcement learning.,,,,"T. Xu, Z. Li, and Y. Yu. Error bounds of imitating policies and environments. In Advances in Neural Information Processing Systems 33, pages 15737--15749, 2020.Y. Wu, T. Fan, P. J. Ramadge, and H. Su. Model imitation for model-based reinforcement learning. arXiv, 1909.11821, 2019.",bblbbl
s1083,main.tex,"%, or leads individuals to act contrary to their rational self-interest \cite{Camerer2003,FEHR2002687}.","Camerer2003,FEHR2002687",2205.10032,Survey on Fair Reinforcement Learning: Theory and Practice,Camerer2003FEHR2002687,2,2,Behavioral Game Theory: Experiments in Strategic InteractionPsychological foundations of incentives,"Camerer, ColinErnst Fehr and Armin Falk",20032002,,"Camerer2003, author = {Camerer, Colin}, year = {2003}, title = {Behavioral Game Theory: Experiments in Strategic Interaction}, publisher = {Russell Sage Foundation}FEHR2002687, title = {Psychological foundations of incentives}, journal = {European Economic Review}, author = {Ernst Fehr and Armin Falk}, volume = {46}, number = {4}, pages = {687-724}, year = {2002}",bibbib
s1085,jair.tex,"\textbf{Bayesian RL:} On the other hand, a more ambitious approach would be to try to learn a belief of the unobserved \textit{task state} directly from the history of environment interactions \citep{li2009multi,hernandez2017exploration,majeed2018q}.","li2009multi,hernandez2017exploration,majeed2018q",2012.13490,Towards Continual Reinforcement Learning: A Review and Perspectives,li2009multihernandez2017explorationmajeed2018q,3,3,Multi-task reinforcement learning in partially observable stochastic environments.An exploration strategy for non-stationary opponents.On q-learning convergence for non-markov decision processes.,,,,"Hui Li, Xuejun Liao, and Lawrence Carin. Multi-task reinforcement learning in partially observable stochastic environments. Journal of Machine Learning Research, 10\penalty0 (May):\penalty0 1131--1186, 2009.Pablo Hernandez-Leal, Yusen Zhan, Matthew E Taylor, L Enrique Sucar, and Enrique Munoz de Cote. An exploration strategy for non-stationary opponents. Autonomous Agents and Multi-Agent Systems, 31\penalty0 (5):\penalty0 971--1002, 2017.Sultan Javed Majeed and Marcus Hutter. On q-learning convergence for non-markov decision processes. In IJCAI, pages 2546--2552, 2018.",bblbblbbl
