file,sentence,cited_keys,survey_arxiv_id,survey_title
preprint.tex,"%\textbf{Instruction-tuning Large Language Models} LLaMA \cite{touvron2023llama} has become a popular foundational model for causal generation as it was made open for non-commercial use in contrast to the GPT family \cite{brown2020language, openai2023gpt4} which has been closed-source since GPT3.","touvron2023llama;brown2020language, openai2023gpt4",2308.06610,Bio-SIEVE: Exploring Instruction Tuning Large Language Models for Systematic Review Automation
main.tex,"However, \citet{split_learning_2} argued against the effectiveness of this method and advocated for multiple activations and label mixing instead.",split_learning_2,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"% However, \citet{split_learning_2} argued against the effectiveness of this method and advocated for multiple activations and label mixing to reduce the risk.",split_learning_2,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"However, \citet{mia_6} argued that the effectiveness of these attacks in DMs is often overestimated, primarily due to the common use of small datasets to fine-tune the victim model in evaluation.",mia_6,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"However, \citet{adv_15} pointed out that existing attacks fail to identify questions capable of triggering specific model responses, deeming these attacks insufficient.",adv_15,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"However, \citet{fairrag} demonstrated that when the knowledge bases are of high quality, RAG can enhance the fairness of DMs by integrating demographic knowledge from the external bases.",fairrag,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,\citet{new_fairness_4} and \citet{new_fairness_5} applied unlearning techniques to remove knowledge from DMs that contradict social norms.,new_fairness_4;new_fairness_5,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"However, \citet{fairness_26} warned that current evaluation metrics may not fully capture human judgments and emphasized the need for better metrics to understand trade-offs involved in mitigating toxicity.",fairness_26,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
main.tex,"However, \citet{respons_level1_dm_18,respons_level1_dm_22} and \citep{respons_level1_dm_23} empirically demonstrated that existing detection methods suffer from poor generalization.","respons_level1_dm_18,respons_level1_dm_22;respons_level1_dm_23",2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook
quals.tex,"\archdiagramhalf[0.5]{rq2}{santhanam}{Separation of NLG into planning and surface realization \cite{santhanam_learning_2020}.} \subsubsection{Conditioning Response Generation on Latent Representations} In contrast to approaches that employ symbolic intermediate representations like dialogue acts and plans, some methods utilize latent variables instead.",santhanam_learning_2020,2307.09021,Towards a Neural Era in Dialogue Management for Collaboration: A Literature Survey
disentangling.tex,"\archdiagramhalf[0.5]{rq2}{santhanam}{Separation of NLG into planning and surface realization \cite{santhanam_learning_2020}.} \subsubsection{Conditioning Response Generation on Latent Representations} In contrast to approaches that employ symbolic intermediate representations like dialogue acts and plans, some methods utilize latent variables instead.",santhanam_learning_2020,2307.09021,Towards a Neural Era in Dialogue Management for Collaboration: A Literature Survey
main_tmlr_rebuttal.tex,"\noindent\textbf{Residual approach.} In contrast to the indirect approach, the method proposed by~\citet{toneva2022combining} can directly estimate the impact of a specific feature on the alignment between the model and the brain recordings by observing the difference in alignment before and after the specific feature is computationally removed from the model representations.",toneva2022combining,2307.10246,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey)
main_tmlr_rebuttal.tex,"Previous studies~\citep{oota2022joint,kauf2023lexical} on brain alignment with language models have shown mixed results, with some finding that syntactic tasks are more responsible and others emphasizing lexical semantic content.","oota2022joint,kauf2023lexical",2307.10246,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey)
main_tmlr_rebuttal.tex,"\item Contrary to previous claims in~\citet{shain2024distributed}, syntax and semantics are not associated with separate modules but instead share common brain language regions and are distributed across the language network.",shain2024distributed,2307.10246,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey)
problem.tex,"However, \citet{kusa2023analysis} have recently shown that, when WSS is normalized to a $[0,1]$ scale, $\mathit{WSS}=\mathit{Spec}$.",kusa2023analysis,2307.06464,Assessing the Ability of ChatGPT to Screen Articles for Systematic Reviews
sec-what-to-eval.tex,"However, \citet{lee2023can} observed \llms perform poorly in the scope of NLI and further fail in representing human disagreement, which indicates that \llms still have a large room for improvement in this field.",lee2023can,2307.03109,A Survey on Evaluation of Large Language Models
sec-summary.tex,"\end{itemize} \subsubsection{When can \llms fail?} \begin{itemize} \item Within the realm of NLI, \llms exhibit subpar performance and encounter challenges in accurately representing human disagreements \citep{lee2023can}.",lee2023can,2307.03109,A Survey on Evaluation of Large Language Models
ijcai23.tex,"% i.e., ""features located at the head of the long-tailed training distribution"" \citep{du-etal-2021-towards} For example, when NLI annotators create a majority of contradictory hypotheses by negating premises, models learn the spurious correlation between negation words (`no', `never') and labels (\textit{hypothesis-only reliance} \citep{gururangan2018annotation}).",du-etal-2021-towards;gururangan2018annotation,2306.15261,A Survey on Out-of-Distribution Evaluation of Neural NLP Models
csur_small_edited.tex,"To better describe decision vagueness, in ~\cite{Blutner2013}, the phenomenon of borderline contradictions is explained as a manifestation of quantum interference.",Blutner2013,2306.03608,A Survey of Quantum-Cognitively Inspired Sentiment Analysis Models
csur_small_edited.tex,"To better describe decision vagueness, in ~\cite{Blutner2013}, the phenomenon of borderline contradictions is explained as a manifestation of quantum interference.",Blutner2013,2306.03608,A Survey of Quantum-Cognitively Inspired Sentiment Analysis Models
acl_latex.tex,"In contrast to the aforementioned surface-level interpolation, the majority of example-interpolation DA methods are enhanced to fuse multiple real examples into a single input via model embeddings~\cite{feng2021survey}.",feng2021survey,2305.19915,Source Code Data Augmentation for Deep Learning: A Survey
instruction-craft.tex,"\newline \textcolor{lightgray}{\# Test query}\newline \textbf{Premise}: She emerged vigorous with Apgar of 7 and 8.\newline \textbf{Hypothesis}: She had low APGAR scores.\newline \textbf{Answer}:\newline \textcolor{lightgray}{\# LLM response}\newline \textcolor{blue}{LLM$:$} \colorbox{cyan}{Contradiction} \end{tcolorbox} \vspace{-3mm} \caption{An example (adapted from~\cite{lehman2023CLM}) of zero-shot discrete prompts, where task description, and/or a test query are provided to LLMs.",lehman2023CLM,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey
instruction-craft.tex,"\newline % \textcolor{lightgray}{\# Test query}\newline % \textbf{Premise}: She emerged vigorous with Apgar of 7 and 8.\newline % \textbf{Hypothesis}: She had low APGAR scores.\newline % \textbf{Answer}:\newline % \textcolor{lightgray}{\# LLM response}\newline % \textcolor{blue}{LLM$:$} \colorbox{cyan}{Contradiction} % \end{tcolorbox} % \vspace{-3mm} % \caption{An example (adapted from~\cite{lehman2023CLM}) of zero-shot discrete prompts, where task description, and/or a test query are provided t",lehman2023CLM,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey
instruction-craft.tex,"Below are several examples.\newline % \textcolor{lightgray}{\# Example 1}\newline % \textbf{Premise}: ALT, AST, and lactate were elevated as noted above.\newline % \textbf{Hypothesis}: The patient has abnormal lfts.\newline % \textbf{Answer}: Entailment \newline % \textcolor{lightgray}{\# Example 2}\newline % \textbf{Premise}: Chest x-ray showed mild congestive heart failure.\newline % \textbf{Hypothesis}: The patient complains of cough.\newline % \textbf{Answer}: Neutral \newline % \newline % \",lehman2023CLM,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey
instruction-craft.tex,"Below are several examples.\newline \textcolor{lightgray}{\# Example 1}\newline \textbf{Premise}: ALT, AST, and lactate were elevated as noted above.\newline \textbf{Hypothesis}: The patient has abnormal lfts.\newline \textbf{Answer}: Entailment \newline \textcolor{lightgray}{\# Example 2}\newline \textbf{Premise}: Chest x-ray showed mild congestive heart failure.\newline \textbf{Hypothesis}: The patient complains of cough.\newline \textbf{Answer}: Neutral \newline \newline \textcolor{lightgray}",lehman2023CLM,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey
application.tex,"In contrast to most assessments on the exam performance of LLMs, Tack and Piech investigated the pedagogical ability of GPT-3 and discovered that it was quantifiably worse than real teachers on several pedagogical dimensions \cite{tack2022ai}.",tack2022ai,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey
acl_latex.tex,"Additionally, scientific sources can contradict one another and give differing results for the same research hypotheses, which is related to the ML concept of learning with label disagreement \citep{uma2021learning}.",uma2021learning,2305.16859,Scientific Fact-Checking: A Survey of Resources and Approaches
manuscript.tex,"An alternative post-processing approach \cite{Ladhak2022} models the issue as a trade-off between faithfulness to the original document and abstractiveness (in contrast to extraction), and then attempts to generate a summary that transcends said trade-off by being both faithful and abstractive.",Ladhak2022,2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization
manuscript.tex,"Finally, \cite{Fields2024} focuses on Large Language Models (LLMs) in contrast to this article that explicitly does not, emphasizing instead task-specific efficient Transformer architectures.",Fields2024,2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization
3_categorization_of_diffusion_models_in_nlp.tex,"In contrast to DiffuSeq \cite{https://doi.org/10.48550/arxiv.2210.08933}, SeqDiffuSeq \cite{https://doi.org/10.48550/arxiv.2212.10325} explores different model structures and investigates the impact of noise scheduling in sequence-to-sequence tasks.",https://doi.org/10.48550/arxiv.2210.08933;https://doi.org/10.48550/arxiv.2212.10325,2305.14671,A Survey of Diffusion Models in Natural Language Processing
5_algorithms_and_techniques.tex,"In contrast to Diffusion-LM's approach \citep{https://doi.org/10.48550/arxiv.2205.14217} of classifier-guided diffusion, DiffuSeq \citep{https://doi.org/10.48550/arxiv.2210.08933} employs a method of classifier-free diffusion that is directed by spatial points.",https://doi.org/10.48550/arxiv.2205.14217;https://doi.org/10.48550/arxiv.2210.08933,2305.14671,A Survey of Diffusion Models in Natural Language Processing
acl2023.tex,"The objective of NLI is to determine whether the hypothesis can be logically inferred from the premise (entailment), contradicts the premise (contradiction), or is neutral with respect to it \cite{dagan2013recognizing}.",dagan2013recognizing,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond
acl2023.tex,"For instance, \citet{chen-etal-2022-generate} demonstrate the use of a T5 model trained to generate entailment or contradiction pairs for a given sentence.",chen-etal-2022-generate,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond
acl2023.tex,"In contrast to images, where simple transformations such as rotation, clipping, and color distortion can generate semantically similar examples, deleting or replacing a random word in a sentence can drastically change its meaning \cite{schlegel2021semantics}.",schlegel2021semantics,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond
acl2023.tex,"\citet{case-augmented-positives} propose randomly flipping the case of some tokens, while \citet{liu-etal-2021-fast} mask spans of tokens to get positive instances, and \citet{wu-etal-2022-esimcse} suggest to repeat certain words or subwords.",case-augmented-positives;liu-etal-2021-fast;wu-etal-2022-esimcse,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond
acl2023.tex,"Recently, \abhinav{In contrast to the approach taken by \citet{kim-etal-2021-self}, \cite{chen-etal-2023-alleviating} employ representations from various layers as negatives, recognizing that similarities across these layers render them less discriminative.",kim-etal-2021-self;chen-etal-2023-alleviating,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond
main.tex,"Although early works have found mixed results~\cite{lin2020birds}, current LLMs like GPT-4 can quite reliably assert counts in the commonsense domain, e.g., counts of body parts (feet, wings, ...) of different animals.",lin2020birds,2305.05403,"Completeness, Recall, and Negation in Open-World Knowledge Bases: A Survey"
main.tex,"Findings in~\cite{chen-etal-2023-say} are that contradictions exist in the LLM's belief, when comparing results of different tasks targeting the same piece of knowledge.",chen-etal-2023-say,2305.05403,"Completeness, Recall, and Negation in Open-World Knowledge Bases: A Survey"
template.tex,"Annotators with different demographic or political backgrounds may disagree on what qualifies as toxic content (\cite{sap2022annotators}, \cite{dingetal2022impact}).",sap2022annotators;dingetal2022impact,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation
400_directly_human_feedback.tex,"For instance, \citet{kreutzer-etal-2018-neural} proposed using task-based implicit feedback from user queries as a reward signal to train a machine translation model using a word-level variant of minimum risk training \citep{shen-etal-2016-minimum}, while \citet{jaques2019feedback} used implicit human reactions in chat to improve open-domain dialog systems through off-policy Q-learning~\citep{watkins1992q}.",kreutzer-etal-2018-neural;shen-etal-2016-minimum;jaques2019feedback;watkins1992q,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation
600_collecting_feedback.tex,"Annotators with different demographic or political backgrounds may disagree on what qualifies as toxic content (\citet{sap2022annotators}, \citet{dingetal2022impact}).",sap2022annotators;dingetal2022impact,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation
main.tex,~\cite{liu2017improved} highlights the disagreement of users with existing metrics thereby lowering their expectations.,liu2017improved,2304.13191,Towards Explainable and Safe Conversational Agents for Mental Health: A Survey
main.tex,"In contrast to the assessment of severity in mental health triaging, MI enables more interpersonal relationships for cure with a possible extension of MI for mental illness domain~\cite{westra2011extending}.~\cite{wu2020towards} suggest human-like empathetic response generation in MI with support for \textit{UsEx} and \textit{contextualization} with clinical knowledge.",westra2011extending;wu2020towards,2304.13191,Towards Explainable and Safe Conversational Agents for Mental Health: A Survey
template.tex,"As a confirmation, in contrast to the widespread belief that the larger the models the higher the performance, the best result for SemEval English is obtained by exploiting contextualised embeddings extracted from a BERT-tiny model~\citep{turc2019well,rosin2022temporal}.","turc2019well,rosin2022temporal",2304.01666,A Survey on Contextualised Semantic Shift Detection
template.tex,"However, contrary to this trend, we argue that the use of small-size models, such as those introduced in~\cite{rosin2022temporal,rosin2021time}, needs to be further explored since they are competitive in terms of performance.\\ \textbf{Word meaning representation.} In Section~\ref{sec:comparison}, we show that form-based approaches outperform sense-based approaches in the Grade Change Detection assessment.","rosin2022temporal,rosin2021time",2304.01666,A Survey on Contextualised Semantic Shift Detection
template.tex,"The attention gained by diachronic semantic shift detection through the use of word embeddings paved the way for modeling other linguistics issues such as the identification of diatopic lexical variation~\citep{Seifart2019contact}, the detection of semantic shifts of grammatical constructions~\citep{fonteyn2020grammar}, or the comparison of how speakers who disagree on a subject use the same words~\citep{garisolerone2022}.",Seifart2019contact;fonteyn2020grammar;garisolerone2022,2304.01666,A Survey on Contextualised Semantic Shift Detection
main_ChatGPT_text.tex,"In contrast to prior works that only use attention as a supportive component, the Google team made a claim in their work title: ``Attention is All You Need""~\cite{vaswani2017attention} claimed that since Google released a paper, namely ``Attention is All You Need""~\cite{vaswani2017attention} in 2017, research and use of the Transformer backbone structure has experienced explosive growth in the deep learning community.",vaswani2017attention;vaswani2017attention,2304.06488,"One Small Step for Generative AI, One Giant Leap for AGI: A Complete Survey on ChatGPT in AIGC Era"
application.tex,"(confusing, somehow contradictory) % Nonetheless, they can act as helpful assistants to law professors and litigators~\cite{Iu-2023-ssrn-ChatGPT,MaceyDar-2023-ssrn-ChatGPT,PettinatoOltz-2023-ssrn-ChatGPT}.","Iu-2023-ssrn-ChatGPT,MaceyDar-2023-ssrn-ChatGPT,PettinatoOltz-2023-ssrn-ChatGPT",2303.18223,A Survey of Large Language Models
pretraining.tex,"%\textcolor{blue}{Researchers have found that humans do not always write the same next word given the same context, which is contradicted with the mechanism of greedy search~\cite{Holtzman-2020-ICLR-The}.} As another alternative decoding strategy, sampling-based methods are proposed to randomly select the next token based on the probability distribution to enhance the randomness and diversity during generation: \begin{equation} x_i \sim P(x|\mathbf{x}_{<i}).",Holtzman-2020-ICLR-The,2303.18223,A Survey of Large Language Models
majorissues.tex,"According to a recent study~\cite{Li-arxiv-2024-dawn}, factual hallucinations can be further categorized into the following types: \textbullet~\emph{Entity-error hallucination.} This type of hallucination refers to LLMs generating text containing incorrect entities, such as names of people, dates, locations, or objects that contradict world knowledge.",Li-arxiv-2024-dawn,2303.18223,A Survey of Large Language Models
majorissues.tex,"RARR~\cite{Gao-2023-ACL-RARR} first generates multiple questions about the generated text, then retrieves web pages from Google Search as evidence, and finally, an editing model is employed if any disagreement is detected between the evidence and the generated text.",Gao-2023-ACL-RARR,2303.18223,A Survey of Large Language Models
3_objectives.tex,"MCN \cite{Chen2021MultimodalCN} performs clustering on the joint multimodal representation space (in contrast to XDC \cite{Alwassel2019SelfSupervisedLB} that clusters on the separate representation space), and also calculates a contrastive loss pairwise across audio, video, and text.",Chen2021MultimodalCN;Alwassel2019SelfSupervisedLB,2304.01008,Self-Supervised Multimodal Learning: A Survey
acl_latex.tex,\paragraph{Natural Language Inference} Natural language inference~(NLI) is generally considered as the semantic concepts of entailment and contradiction~\citep{DBLP:conf/emnlp/BowmanAPM15}.,DBLP:conf/emnlp/BowmanAPM15,2303.12023,Logical Reasoning over Natural Language as Knowledge Representation: A Survey
main.tex,"article-noun disagreement between ``a'' and ``days'' in ``a cold five days''), GPT-3 acceptability predictions roughly mirror human judgments \citep{mahowald-2023-a}.\footnote{Acceptability predictions in \citet{mahowald-2023-a} are elicited from GPT-3 using few-shot prompting (Section\autoref{sec:downstream}).} When prompted with examples, GPT-3 can answer questions directly about a sentence's syntactic structure \citep{zhang-etal-2022-probing-gpt3s}.",mahowald-2023-a;mahowald-2023-a;zhang-etal-2022-probing-gpt3s,2303.11504,Language Model Behavior: A Comprehensive Survey
3_code.tex,"Notably, \citet{gao2022pal} propose to generate Python programs as intermediate reasoning steps and offload the solution step to a Python interpreter, while \citet{chen2022program} explore generating chain-of-thought \cite{wei2022chain}(CoT) for both text and programming language statements.",gao2022pal;chen2022program;wei2022chain,2303.10868,Retrieving Multimodal Information for Augmented Generation: A Survey
main_CL.tex,"In contrast to some existing surveys that focused on a specific in-context instruction, such as prompts~\cite{liu2023pre}, input-by-output demonstrations~\cite{dong2022survey}, or reasoning~\cite{huang2022towards,qiao2022reasoning,yu2023nature}, this work provides a more comprehensive overview of the instruction following.","liu2023pre;dong2022survey;huang2022towards,qiao2022reasoning,yu2023nature",2303.10475,Large Language Model Instruction Following: A Survey of Progresses and Challenges
main_CL.tex,"As a result, a naive modeling strategy is In contrast to the semantic parser approach, which considers the instructions' structure and the target problems, methods based on the neural networks take more brutal treatment: as illustrated in Figure~\ref{fig:modeling_strategies}~(b)---instructions, regardless of their length, structure, task types, etc., are flattened as a long token sequence and concatenated with the input $\textsc{X}$ as a new input sequence for the models, which has been widely a","wang2022benchmarking,wei2023symbol",2303.10475,Large Language Model Instruction Following: A Survey of Progresses and Challenges
main_CL.tex,"Therefore, in contrast to the human-craft CoT (i.e., few-shot CoT), \citet{zhang2022automatic} proposed Auto-CoT (i.e., zero-shot CoT), where they added a ``Let’s think step by step'' into the prompt and let the models generate CoTs themselves.",zhang2022automatic,2303.10475,Large Language Model Instruction Following: A Survey of Progresses and Challenges
main_CL.tex,"It is consistent with the empirical guidelines established in the field of prompt engineering, which emphasize the significance of model-oriented prompt design.\footnote{Using prefix prompts for the auto-regressive LMs, while using cloze prompts for the masked LMs~\cite{liu2023pre}.} Despite the performance profits, it is still controversial whether it is worthwhile to convert the original human-oriented instructions into a LLM-oriented style, because it always impairs the interpretability of in","liu2023pre;khashabi2022prompt,webson-pavlick-2022-prompt,prasad2022grips",2303.10475,Large Language Model Instruction Following: A Survey of Progresses and Challenges
main.tex,"However, \citet{lidiffusion} find that this objective can cause the prediction of $x_0$ to fail to converge to any word embeddings, because the denoising network lacks sufficient constraints for $x_0$ when predicting $\mu_t$.",lidiffusion,2303.06574,Diffusion Models for Non-autoregressive Text Generation: A Survey
AIGC_v1.tex,"For example, AI-generated content might be problematic on unfamiliar types of questions and contexts that involve contradictions \cite{chatgpt_failures}.",chatgpt_failures,2303.04226,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT
paper.tex,"Similarly, \cite{vqa23} resorts to passage retrieval from external sources, but suggests joint training of the retrieval module and the T5 answer generator, contrary to prior works.",vqa23,2303.02411,The Contribution of Knowledge in Visiolinguistic Learning: A Survey on Tasks and Challenges
characters.tex,"In contrast to the shallow information transfer on top of the Transformer encoder,~\citet{yoshida2020adding} compress all the representations to a single vector through mean-pooling and insert the embedding to the next segment at one layer as a key and a value.",yoshida2020adding,2302.14502,A Survey on Long Text Modeling with Transformers
_s1_intro.tex,"}} In contrast to encoder-only models, the \textit{decoder-only} models~\cite{radford2018improving,radford2019language,brown2020language} that consist of repeated decoder blocks are auto-regressive in nature.","radford2018improving,radford2019language,brown2020language",2302.14017,Full Stack Optimization of Transformer Inference: a Survey
_s1_intro.tex,"}} In contrast to encoder-only models, the \textit{decoder-only} models~\cite{radford2018improving,radford2019language,brown2020language} that consist of repeated decoder blocks are auto-regressive in nature.","radford2018improving,radford2019language,brown2020language",2302.14017,Full Stack Optimization of Transformer Inference: a Survey
BibSurveyCQALM.tex,"\end{description} However \citet{heBlindSpotsModelBased2022} highlight that all those PLM based metrics have flaws, they could assign a high likelihood to degenerate, repetitive text and could be insensitive to perturbations such as word order shuffling, negation, etc.",heBlindSpotsModelBased2022,2302.09051,"Complex QA and language models hybrid architectures, Survey"
sample-acmsmall.tex,"In contrast to other approaches, the underlying representation of events is based on the \textit{main event descriptors} (i.e., the answers to Who, What, When, Where, Why, and How) \cite{norambuenaevaluating} which are extracted directly from each article and represent the key elements of the event.",norambuenaevaluating,2302.08351,A Survey on Event-based News Narrative Extraction
main.tex,"Recently, while \cite{mccrae2019adapting} applied term extraction on 11 Wikipedia Irish documents of 5,178 words and 864 extracted terms, \cite{banerjee2022dataset} introduced a collection of 71 Wikipedia Hindu documents comprising 11,960 words and 953 manually annotated terms.",mccrae2019adapting;banerjee2022dataset,2301.06767,The Recent Advances in Automatic Term Extraction: A survey
acl2020.tex,"While \citet{Swain:02} explored Latin-Greek C-S by Cicero (Roman Statesman), \citet{Dunkel:00} analyzed C-S in his communication with Atticus (Roman philosopher who studied in Athens) in the Roman Empire.",Swain:02;Dunkel:00,2301.01967,A Survey of Code-switching: Linguistic and Social Perspectives for Language Technologies
060analysis.tex,"However, contrary to the conclusion in \citet{min2022rethinking} that input-label mapping matters little to ICL, latter studies showed that the accurate mapping influence ICL performance significantly~\cite{ground_truth, Pan2023WhatIL, Tang2023LargeLM}.","min2022rethinking;ground_truth, Pan2023WhatIL, Tang2023LargeLM",2301.00234,A Survey on In-context Learning
060analysis.tex,"% However, \citet{ground_truth} showed that correct input-label mapping does impact the ICL performance on specific experimental settings.",ground_truth,2301.00234,A Survey on In-context Learning
acl_latex.tex,"% \paragraph{Phoenetic Form (PF) Interface Condition} \citet{macswan1999minimalist,macswan2014some} argue that intra-word code-switching cannot take place because of contradictory PF requirements imposed on the mixed word.","macswan1999minimalist,macswan2014some",2212.09660,The Decades Progress on Code-Switching Research in NLP: A Systematic Survey on Trends and Challenges
main.tex,"The standard predefined metrics \cite{10.1016/j.jbi.2022.103999, https://doi.org/10.48550/arxiv.2008.11293, shah-etal-2021-nutri} to measure in the human evaluation process are (1) \textit{Informativeness or Relevance: }It measures how many important and relevant facts and information summary are able to retain, (2) \textit{Coherence: }measures that summary sentences or paragraphs have a smooth logical transition, (3) \textit{Redundancy: } It measures that summary should not contain repeated inf","10.1016/j.jbi.2022.103999, https://doi.org/10.48550/arxiv.2008.11293, shah-etal-2021-nutri",2212.01669,A Survey on Medical Document Summarization
main.tex,\cite{shah-etal-2021-nutri} proposes a metric Aggregation Cognisance (Ag) to capture the capability of the model to generate output summary that is aware of the right aggregation or entailment (contradiction or agreement) from the input source document by using a classifier to measure and compare the entailment in the generated output summary and the input source document.,shah-etal-2021-nutri,2212.01669,A Survey on Medical Document Summarization
main.tex,\cite{shah-etal-2021-nutri}} & \textbf{Advantages} \\ & - Designed to capture the capability of a model to generate an output summary that is aware of the right entailment (contradiction or agreement) with respect to input source.,shah-etal-2021-nutri,2212.01669,A Survey on Medical Document Summarization
3.core_approaches.tex,"For example, \citet{kaneko-etal-2020-encoder} added the BERT representation of the input sentence as additional context for GEC, while \citet{yuan-bryant-2021-document} added the previous sentences in the document, and \citet{zhang-etal-2022-syngec} added a tree-based syntactic representation of the input sentence.",kaneko-etal-2020-encoder;yuan-bryant-2021-document;zhang-etal-2022-syngec,2211.05166,Grammatical Error Correction: A Survey of the State of the Art
al4nlp_main.tex,"% \citep{lewis1994sequential}: QBU % \citep{schohn2000less,tong2001support}: SVM % \citep{culotta2005reducing}: LC % \citep{scheffer2001active,roth2006margin,schein2007active}: margin % \citep{ducoffe2018adversarial}: adv-attack % \citep{jiang-etal-2020-camouflaged,zhang-etal-2022-allsh}: local-perturb-aug % \citep{margatina-etal-2021-active}: KNN-KL % \citep{schroder-etal-2022-revisiting}: revisiting \subsubsection{Disagreement} \label{sec:c5a:Qcom} Uncertainty sampling usually considers the ou","lewis1994sequential;schohn2000less,tong2001support;culotta2005reducing;scheffer2001active,roth2006margin,schein2007active;ducoffe2018adversarial;jiang-etal-2020-camouflaged,zhang-etal-2022-allsh;margatina-etal-2021-active;schroder-etal-2022-revisiting",2210.10109,A Survey of Active Learning for Natural Language Processing
al4nlp_main.tex,"The disagreement can be measured by vote entropy \citep{engelson-dagan-1996-minimizing}, KL-divergence \citep{mccallum1998employing} or variation ratio \citep{freeman1965elementary}.",engelson-dagan-1996-minimizing;mccallum1998employing;freeman1965elementary,2210.10109,A Survey of Active Learning for Natural Language Processing
al4nlp_main.tex,"% \citep{hwa-2000-sample,hwa-2004-sample}: tree-entropy % \citep{settles-craven-2008-analysis,zhu-etal-2020-multitask}: seq-entropy % \citep{tang-etal-2002-active,kim-etal-2006-mmr,rocha-sanchez-2013-towards}: topk approximate % \citep{ngai-yarowsky-2000-rule}: f1-disagree % \citep{tang-etal-2002-active,hwa-2000-sample,hwa-2004-sample}: norm by length % \citep{shen2018deep,moniz-etal-2022-efficiently}: MNLP % \citep{settles-craven-2008-analysis}: longer sent more info?","hwa-2000-sample,hwa-2004-sample;settles-craven-2008-analysis,zhu-etal-2020-multitask;tang-etal-2002-active,kim-etal-2006-mmr,rocha-sanchez-2013-towards;ngai-yarowsky-2000-rule;tang-etal-2002-active,hwa-2000-sample,hwa-2004-sample;shen2018deep,moniz-etal-2022-efficiently;settles-craven-2008-analysis",2210.10109,A Survey of Active Learning for Natural Language Processing
al4nlp_main.tex,"However, \citet{ash2020warm} show that this type of warm-start may lead to sub-optimal performance for neural models and many recent AL works usually train models from scratch \citep{hu2018active,ein-dor-etal-2020-active}.","ash2020warm;hu2018active,ein-dor-etal-2020-active",2210.10109,A Survey of Active Learning for Natural Language Processing
al4nlp_main.tex,"Examples include uncertainty or confidence \citep{zhu-hovy-2007-active,vlachos2008stopping}, disagreement \citep{tomanek-etal-2007-approach,tomanek-hahn-2008-approximating,olsson-tomanek-2009-intrinsic}, estimated performance \citep{laws-schutze-2008-stopping}, expected error \citep{zhu-etal-2008-learning}, confidence variation \citep{ghayoomi-2010-using}, as well as actual performance on the selected instances \citep{zhu-hovy-2007-active}.","zhu-hovy-2007-active,vlachos2008stopping;tomanek-etal-2007-approach,tomanek-hahn-2008-approximating,olsson-tomanek-2009-intrinsic;laws-schutze-2008-stopping;zhu-etal-2008-learning;ghayoomi-2010-using;zhu-hovy-2007-active",2210.10109,A Survey of Active Learning for Natural Language Processing
