file,sentence,cited_keys,survey_arxiv_id,survey_title
4_method.tex,"% In contrast to these earlier methods, TextCover~\citep{keysan2023can} explicitly incorporates pretrained language models, specifically DistilBERT~\citep{sanh2019distilbert}, into a Transformer-based prediction pipeline.",keysan2023can;sanh2019distilbert,2506.03408,Trajectory Prediction Meets Large Language Models: A Survey
sample-acmsmall.tex,"Highlighting areas of disagreement can lead to a focused search for solutions \citep{NEURIPS2022_f978c8f3,DBLP:journals/corr/abs-2306-11932}.","NEURIPS2022_f978c8f3,DBLP:journals/corr/abs-2306-11932",2506.02533,Machine Learning for Enhancing Deliberation in Online Political Discussions and Participatory Processes: A Survey
acl_latex.tex,% The dataset used here \cite{Guo2023Automated} provides the relevance labels after the abstract screening in contrast to SYNERGY and TAR2019 which provide relevance labels after the full text screening.,Guo2023Automated,2505.24757,LGAR: Zero-Shot LLM-Guided Neural Ranking for Abstract Screening in Systematic Literature Reviews
chapter4.tex,"% TabFact \citep{chen2019tabfact} asks models to determine if a statement is supported or contradicted by table data, requiring both linguistic and symbolic reasoning.",chen2019tabfact,2505.24377,LLM Inference Enhanced by External Knowledge: A Survey
appendix_benchmarks.tex,"% TabFact \citep{chen2019tabfact} asks models to determine if a statement is supported or contradicted by table data, requiring both linguistic and symbolic reasoning.",chen2019tabfact,2505.24377,LLM Inference Enhanced by External Knowledge: A Survey
4.text2motion.tex,"\subsection{Text-to-Human-Motion} Building on advances in language modelling with transformers, TEMOS \cite{petrovich_temos_2022} introduces a variational autoencoder (VAE)-based probabilistic approach to T2HM generation, this is in contrast to most previous deterministic models that produce only a single motion per text.",petrovich_temos_2022,2506.10016,A Survey of Generative Categories and Techniques in Multimodal Generative Models
robustness.tex,"In contrast to optimisation-based methods, Shap-E \cite{jun_shap-e_2023} introduced a direct generative approach for T2-3D.",jun_shap-e_2023,2506.10016,A Survey of Generative Categories and Techniques in Multimodal Generative Models
neurips_2025.tex,"ConflictBank \cite{conflictBank} and KNOT \cite{knot_conflict} assess model performance on specific conflict types—such as temporal inconsistencies, misinformation, and logic-based contradictions—but rely on factoid-style questions sourced from Wikipedia.",conflictBank;knot_conflict,2505.22787,Can Large Language Models Match the Conclusions of Systematic Reviews?
peace.tex,"Data is fragmented across low-resource languages and dialects, with annotation hindered by political sensitivity and expert disagreement \cite{Blandfort2019-gang, levy-etal-2022-safetext, Botelle2022-violence, Chew2023-ma}.","Blandfort2019-gang, levy-etal-2022-safetext, Botelle2022-violence, Chew2023-ma",2505.22327,"NLP for Social Good: A Survey and Outlook of Challenges, Opportunities, and Responsible Deployment"
misinformation.tex,"\textit{Multilingual and conflicting evidence} complicates verification~\citep{schlichtkrull-2024-generating, zhang-etal-2024-need}, while \textit{low-visibility claims} targeting marginalized groups often go unchecked~\citep{guo-etal-2022-survey}.","schlichtkrull-2024-generating, zhang-etal-2024-need;guo-etal-2022-survey",2505.22327,"NLP for Social Good: A Survey and Outlook of Challenges, Opportunities, and Responsible Deployment"
hypothesis_validation.tex,"Indeed, \citet{list_paper_14} reports that, when verifying their dataset where five annotators judged the plausibility of handwritten hypotheses, disagreements occurred in 62.34\% of 1,365 explanations, underscoring the challenge of natural language hypothesis validation.",list_paper_14,2505.21935,From Reasoning to Learning: A Survey on Hypothesis Discovery and Rule Learning with Large Language Models
4-persona.tex,"Similarly, \textbf{TRIZ Agents} \cite{szczepanik2025triz} assign each agent a single TRIZ innovation principle (e.g., ``contradiction resolution''), guiding systematic idea generation in engineering contexts.",szczepanik2025triz,2505.21116,Creativity in LLM-based Multi-Agent Systems: A Survey
main.tex,"\citet{kanhabua2010determining} estimated query time by analyzing timestamps of top-k retrieved documents, while \citet{dakka2008answering} and \citet{jones2007temporal} modeled temporal distributions of relevant documents.",kanhabua2010determining;dakka2008answering;jones2007temporal,2505.20243,It's High Time: A Survey of Temporal Question Answering
main.tex,"\citet{jatowt2005temporal} proposed re-ranking methods using archived web snapshots to favor fresher content, while \citet{dong2010time} incorporated real-time Twitter signals, and \citet{setty2017modeling} used news signals into crawling and ranking to support time-sensitive queries.",jatowt2005temporal;dong2010time;setty2017modeling,2505.20243,It's High Time: A Survey of Temporal Question Answering
main.tex,"Future systems should incorporate: (1) probabilistic temporal representations that can model uncertain dates and durations, (2) confidence propagation mechanisms for multi-step temporal reasoning, (3) uncertainty-aware answer generation that communicates temporal confidence to users, (4) conflict-aware reasoning that can handle and explain disagreements between sources, and (5) evaluation frameworks that reward appropriate uncertainty rather than false precision \citep{vashishtha-etal-2019-fine,","vashishtha-etal-2019-fine, zhou-etal-2021-temporal, fatemi2024test",2505.20243,It's High Time: A Survey of Temporal Question Answering
r2.tex,"However, \cite{herodotou2020survey} mainly focuses on big data systems, and \cite{DBLP:journals/pvldb/LuCHB19} is a great tutorial paper.",herodotou2020survey;DBLP:journals/pvldb/LuCHB19,2505.18458,A Survey of LLM $\times$ DATA
data-serving.tex,"\hi{Dedicated Compression Model Generation.} In contrast to the direct pruning strategy, LLMLinga-2~\cite{pan2024llmlingua} adopts a model-based approach by training a dedicated compression model.",pan2024llmlingua,2505.18458,A Survey of LLM $\times$ DATA
data_deduplication.tex,"However, \cite{SimiSketch} found that DotHash performs badly if the length of the basis vector is lower than the number of basis vectors, where quasi-orthogonal no longer holds.",SimiSketch,2505.18458,A Survey of LLM $\times$ DATA
data_synthesis.tex,"\noindent$\bullet$ \emph{LLM-based Clustering for Synthetic Data Evaluation.} In order to study the impact of diversity of large-scale synthetic data,%, where ``traditional diversity metrics fail and produce significantly inconsistent results''(e.g., N-gram Div.~\cite{padmakumar2023does}, K-means e.t.c., as N-gram Div counting only the co-occurrence frequency of adjacent words may overlook deeper differences across topics or knowledge domains and K-means requires predefining the number of cluste",padmakumar2023does;chen2024diversity,2505.18458,A Survey of LLM $\times$ DATA
2_methodology.tex,"%%% %%% Similarly, other repositories belong to participants of the 2024 shared task ``DETESTS-Dis'' organized at IberLEF in 2024, to detect and classify explicit and implicit stereotypes in texts from social media and comments on news articles in Spanish, incorporating learning with disagreement techniques \citep{schmeisser2024overviewdetests}.",schmeisser2024overviewdetests,2505.17642,A Survey on Stereotype Detection in Natural Language Processing
3_literature.tex,"Secondly, \citet{liang2020towardsdebiasing} introduce a post-hoc method aimed at reducing social biases in sentence representations, targeting gender, race, and religious biases, while \citet{cao2022theorygrounded} % adopt a psychological perspective by porting the ABC stereotype model \citep{koch2016abc} to analyze group-trait associations in language models, employing the \textit{sensitivity test} to compare model outputs against human judgments.",liang2020towardsdebiasing;cao2022theorygrounded;koch2016abc,2505.17642,A Survey on Stereotype Detection in Natural Language Processing
3_literature.tex,"For instance, \citet{bhatt2022caseofindia} and \citet{fortuna2018survey} provide comprehensive overviews of fairness and hate speech detection in NLP, while \citet{sun2019mitigatinggenderbias} and \citet{stanczak2021surveygenderbias} focus specifically on gender bias and strategies for its mitigation.",bhatt2022caseofindia;fortuna2018survey;sun2019mitigatinggenderbias;stanczak2021surveygenderbias,2505.17642,A Survey on Stereotype Detection in Natural Language Processing
main.tex,"For example, the Audio Entailment benchmark~\citep{audio_entailment} presents models with an audio and asks whether a given textual hypothesis is entailed, contradicted, or unrelated based on the content of the auditory premise.",audio_entailment,2505.15957,Towards Holistic Evaluation of Large Audio-Language Models: A Comprehensive Survey
main.tex,"In contrast to the advancements in LLM personalization~\citep{tan2024personalized} and its evaluation~\citep{tan2025personabench, zhang2024personalization}, LALMs have yet to see similar progress, especially in adapting auditory capabilities such as speaking style to individual users.","tan2024personalized;tan2025personabench, zhang2024personalization",2505.15957,Towards Holistic Evaluation of Large Audio-Language Models: A Comprehensive Survey
multilingual.tex,"However, \citet{schoene2025lexicography} has shown that automatically translating suicide-related dictionaries from English to low-resource languages often results in spelling errors and fails to capture the cultural nuances of speakers in the target language.",schoene2025lexicography,2505.15556,A Survey on Multilingual Mental Disorders Detection from Social Media Data
main.tex,"The `Figurative' type in \citet{liu2023we} also falls into this category, as does the `Contradiction' category in \citet{zhang2024clamber} because of conflicts with the semantics of previous statements.",liu2023we;zhang2024clamber,2505.12543,Disambiguation in Conversational Question Answering in the Era of LLMs and Agents: A Survey
iclr2024_conference.tex,"\subsection{En-CoT} In contrast to Native-CoT, En-CoT \cite{shi2022language} generates reasoning steps in English, regardless of the original or native language of the problem.",shi2022language,2505.11665,Multilingual Prompt Engineering in Large Language Models: A Survey Across NLP Tasks
iclr2024_conference.tex,"% The authors of \citet{chen2022program} build up on CoT but in contrast to CoT which uses LLMs to perform both reasoning and computation, PoT generates Python programs and thus relegates computation part to a Python interpreter.",chen2022program,2505.11665,Multilingual Prompt Engineering in Large Language Models: A Survey Across NLP Tasks
iclr2024_conference.tex,"% By using deep recursive reasoning to elicit abductive explanations for a variety of hypotheses, Maieutic prompting \cite{jung2022maieutic} encourages the LLM to produce consistent responses by collaboratively eliminating alternatives that contradict one another.",jung2022maieutic,2505.11665,Multilingual Prompt Engineering in Large Language Models: A Survey Across NLP Tasks
iclr2024_conference.tex,"% Contrary to the conventional RAG \cite{lewis2020retrieval}, Implicit RAG \cite{vatsal2024can,vatsal2024canpa} asks the LLM itself to retrieve important chunks or sections from the given context and then proceed to answer the asked query.","lewis2020retrieval;vatsal2024can,vatsal2024canpa",2505.11665,Multilingual Prompt Engineering in Large Language Models: A Survey Across NLP Tasks
main.tex,"In contrast to single-speaker ASR, which focuses on \textit{what was said}, multi-speaker ASR additionally determines \textit{who says what} \cite{2010Multi-talker__Hershey, settle_2018icsp_end--end_2018, CHIME6}.","2010Multi-talker__Hershey, settle_2018icsp_end--end_2018, CHIME6",2505.10975,Survey of End-to-End Multi-Speaker Automatic Speech Recognition for Monaural Audio
Benchmark2.tex,"& \cellcolor[HTML]{E3ECF3} 350 multi-turn, multi-user tasks & \cellcolor[HTML]{E3ECF3} Human curation with LLM assistance & \cellcolor[HTML]{E3ECF3} Unsafe Behavior Rates, Failure Rate, Disagreement Rate & \cellcolor[HTML]{E3ECF3} Rule, LLM \\ & AgentHazard \newline \citep{feng2026agenthazard} & Evaluates multi-step harmful behavior where individually benign actions accumulate into unsafe outcomes.",feng2026agenthazard,2505.10924,A Survey on the Safety and Security Threats of Computer-Using Agents: JARVIS or Ultron?
main.tex,"However, \citet{peereboom2024cognitive} argue that human-derived traits may not meaningfully apply to LLMs, underscoring the necessity for psychometric theories specifically designed for LLM analysis.",peereboom2024cognitive,2505.08245,"Large Language Model Psychometrics: A Systematic Review of Evaluation, Validation, and Enhancement"
main.tex,"Furthermore, \citet{nunes2024large} document a systematic gap between stated principles and applied judgments under MFT, while \citet{scherrer2023evaluating} reveal probabilistically inconsistent moral beliefs under distributional perturbation; \citet{bonagiri2024sage} similarly report low moral consistency.",nunes2024large;scherrer2023evaluating;bonagiri2024sage,2505.08245,"Large Language Model Psychometrics: A Systematic Review of Evaluation, Validation, and Enhancement"
main.tex,"In addition, alignment between LLMs and humans shows mixed results in both linguistic cognition \citep{pl13_duan2024unveiling,pl8_wolfman2024hierarchical} as well as language acquisition \citep{shah2024development,pl_frank2023bridging}.","pl13_duan2024unveiling,pl8_wolfman2024hierarchical;shah2024development,pl_frank2023bridging",2505.08245,"Large Language Model Psychometrics: A Systematic Review of Evaluation, Validation, and Enhancement"
main.tex,"For example, \citet{ye2025generative_psycho_lexical} and \citet{biedma2024beyond_human_norms} find different value structures, while \citet{federiakin2025improving} and \citet{burnell2023revealing} identify distinct ability factors.",ye2025generative_psycho_lexical;biedma2024beyond_human_norms;federiakin2025improving;burnell2023revealing,2505.08245,"Large Language Model Psychometrics: A Systematic Review of Evaluation, Validation, and Enhancement"
content.tex,"However, \cite{hu2025question} employed query accuracy, question-answering accuracy, and F1-score.",hu2025question,2505.08137,Large Language Models for Computer-Aided Design: A Survey
1_defining_persuasion.tex,"Building on rhetorical theory, \citet{hidey-etal-2017-analyzing} analyzed CMV arguments through the lens of classical persuasive appeals (ethos, logos, pathos) and claim types (interpretation, evaluation, agreement, disagreement), finding that pathos and logos often co-occur in successful persuasive threads.",hidey-etal-2017-analyzing,2505.07775,Must Read: A Comprehensive Survey of Computational Persuasion
1_defining_persuasion.tex,"Other work has looked into modeling persuasion in CMV through concessions \citep{musi2018changemyviewconcessionsconcessionsincrease}, investigating whether argumentative concessions correlate with successful persuasion, though their findings suggest such strategies are equally common in persuasive and non-persuasive comments, contradicting theoretical expectations.",musi2018changemyviewconcessionsconcessionsincrease,2505.07775,Must Read: A Comprehensive Survey of Computational Persuasion
6_future_directions.tex,"These evaluations should ideally span multiple dimensions of persuasion, such as the use of logical, emotional, or deceptive strategies \citep{durmus2024persuasion}, conversational dynamics (both AI to Human and AI to AI) \citep{bozdag2025persuadecanframeworkevaluating}, and commercial or marketing-oriented persuasion \citep{wu2025groundedpersuasivelanguagegeneration}, which prior work studied in isolation, leading to inconsistent findings.",durmus2024persuasion;bozdag2025persuadecanframeworkevaluating;wu2025groundedpersuasivelanguagegeneration,2505.07775,Must Read: A Comprehensive Survey of Computational Persuasion
conclusions.tex,"Additionally, we find that guided formulation benefits from well-chosen seed studies, supporting~\citet{wang2023can} but contradicting~\citet{Moritz2024boolean-reproduce}.",wang2023can;Moritz2024boolean-reproduce,2505.07155,Reassessing Large Language Model Boolean Query Generation for Systematic Reviews
ch4-others.tex,"In contrast to online approaches like PPO \citep{PPO} and GRPO \citep{GRPO}, Direct Preference Optimization (DPO) demands much less computational resources~\citep{Rafailov2023DirectPO}.",PPO;GRPO;Rafailov2023DirectPO,2505.00551,100 Days After DeepSeek-R1: A Survey on Replication Studies and More Directions for Reasoning Language Models
main.tex,"Participants rate each item on a 5-point Likert scale, ranging from 1 (``strongly disagree'') to 5 (``strongly agree'')~\cite{john1999big}.",john1999big,2505.00049,"Humanizing LLMs: A Survey of Psychological Measurements with Tools, Datasets, and Human-Agent Applications"
main.tex,\citet{liu2024dynamic} evaluate model stability and logical consistency by presenting LLMs with the same question multiple times and analyzing whether their responses contain contradictions.,liu2024dynamic,2505.00049,"Humanizing LLMs: A Survey of Psychological Measurements with Tools, Datasets, and Human-Agent Applications"
5_application.tex,"In contrast to CacheBlend, EPIC \cite{hu2024epicefficientpositionindependentcontext} introduces position-independent context caching via static sparse computation, recomputing only a small number of tokens at the beginning of each block.",hu2024epicefficientpositionindependentcontext,2504.19720,Taming the Titans: A Survey of Efficient LLM Inference Serving
rq4_challenges.tex,"Entropy rates, which are obtained by averaging over the sequence, can be used to calibrate disagreements of long-term generations of LLMs \cite{Braverman2019CalibrationER}.",Braverman2019CalibrationER,2504.18346,Comparing Uncertainty Measurement and Mitigation Methods for Large Language Models: A Systematic Review
output.tex,"In contrast to both, \textit{subword tokenization} (e.g., BPE, WordPiece, and the Unigram Language Model) offers a middle ground by breaking words into frequent and meaningful subunits - prefixes or suffixes, mostly used by modern LLMs to efficiently handle both common and rare words \cite{bradshaw2025large}.",bradshaw2025large,2504.17119,The Rise of Small Language Models in Healthcare: A Comprehensive Survey
2_5_architecture.tex,"Similarly, \citep{ho2022imagen} builds on the similar video U-Net architecture to the cascaded image diffusion model Imagen \cite{saharia2022photorealistic}, while \citep{he2022latent}, MagicVideo\citep{magicvideo2022}, and ModelScope\citep{wang2023modelscope}apply it to the latent space \citep{rombach2022high}, as shown in \autoref{tab:module-compare}.",ho2022imagen;saharia2022photorealistic;he2022latent;magicvideo2022;wang2023modelscope;rombach2022high,2504.16081,"Survey of Video Diffusion Models: Foundations, Implementations, and Applications"
4_additional_editing_unlearning.tex,"In contrast to these training-intensive approaches, LaW~\citep{large_scale_washing} draws inspiration from model editing by identifying and removing knowledge associations embedded in MLP weights, aiming to eliminate targeted information with minimal impact on the model’s overall capabilities.",large_scale_washing,2504.15585,"A Comprehensive Survey in LLM(-Agent) Full Stack Safety: Data, Training and Deployment"
main.tex,"Key metrics include \textit{Factual Accuracy}, using standard QA metrics (EM, F1, accuracy, etc.) when the context might be misleading \cite{RECALL}; the \textit{Hallucination Rate}, the frequency of generated information not supported by or contradicting retrieved documents, often measured via LLM-as-judge \cite{RGB} or human evaluation; \textit{Citation Accuracy}, assessing correct attribution to sources using \textit{Citation Precision} and \textit{Citation Recall} \cite{RGB,Zhou2024a}; and \","RECALL;RGB;RGB,Zhou2024a;Self-RAG",2504.14891,Retrieval Augmented Generation Evaluation in the Era of Large Language Models: A Comprehensive Survey
main.tex,"Inter-coder disagreement poses another challenge in building gold-standard training datasets, often arising from rigid codebooks, coder fatigue, and cognitive biases \citep{Carammia2024}.",Carammia2024,2504.13685,Deep literature reviews: an application of fine-tuned language models to migration research
main.tex,"The extent of disagreement varies, trained annotators may have a disagreement rate of over 20\%, while MTurk crowd workers can reach 44\% \citep{Gilardi2023}.",Gilardi2023,2504.13685,Deep literature reviews: an application of fine-tuned language models to migration research
acl_latex.tex,"However, \citet{ArxivDIGESTables} have included their pipeline for scalably extracting literature review tables from scientific papers, thus resolving the data reliance gap~\cite{DBLP:conf/emnlp/OuWSJSCJWLMHWMRKD25,DBLP:journals/corr/abs-2504-13834}.","ArxivDIGESTables;DBLP:conf/emnlp/OuWSJSCJWLMHWMRKD25,DBLP:journals/corr/abs-2504-13834",2504.10284,arXiv2Table: Toward Realistic Benchmarking and Evaluation for LLM-Based Literature-Review Table Generation
acl_latex.tex,"In contrast to repeated sampling, scaling-based approaches enable models to iteratively generate solution attempts, with each subsequent attempt refined based on preceding outcomes \cite{DBLP:journals/corr/abs-2501-11651,DBLP:journals/corr/abs-2501-09891}.","DBLP:journals/corr/abs-2501-11651,DBLP:journals/corr/abs-2501-09891",2504.09100,"A Short Survey on Small Reasoning Models: Training, Inference, Applications and Research Directions"
3_reason_inf_only.tex,"Similarly, \citet{guo2024connecting} and \citet{fernando2024promptbreeder} employ evolutionary algorithms to iteratively refine instructions, while \citet{long-etal-2024-prompt} introduce a minimax-game framework, inspired by Generative Adversarial Networks \citep{goodfellow2014generative} to simultaneously optimize instructions and demonstrations.",guo2024connecting;fernando2024promptbreeder;long-etal-2024-prompt;goodfellow2014generative,2504.09037,"A Survey of Frontiers in LLM Reasoning: Inference Scaling, Learning to Reason, and Agentic Systems"
6_discussion.tex,"For instance, \citet{akyureklearning} investigate this hypothesis in the context of linear regression models, while \citet{von2023transformers} and \citet{dai-etal-2023-gpt} explore how transformer-based in-context learners function as meta-optimizers, effectively learning models via gradient descent during their forward pass.",akyureklearning;von2023transformers;dai-etal-2023-gpt,2504.09037,"A Survey of Frontiers in LLM Reasoning: Inference Scaling, Learning to Reason, and Agentic Systems"
04_Results.tex,"For other datasets, only a ``disagreement percentage'' is reported \cite{founta_large_2018,bhattacharya_developing_2020,zampieri_predicting_2019,mandl_overview_2020}, which refers to the share of instances with self-defined disagreement among all samples.","founta_large_2018,bhattacharya_developing_2020,zampieri_predicting_2019,mandl_overview_2020",2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
04_Results.tex,"Finally, one dataset was only annotated by one person \cite{alshamrani_hate_2021}, and for another, samples with disagreement between its two annotators were dismissed \cite{gupta_hateful_2023}.",alshamrani_hate_2021;gupta_hateful_2023,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
04_Results.tex,"Following this concept, \citet{liu_fuzzy_2019} propose a \acs{mt} framework for training a multi-label classifier using multiple single-label datasets, while \citet{ousidhoum_multilingual_2019} train a unified model across multiple multi-label tasks, leveraging sluice networks \cite{ruder_latent_2019} to learn shared and task-specific representations.",liu_fuzzy_2019;ousidhoum_multilingual_2019;ruder_latent_2019,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
04_Results.tex,"\textit{Label-based:} In contrast to example-based metrics, label-based metrics first evaluate the model on each label separately and then average the label-wise scores across all class labels \cite{zhang_review_2014}.",zhang_review_2014,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
02_Related_Work.tex,"First, even though in research there is tentative consensus that hate speech attacks targets based on group membership or identity \cite{macavaney_hate_2019,sellars_defining_2016}, there is disagreement whether only pre-determined 'protected' groups, \ie, minorities, or any kind of groups can be targeted \cite{paasch-colberg_insult_2021}.","macavaney_hate_2019,sellars_defining_2016;paasch-colberg_insult_2021",2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
02_Related_Work.tex,"\subsection{Multi-label Classification} \label{sec:review:background:multilabel} In contrast to single-label learning like in binary and multi-class classification, where each example is associated with a single label, examples in multi-label classification are associated with a set of labels \cite{tsoumakas_multi-label_2007}.",tsoumakas_multi-label_2007,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
01_Introduction.tex,"This contradicts the reality that a text can include multiple accounts of hate speech with varying severity and hostility patterns that target different group affiliations of the same individual \cite{burnap_us_2016,salminen_anatomy_2018,van_aken_challenges_2018,liu_fuzzy_2019}.","burnap_us_2016,salminen_anatomy_2018,van_aken_challenges_2018,liu_fuzzy_2019",2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
dataset_table_new.tex,"(2019) & \cite{ousidhoum_multilingual_2019} & 2019 & 5,647/ 4,014/ 3,353 & Twitter & EN, FR, AR & EN=0.153, FR=0.244, AR=0.202 & Krippen-dorff's alpha & Directness\textsubscript{binary} \newline (Abusive, Hateful, Offensive, Disrespectful, Fearful, Normal)\textsubscript{multi-label} \newline Target attribute: (8 classes)\textsubscript{multi-class} \newline Target group: (13 classes)\textsubscript{multi-class} \newline Annotator Sentiment: (7 classes)\textsubscript{multi-label} & Yes & \href{http",ousidhoum_multilingual_2019;zampieri_predicting_2019;mandl_overview_2020;bhattacharya_developing_2020,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
dataset_table_new.tex,"& Twitter & EN, ES & -\footnote{No label aggregate, multiple annotations per example.} & - & Sexist\textsubscript{binary}\newline (Direct, Reported, Judgmental)\textsubscript{multi-class}\newline (Ideological and inequality, Stereotyping and dominance, Objectification, Sexual violence, Misogyny and non-sexual violence)\textsubscript{multi-label} & behind login & \href{https://nlp.uned.es/exist2023/}{\textbf{[link]}} \\ \hline HateComment & \cite{gupta_hateful_2023} & 2023 & 2,071 & Youtube, BitC",gupta_hateful_2023,2504.08609,A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
3_training_time_alignment.tex,"Finally, in contrast to learning user-specific parameters in LLMs, \citet{park2024rlhf} explored learning multiple reward models to handle the trade-off between bias and variance in personalized preference alignment.",park2024rlhf,2504.07070,A Survey on Personalized and Pluralistic Preference Alignment in Large Language Models
4_inference_time_alignment.tex,"Similarly, \citet{xu2023align} dynamically incorporate external memories to retrieve rules tailored to diverse social norms, while \citet{salemi2023lamp} and \citet{mysore2023pearl} further personalize responses by retrieving user-specific items to augment the prompt.",xu2023align;salemi2023lamp;mysore2023pearl,2504.07070,A Survey on Personalized and Pluralistic Preference Alignment in Large Language Models
Challenges.tex,"Beyond Idealized Patients likewise shows that contradictory, inaccurate, or resistant patient behaviors destabilize consultation quality and expose a need for repair-oriented follow-up questions rather than immediate recommendations \citep{li2026beyondidealized}.",li2026beyondidealized,2504.04717,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models
Challenges.tex,"PPT-Bench extends this picture beyond simple disagreement, showing that epistemic attacks targeting a model's confidence, values, or authority induce distinct multi-turn failure patterns \citep{au2026epistemic}.",au2026epistemic,2504.04717,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models
Conversation_Jailbreak.tex,"\citet{wang2025mrjagenteffectivejailbreakagent} use AdvBench for training and JBB \citep{chao2024jailbreakbenchopenrobustnessbenchmark} for evaluation, while \citet{jiang2024redqueensafeguardinglarge} leverage the BeaverTails dataset \citep{ji2023beavertailsimprovedsafetyalignment}, covering malicious queries across 14 refusal-test categories, and apply sentence transformers \citep{ni2021sentencet5scalablesentenceencoders} to generate multi-turn dialogues and harmful actions targeting GPT-4o.",wang2025mrjagenteffectivejailbreakagent;chao2024jailbreakbenchopenrobustnessbenchmark;jiang2024redqueensafeguardinglarge;ji2023beavertailsimprovedsafetyalignment;ni2021sentencet5scalablesentenceencoders,2504.04717,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models
4.tti.tex,"Self-training methods also gain prominence: R3V~\citep{2411.00855-cheng_vision-language_2024} leverages synthesized rationales to enhance noise-robust Chain-of-Thought (CoT) refinement, while CECE~\citep{2410.22315-cascante-bonilla_natural_2024} enriches evaluation using LLM-generated entailment/contradiction captions.",2411.00855-cheng_vision-language_2024;2410.22315-cascante-bonilla_natural_2024,2504.03151,Why Reasoning Matters? A Survey of Advancements in Multimodal Reasoning (v1)
main.tex,"The overview of each dataset is given below.\\ \indent First we have the \textbf{e-SNLI (Enhanced Stanford Natural Language Inference)} dataset \cite{camburu2018snli}, which is an extension of the Stanford Natural Language Inference dataset that includes sentence pairs annotated with entailment labels (e.g., ""entailment,"" ""contradiction,"" or ""neutral"") and human written explanations.",camburu2018snli,2504.00125,LLMs for Explainable AI: A Comprehensive Survey
main.tex,"& Sentence and label pairs, such as ""entailment,"" ""contradiction,"" or ""neutral,"" e.g., ""A dog is a type of animal, and running through a park outside."" \\ \textbf{CoS-E} \cite{rajani2019explain} & Multichoice common-sense reasoning with explanations.",rajani2019explain,2504.00125,LLMs for Explainable AI: A Comprehensive Survey
main.tex,"& Sentence and label pairs, such as ""entailment,"" ""contradiction,"" or ""neutral,"" e.g., ""A dog is a type of animal, and running through a park outside."" \\ % \textbf{CoS-E} \cite{rajani2019explain} & Multichoice common-sense reasoning with explanations.",rajani2019explain,2504.00125,LLMs for Explainable AI: A Comprehensive Survey
outcome-verification.tex,"In place of multiple samples from one model, one can also have multiple models~\citep{wan2025mammrefinerecipeimprovingfaithfulness,wu2025hiddenstrengthdisagreementunraveling,wang2025talkstructurallyacthierarchically,feng2024diverseagententropyquantifyingblackboxllm,chen2024reconcileroundtableconferenceimproves}: if a majority (or consensus) of these ``agents'' agree on an answer, trust it; if they diverge, it may trigger further scrutiny.","wan2025mammrefinerecipeimprovingfaithfulness,wu2025hiddenstrengthdisagreementunraveling,wang2025talkstructurallyacthierarchically,feng2024diverseagententropyquantifyingblackboxllm,chen2024reconcileroundtableconferenceimproves",2503.24235,"A Survey on Test-Time Scaling in Large Language Models: What, How, Where, and How Well?"
main.tex,"However, \citet{gahl_time_2008}, using the Switchboard corpus \citep{godfrey1992switchboard} reported that heterographic homophones such as \textit{time} and \textit{thyme} have different acoustic durations, with more frequent homophones (\textit{time}) being pronounced with shorter durations than their less frequent homophonic counterparts (\textit{thyme}).",gahl_time_2008;godfrey1992switchboard,2503.23163,The realization of tones in spontaneous spoken Taiwan Mandarin: a corpus-based survey and theory-driven computational modeling
main.tex,"However, \citet{gahl2024time} reported that computational modeling with the Discriminative Lexicon Model provided strong evidence that the meanings of English homophones (represented by embeddings) are strong co-determinants of their spoken word duration, even when word frequency is controlled for.",gahl2024time,2503.23163,The realization of tones in spontaneous spoken Taiwan Mandarin: a corpus-based survey and theory-driven computational modeling
main.tex,"Permanent memory enables the agent to retain critical information across conversations, fundamentally supporting long-term interactions; for example, \cite{castillobolado2024promptsdynamicconversationalbenchmarking} showcases an agent storing a user’s preference for boutique hotels near historic landmarks to manage concurrent tasks and context switches, while \citet{huang2023memorysandboxtransparentinteractive} introduced Memory Sandbox for interactive, user-controlled memory management, and \ci",castillobolado2024promptsdynamicconversationalbenchmarking;huang2023memorysandboxtransparentinteractive;fu-etal-2024-msi,2503.22458,Evaluating LLM-based Agents for Multi-Turn Conversations: A Survey
