file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
arxiv.tex,"However, Hatamian et al.~\cite{Hatamian_2020} had mixed results when comparing a 1D convolutional GAN to a Gaussian Mixture Model~(GMM) on ECG data.",Hatamian_2020,2007.15951,An Empirical Survey of Data Augmentation for Time Series Classification with Neural Networks,s0363,single_cite_key
ieee.tex,"For example, using a differentiable model and policy, it is possible to forward propagate and backpropagate through entire rollouts; on the other hand, innacuracies can accumulate over long time steps, and it may be be pertinent to instead use a value function to summarise the statistics of the rollouts \citep{heess2015learning}.",heess2015learning,1708.05866,A Brief Survey of Deep Reinforcement Learning,s0364,single_cite_key
File1_MainText.tex,"Li et al.~\cite{li2020grounding}, on the other hand, developed a framework for \ac{MED}~ and~\ac{MEC}.",li2020grounding,2304.11431,A Review of Deep Learning for Video Captioning,s0367,single_cite_key
main.tex,"Both share rigid assumptions, however \citet{manoj2021excess} show an impossibility results in terms of non-existence of backdoor for some natural learning problems.",manoj2021excess,2205.01992,Wild Patterns Reloaded: A Survey of Machine Learning Security against Training Data Poisoning,s0369,single_cite_key
main.tex,"\citet{goldwasser2022planting}, on the other hand, show that backdoor detection might be impossible.",goldwasser2022planting,2205.01992,Wild Patterns Reloaded: A Survey of Machine Learning Security against Training Data Poisoning,s0370,single_cite_key
attacks.tex,"Conversely, \citet{Li2021Invisible} used a generative neural network steganography technique to embed a backdoor string into poisoning samples.",Li2021Invisible,2205.01992,Wild Patterns Reloaded: A Survey of Machine Learning Security against Training Data Poisoning,s0371,single_cite_key
attack_surface.tex,"Conversely, in the \emph{model-training} (MT) scenario, as firstly hypothesized by \citet{gu_badnets_2017}, the attacker acts as a malicious third-party trainer, or as a man-in-the-middle, controlling the training process.",gu_badnets_2017,2205.01992,Wild Patterns Reloaded: A Survey of Machine Learning Security against Training Data Poisoning,s0373,single_cite_key
MEC_SandT_R1_arXiv.tex,"Different from \cite{you2016energy,barbarossa2013joint,PLorenzo1603,MHChen1605,ren2017latency,MHChen1704}, the revenue of service providers was maximized in \cite{hoang2012optimal} under constraints of \emph{quality of service} (QoS) requirements for all mobile devices.","you2016energy,barbarossa2013joint,PLorenzo1603,MHChen1605,ren2017latency,MHChen1704;hoang2012optimal",1701.01090,A Survey on Mobile Edge Computing: The Communication Perspective,s0374,likely_latex_artifact
MEC_SandT_R1_arXiv.tex,"On the other hand, the mobile devices can also get benefits from using renewable energy as EH is able to prolong their battery lives, which is one of the most favorable features for mobile phones \cite{CNNbattery05}.",CNNbattery05,1701.01090,A Survey on Mobile Edge Computing: The Communication Perspective,s0375,single_cite_key
3_Methods.tex,"\textit{HierVL \cite{Ashutosh-CVPR-2023}}, on the other hand, aims for comprehensive understanding by analyzing videos at different scales and summarizing both short clips and entire videos.",Ashutosh-CVPR-2023,2405.03770,Foundation Models for Video Understanding: A Survey,s0378,single_cite_key
3_Methods.tex,"Conversely, multi-modal approaches \cite{Clip-ICML-2021, Blip-ICML-2022, Videoclip-EMNLP-2021, Paxion-NeurIPS-2023, Bagad-ICLRW-2023, Ag_Adapter-ICCV-2023, PromptClip-ECCV-2022} define positive pairs as the same information represented in different modalities.","Clip-ICML-2021, Blip-ICML-2022, Videoclip-EMNLP-2021, Paxion-NeurIPS-2023, Bagad-ICLRW-2023, Ag_Adapter-ICCV-2023, PromptClip-ECCV-2022",2405.03770,Foundation Models for Video Understanding: A Survey,s0379,likely_latex_artifact
3_Methods.tex,"\vspace{0.1cm} \noindent \textbf{Optimizing and Evaluating ViFMs.} In contrast to methods focused on specific aspects of pre-training, \textit{VindLU} \cite{Vindlu-CVPR-2023} offers a comprehensive roadmap for effective VL-FM pre-training.",Vindlu-CVPR-2023,2405.03770,Foundation Models for Video Understanding: A Survey,s0381,single_cite_key
3_Methods.tex,"Conversely, \textit{VideoPoet} \cite{Videopoet-arxiv-2023} utilizes a decoder-only transformer architecture similar to LLMs for generating high-quality videos with matching audio based on textual input, particularly excelling in ""zero-shot"" scenarios.",Videopoet-arxiv-2023,2405.03770,Foundation Models for Video Understanding: A Survey,s0382,single_cite_key
bare_jrnl_comsoc.tex,"As deep learning can extract features in an unsupervised manner, it has become a strong candidate for localization tasks.} \rev{On the other hand, it can be observed that positioning accuracy and system robustness can be improved by fusing multiple types of signals when providing these as the input (see, e.g., \cite{zhang2017deeppositioning}).",zhang2017deeppositioning,1803.04311,Deep Learning in Mobile and Wireless Networking: A Survey,s0386,single_cite_key
bare_jrnl_comsoc.tex,"On the other hand, zero-shot learning does not require any sample from a category \cite{palatucci2009zero}.",palatucci2009zero,1803.04311,Deep Learning in Mobile and Wireless Networking: A Survey,s0387,single_cite_key
paper_arxiv.tex,"\subsection{Diffusion Models: Multi-Level SBMs} In contrast to SBMs that use a single score network, score-based diffusion models (DMs) \citep{Song2020ScoreBasedGM} employ a more advanced approach by utilizing a multiple-level or continuous-indexed score network $S_\theta(x,t)$.",Song2020ScoreBasedGM,2304.04262,A Comprehensive Survey on Knowledge Distillation of Diffusion Models,s0389,single_cite_key
paper_arxiv.tex,"In contrast to mimicking the output of the generative ODE of diffusion models, \citet{song23consistency} proposes to minimize the difference of self-consistency function of generative ODE to implement the output distillation.",song23consistency,2304.04262,A Comprehensive Survey on Knowledge Distillation of Diffusion Models,s0390,single_cite_key
learning_patterns.tex,"In contrast to multi-agent clustering, \cite{trautman2010unfreezing} use Gaussian Processes for making single-agent trajectory predictions.",trautman2010unfreezing,1905.06113,Human Motion Trajectory Prediction: A Survey,s0392,single_cite_key
main.tex,"On the other hand, the interchange of model parameters between the server and the clients constitutes a vulnerability to the federated server scheme, since the original data may be reconstructed from the model parameters through model-inversion adversarial attacks \cite{fredrikson2014}, resulting in a great risk of private data leakage.",fredrikson2014,2201.08135,"Survey on Federated Learning Threats: concepts, taxonomy on attacks and defences, experimental study and challenges",s0394,single_cite_key
elsarticle-template-num.tex,"On the other hand, the transformer is a new encoder-decoder architecture that uses the attention mechanism to differentially weigh each part of the input data \cite{RN25}.",RN25,2302.01921,Transformers in Action Recognition: A Review on Temporal Modeling,s0397,single_cite_key
Flat.tex,"In contrast, the gap between similar solutions (\eg, comparison between SIFT $+$ FV and CNNs in~\cite{krizhevsky_imagenet_2012}) is contradictory when it comes to image classification.",krizhevsky_imagenet_2012,1605.04988,Going Deeper into Action Recognition: A Survey,s0399,single_cite_key
TPAMI-2018-11-1023.R2.tex,"Unlike \cite{fu2018recent}, we here provide a comprehensive review regarding OSR.",fu2018recent,1811.08581,Recent Advances in Open Set Recognition: A Survey,s0401,single_cite_key
TPAMI-2018-11-1023.R2.tex,"However, \cite{Bendale2015Towards} only presumed supervised learning with labels obtained by human labeling at present, and proposed the NNO algorithm which has been discussed in subsection 3.1.1.",Bendale2015Towards,1811.08581,Recent Advances in Open Set Recognition: A Survey,s0403,single_cite_key
GeneralTask.tex,"The model utilizes the concept of structured state-space modeling to improve shape reconstruction by predicting hyperpoints and point deformation to control the deformation at each hyperpoint location.The point cloud filtering model 3DMambaIPF~\cite{zhou20243dmambaipf}, on the other hand, aims to deal with the denoising of large-scale point cloud data.",zhou20243dmambaipf,2404.15956,A Survey on Visual Mamba,s0405,single_cite_key
IEEE_journal.tex,"On the other hand, using the model size represented by the number of parameters allows to reduce the memory footprint and tends to be considered as an automatic method to search for compressed models \cite{wang2020apq}.",wang2020apq,2101.09336,A Comprehensive Survey on Hardware-Aware Neural Architecture Search,s0406,single_cite_key
main_graph.tex,"In contrast to modeling the protein backbone via 3D coordinates, a denoising diffusion model~\cite{wu2022protein} mimicking the natural folding process, defines it via six inter-residue angles reflecting the arrangement of amino acid residues.",wu2022protein,2304.01565,"A Survey on Graph Diffusion Models: Generative AI in Science for Molecule, Protein and Material",s0407,single_cite_key
MXAI-review-AIR.tex,"On the other hand, symbolic programs, which are used to represent the model’s reasoning, are utilized in \cite{vedantam2019probabilistic}, in order to justify the generated answers.",vedantam2019probabilistic,2306.05731,Multimodal Explainable Artificial Intelligence: A Comprehensive Review of Methodological Advances and Future Research Directions,s0408,single_cite_key
MXAI-review-AIR.tex,"On the other hand, identifying the factors that cause an event to occur can also facilitate the prediction of how the event might unfold and/or how it could/should be treated in the future \cite{saeed2023XAIchallenges}.",saeed2023XAIchallenges,2306.05731,Multimodal Explainable Artificial Intelligence: A Comprehensive Review of Methodological Advances and Future Research Directions,s0409,single_cite_key
xai-robustness-survey.tex,"However, \cite{slack2021counterfactual} introduces an adversarial objective for training $f(\cdot)$ that can lead to drastically different counterfactual explanations for these two data points, one of which may involve significantly more effort (higher $d(x,x')$).",slack2021counterfactual,2111.00358,A Survey on the Robustness of Feature Importance and Counterfactual Explanations,s0410,single_cite_key
av.tex,"In contrast to \cite{gao2018learning}, the system could also perform visual \emph{localisation}, which is the task of detecting the sound sources in the visual input.",gao2018learning,2008.09586,An Overview of Deep-Learning-Based Audio-Visual Speech Enhancement and Separation,s0412,single_cite_key
av.tex,"On the other hand, intelligibility can be considered a more objective attribute, because it refers to the speech content \cite{loizou2013speech}.",loizou2013speech,2008.09586,An Overview of Deep-Learning-Based Audio-Visual Speech Enhancement and Separation,s0413,single_cite_key
FSL_Survey.tex,"Unified Prompt Tuning (UPT) \cite{Zang2022Unified} on the other hand, first learns a universal prompt and then decomposes it into textual and visual prompts.",Zang2022Unified,2401.01736,Few-shot Adaptation of Multi-modal Foundation Models: A Survey,s0414,single_cite_key
FSL_Survey.tex,"On the other hand, Multi-task Visual Language Prompt Tuning (MVLPT) \cite{Shen2022Multitask} introduces the concept of multi-task learning, fine-tuning textual and visual prompts using cross-task knowledge.",Shen2022Multitask,2401.01736,Few-shot Adaptation of Multi-modal Foundation Models: A Survey,s0415,single_cite_key
intro.tex,"In contrast to traditional forecasting applications, modern incarnations often exhibit large panels of related time series, all of which need to be forecasted simultaneously~\cite{janusch18}.",janusch18,2004.10240,Deep Learning for Time Series Forecasting: Tutorial and Literature Survey,s0416,single_cite_key
lit_review_advanced.tex,"Conversely, state space models proved to be robust when there are missing and/or noisy observations~\citep{de2020normalizing}.",de2020normalizing,2004.10240,Deep Learning for Time Series Forecasting: Tutorial and Literature Survey,s0418,single_cite_key
conclusions.tex,"In contrast to current practice, where forecasting merely serves as input to downstream decision problems (often mixed-integer nonlinear stochastic optimization problems), for example to address problems such as restocking decisions, reinforcement learning allows to directly learn optimal decisions in business context~\citep{januschowski18}.",januschowski18,2004.10240,Deep Learning for Time Series Forecasting: Tutorial and Literature Survey,s0419,single_cite_key
08-Ante-hoc.tex,"In contrast to Colbert, which simply takes the maximum similarity from each row and sums them up to obtain the query-document relevance, Transformer-Kernel transforms the matching matrix to a set of isomorphic matrices with RBF-kernels~\cite{xiong:2017:sigir:kernelpooling} and each kernel focuses on a specific similarity range.",xiong:2017:sigir:kernelpooling,2211.02405,Explainable Information Retrieval: A Survey,s0421,single_cite_key
3_Research_issues.tex,"On the other hand, more works have studied the service or application placement at the edge based on users' requirements~\cite{choi2019scalable,maia2019optimized,gao2019winning,ouyang2018follow,ouyang2019adaptive,poularakis2019joint,yousefpour2019fogplan,chen2019collaborative,goudarzi2020application}.","choi2019scalable,maia2019optimized,gao2019winning,ouyang2018follow,ouyang2019adaptive,poularakis2019joint,yousefpour2019fogplan,chen2019collaborative,goudarzi2020application",2108.08059,Resource Scheduling in Edge Computing: A Survey,s0422,likely_latex_artifact
inference.tex,"% The main advantage of the propensity score, in contrast to perfect matching, is that it is a sufficient dimension reduction \citep{rosenbaum1983central} in the sense that strata defined purely in terms of the propensity score will permit unconfounded causal inference.",rosenbaum1983central,1809.09337,A Survey of Learning Causality with Data: Problems and Methods,s0423,single_cite_key
main.tex,"On the other hand, ACE-HGNN~\cite{fu2021ace} attempts to learn an optimal curvature to model the tree-like graph with different hyperbolicity via a multi-agent reinforcement learning framework.",fu2021ace,2202.13852,Hyperbolic Graph Neural Networks: A Review of Methods and Applications,s0424,single_cite_key
03-mainbody2.tex,"In light of this, in contrast to propagating original node feature representations, CPGNN~\cite{zhu2021graph} propagates a prior belief estimation based on a compatibility matrix that captures both heterophily and homophily by modeling the likelihood of connections between nodes in different classes.",zhu2021graph,2202.07082,Graph Neural Networks for Graphs with Heterophily: A Survey,s0426,single_cite_key
InterpretableRL.tex,"\footnote{As it has been observed \citet{francois-lavet_combined_2019}, the auto-encoder loss however may be too strong, as some features even though important for the reconstruction, may be irrelevant for the task at hand (e.g.,colours of cars in a self-driving task), and conversely, relevant features could be ignored.",francois-lavet_combined_2019,2112.13112,A Survey on Interpretable Reinforcement Learning,s0430,single_cite_key
Point.tex,"In this context, the prediction-based approach proposed by \citet{Hundman2018} would work the best because, in contrast to techniques based on dimensionality reduction, the newly arrived point to be analyzed is not used on the model construction.",Hundman2018,2002.04236,A review on outlier/anomaly detection in time series data,s0434,single_cite_key
draft1.tex,"On the other hand, DNNs are representation learning based, i.e., DNNs can automatically discover and learn these features from raw data \cite{lecun2015deep} and thus often outperform conventional ML algorithms especially when there is an abundance of data.",lecun2015deep,1909.11875,Federated Learning in Mobile Edge Networks: A Comprehensive Survey,s0435,single_cite_key
draft1.tex,"On the other hand, participants may only be willing to participate in the model training only if they are connected to Wi-Fi \cite{konevcny2016federated}.",konevcny2016federated,1909.11875,Federated Learning in Mobile Edge Networks: A Comprehensive Survey,s0436,single_cite_key
draft1.tex,"Similar to the results in \cite{kang2019incentive}, the simulation results show that the FL server derives greatest utility under the proposed contract theoretic approach, in contrast to the linear pricing or Stackelberg game approach.",kang2019incentive,1909.11875,Federated Learning in Mobile Edge Networks: A Comprehensive Survey,s0438,single_cite_key
clean_arxiv.tex,"In contrast to methods including the watermark in the static model content, like \cite{Uchida.2017Embedding}, this approach changes the dynamic content of the model, namely the activations that depend on the data and the model.",Uchida.2017Embedding,2009.12153,A Systematic Review on Model Watermarking for Neural Networks,s0439,single_cite_key
tADRguide.tex,"\end{equation} Symbol-Concept Association Network (SCAN)~\cite{higgins2017scan}, on the other hand, assumes a single KL divergence: \begin{equation} \mathcal{L}_{coor}(\mathbf{x}_1, \mathbf{x}_2) = D_{KL}(q_{\phi_1}(\mathbf{z}_1|\mathbf{x}_1)||q_{\phi_2}(\mathbf{z}_2|\mathbf{x}_2)), \end{equation} where $\mathbf{x}_1$ is the image modality and $\mathbf{x}_2$ is the symbol one.",higgins2017scan,2207.02127,A survey of multimodal deep generative models,s0440,single_cite_key
main.tex,"The perception component would be the basis on which the control component estimates its states and on the other hand, the control component with a dynamic model built in would be able to predict the future trajectory (images) by reversing the perception process \cite{watter2015embed}.",watter2015embed,1604.01662,A Survey on Bayesian Deep Learning,s0441,single_cite_key
Ch4_Parttern.tex,"ActiveRAG~\cite{activerag}, on the other hand, employs a predefined three-stage process (Self-Inquiry → Knowledge Assimilation → Thought Accommodation) to structurally comprehend and calibrate retrieved knowledge, resolving conflicts between parametric memory and external knowledge.",activerag,2504.15909,Synergizing RAG and Reasoning: A Systematic Review,s0442,single_cite_key
challenges_and_limitations.tex,"%\pb{Brain Segmentation} %On the other hand, \cite{mohapatra2023brain} discovered that compared to the gold standard brain extraction tool, SAM produced better results in various evaluation parameters, especially with signal heterogeneity, non-isotropic voxel resolutions, or lesions near the brain's outer regions and meninges.",mohapatra2023brain,2306.06211,A Survey on Segment Anything Model (SAM): Vision Foundation Model Meets Prompt Engineering,s0443,single_cite_key
sample-acmsmall.tex,"\subsubsection{Factuality} {AI-generated data may be contrary to the facts \cite{wang2023survey}, which is harmful to the public through misleading cognition.",wang2023survey,2309.09435,Security and Privacy on Generative Data in AIGC: A Survey,s0444,single_cite_key
2_background.tex,"On the other hand, ZS3Net~\cite{ZS3Net} first trains a generative model to produce pixel-wise features for unseen classes based on word embeddings.",ZS3Net,2306.15880,Towards Open Vocabulary Learning: A Survey,s0445,single_cite_key
5_fulture_direction.tex,"On the other hand, current open world object detection~\cite{OW-DETR} only focuses on novel class localization, rather than classification.",OW-DETR,2306.15880,Towards Open Vocabulary Learning: A Survey,s0446,single_cite_key
preprint.tex,"In contrast to transfer learning, the goal of these learning approaches is obtaining high performance on all specified domains (or tasks) rather than just on a single target domain (or task) \cite{pan2010tkde,yang2015iclr}.","pan2010tkde,yang2015iclr",1812.02849,A Survey of Unsupervised Deep Domain Adaptation,s0448,all_keys_unresolved
preprint.tex,"Conditional GANs, on the other hand, accept as input other information such as a class label, image, or other data \cite{goodfellow2014nips,gauthier2014conditional,mirza2014conditional,denton2015deep}.","goodfellow2014nips,gauthier2014conditional,mirza2014conditional,denton2015deep",1812.02849,A Survey of Unsupervised Deep Domain Adaptation,s0449,all_keys_unresolved
ms.tex,"Contrary to part based approach \cite{fischler1973representation}, nodes of structure trees represent joints, each one parameterized with its degrees of freedom.",fischler1973representation,1801.07481,Survey on Emotional Body Gesture Recognition,s0450,single_cite_key
ms.tex,"On the other hand, as the main drawbacks of motion models, they are limited to a certain number of motions, allow only small variations in motions, and cannot handle transitions between different motions~\cite{moeslund2006survey}.} %For brevity we will not describe such techniques in detail.",moeslund2006survey,1801.07481,Survey on Emotional Body Gesture Recognition,s0451,single_cite_key
ms.tex,"On the other hand, as the main drawbacks of motion models, they are limited to a certain number of motions, allow only small variations in motions, and cannot handle transitions between different motions~\cite{moeslund2006survey}.",moeslund2006survey,1801.07481,Survey on Emotional Body Gesture Recognition,s0452,single_cite_key
ijcai25.tex,"\cite{niu2024jailbreaking} further reveal that contradictory inputs across modalities (e.g., conflicting images and text) induce model misinterpretations, enabling jailbreaks transferable across MiniGPT-v2 and LLaVA.",niu2024jailbreaking,2503.13962,Survey of Adversarial Robustness in Multimodal Large Language Models,s0453,single_cite_key
ijcai25.tex,"Conversely, \cite{wu2023jailbreaking} demonstrate that optimizing system prompts can enhance attack efficacy across languages, yet properly designed prompts also mitigate risks.",wu2023jailbreaking,2503.13962,Survey of Adversarial Robustness in Multimodal Large Language Models,s0454,single_cite_key
main.tex,"For instance, results obtained by transfer learning in \cite{antony2016quantifying} and \cite{kim2016deep} are contradictory.",antony2016quantifying;kim2016deep,2001.08103,Secure and Robust Machine Learning for Healthcare: A Survey,s0455,all_keys_unresolved
main.tex,"Some specific data annotation-based vulnerabilities are discussed as below: \textit{Ambiguous Ground Truth:} In medical datasets, the ground truth is often ambiguous, e.g., medical image classification task \cite{finlayson2019adversarial} and even expert clinicians disagree on well-defined diagnostic tasks \cite{li2009variability}.",finlayson2019adversarial;li2009variability,2001.08103,Secure and Robust Machine Learning for Healthcare: A Survey,s0456,all_keys_unresolved
intro.tex,"The intent behind satire seems legitimate enough to exclude it from the definition, however, \cite{wardle2017fake} does include satire as a type of fake news when there is no intention to cause harm but it has potential to mislead or fool people.",wardle2017fake,1901.06437,Combating Fake News: A Survey on Identification and Mitigation Techniques,s0457,single_cite_key
intro.tex,"Another analysis of true and fake news captured the variation of sentiments in user replies, wherein it was observed that sentiment in replies to true news tended more towards neutral, in contrast to that for fake news that tended more towards negative sentiments \cite{shu2018fakenewsnet}.",shu2018fakenewsnet,1901.06437,Combating Fake News: A Survey on Identification and Mitigation Techniques,s0458,single_cite_key
text.tex,"A specific variant called Long Short-Term Memory (LSTM) \cite{hochreiter1997long}, which alleviates some of the training difficulties in RNN, is often used due to the its ability to effectively capture long range dependencies in the text, and has been applied to fake news detection, similar to the use of convolutional neural networks, in several works \cite{volkova2017separating,rashkin2017truth}; whereas in another variant, LSTM has been applied to both, article headline and article text (body)","hochreiter1997long;volkova2017separating,rashkin2017truth;chopra2017towards",1901.06437,Combating Fake News: A Survey on Identification and Mitigation Techniques,s0459,all_keys_unresolved
sec4_train.tex,"On the other hand, FoI \cite{guo2023focus} harnesses the implicit grounding capabilities of InstructPix2Pix to identify and focus on specific editing regions.",guo2023focus,2402.17525,Diffusion Model-Based Image Editing: A Survey,s0460,single_cite_key
main.tex,"In contrast to previous related surveys \cite{lin2023medvqa, ting2023mrgsurvey, shrestha2023medicalvlms}, this review focuses on the latest advancements in VLMs tailored for medical report generation and visual question-answering.","lin2023medvqa, ting2023mrgsurvey, shrestha2023medicalvlms",2403.02469,Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,s0461,all_keys_unresolved
main.tex,"On the other hand, ALIGN \cite{jia2021align} uses a \emph{normalized softmax loss}.",jia2021align,2403.02469,Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,s0462,single_cite_key
main.tex,"In contrast to traditional reinforcement learning (RL) \cite{sutton1998rlintro, coronato2020rl}, which relies solely on environmental interactions, RLHF strategically integrates human feedback.","sutton1998rlintro, coronato2020rl",2403.02469,Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,s0463,all_keys_unresolved
main.tex,"On the other hand, \emph{closed-ended questions} are designed to prompt limited responses, often with predetermined options, such as a short list of multiple choices, a yes/no response, or a numeric rating \cite{bazi2023vqamedim}.",bazi2023vqamedim,2403.02469,Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,s0464,single_cite_key
8.future.tex,"On the other hand, low-resolution vision encoders cannot directly handle ultra-high resolution medical images, \eg, high-resolution pathology whole-slide images (WSIs)~\cite{chen2024towards}.",chen2024towards,2408.12880,Has Multimodal Learning Delivered Universal Intelligence in Healthcare? A Comprehensive Survey,s0468,single_cite_key
4.study.tex,"Conversely, the reverse denoising process aims to predict and remove the introduced noise~\cite{ho2020denoising}.",ho2020denoising,2408.12880,Has Multimodal Learning Delivered Universal Intelligence in Healthcare? A Comprehensive Survey,s0469,single_cite_key
NRLSurvey.R1.tex,"In contrast to the rigid strategy of defining neighborhood (context) for each vertex, node2vec~\cite{grover2016node2vec} designs a flexible neighborhood sampling strategy, i.e., biased random walk, which smoothly interpolates between two extreme sampling strategies, i.e., Breadth-first Sampling (BFS) and Depth-first Sampling (DFS), as illustrated in Fig.",grover2016node2vec,1801.05852,Network Representation Learning: A Survey,s0470,single_cite_key
NRLSurvey.R1.tex,"In contrast to the rigid strategy of defining neighborhood (context) for each vertex, node2vec~\cite{grover2016node2vec} designs a flexible neighborhood sampling strategy, i.e., biased random walk, which smoothly interpolates between two extreme sampling strategies, i.e., Breadth-first Sampling (BFS) and Depth-first Sampling (DFS).",grover2016node2vec,1801.05852,Network Representation Learning: A Survey,s0472,single_cite_key
JCST-Template-_submit_202105.tex,"RIDNIK\cite{dou2024stepcoder}, on the other hand, optimizes the generated code through interaction with compilers using reinforcement learning, making it more in line with programming practices.",dou2024stepcoder,2408.16498,A Survey on Evaluating Large Language Models in Code Generation Tasks,s0475,single_cite_key
main.tex,"On the other hand, an accurate CPA model can improve the peripheral route of persuasion \cite{petty_elaboration_1986}.",petty_elaboration_1986,2112.09401,AI-Empowered Persuasive Video Generation: A Survey,s0476,single_cite_key
section_mp-variational-methods.tex,"% In contrast to Euler's method, the Adams approximation, is investigated in \cite{kasac11conjugate} for optimizing the trajectory for a detailed vehicle model and is shown to provide improved numerical accuracy and convergence rates.",kasac11conjugate,1604.07446,A Survey of Motion Planning and Control Techniques for Self-driving Urban Vehicles,s0478,single_cite_key
section_mp-graph-search.tex,"On the other hand, Anytime Dynamic A*~(ADA*)~\cite{likhachev2005adastar} combines ideas behind D*~Lite and ARA* to produce an anytime search algorithm for real-time replanning in dynamic environments.",likhachev2005adastar,1604.07446,A Survey of Motion Planning and Control Techniques for Self-driving Urban Vehicles,s0479,single_cite_key
section_mp.tex,"% %\bpmargin{Later, Schwartz and Sharir demonstrated that feasible path planning for a vehicle consisting of a \emph{fixed} number of freely linked and independently controlled polyhedra in a 3-D environment with polyhedral obstacles is polynomially solvable -- however, the provided algorithm is polynomial in the size of the description of the environment, but exponential in the number of degrees of %freedom~\cite{schwartz1983onthepiano}.}{not cars} % %On the other hand, when the vehicle %consis","schwartz1983onthepiano;reif1979complexity,hopcroft1984movement",1604.07446,A Survey of Motion Planning and Control Techniques for Self-driving Urban Vehicles,s0480,insufficient_resolved_lt_2
section_mp-incremental-search.tex,"On the other hand, RRT\textsuperscript{X} is an algorithm that extends RRT$^{*}$ to allow for real-time incremental replanning when the obstacle region changes, e.g., in the face of new data from sensors~\cite{otte2014rrtxwafr}.",otte2014rrtxwafr,1604.07446,A Survey of Motion Planning and Control Techniques for Self-driving Urban Vehicles,s0481,single_cite_key
EvaluationMetrics.tex,On the other hand \textbf{BERT Score} measures the similarity between two contextual embeddings \cite{zhang2019bertscore}.,zhang2019bertscore,2405.05562,"Review-based Recommender Systems: A Survey of Approaches, Challenges and Future Perspectives",s0482,single_cite_key
ReviewBasedRec.tex,"On the other hand, \cite{huang2020personalized} computes the aspect-specific sentiment score and searches for similarity-based nearest neighbors for recommendation.",huang2020personalized,2405.05562,"Review-based Recommender Systems: A Survey of Approaches, Challenges and Future Perspectives",s0484,single_cite_key
Introduction.tex,"The work by~\citet{DBLP:journals/corr/abs-2003-05730}, on the other hand, is centered around the application of AML for graph learning in general ML setting.",DBLP:journals/corr/abs-2003-05730,2005.10322,A survey on Adversarial Recommender Systems: from Attack/Defense strategies to Generative Adversarial Networks,s0485,single_cite_key
defenses.tex,"\textbf{TRadeoff-inspired Adversarial DEfense via Surrogate-loss minimization} (TRADES)~\cite{zhang2019theoretically} is inspired by the presumption that robustness can be at odds with accuracy~\cite{tsipras2018robustness, su2018robustness}.","zhang2019theoretically;tsipras2018robustness, su2018robustness",2305.10862,How Deep Learning Sees the World: A Survey on Adversarial Attacks & Defenses,s0486,all_keys_unresolved
defenses.tex,"Contrary to the idea of Free-AT~\cite{shafahi2019adversarial}, \textbf{Cheap Adversarial Training} (Cheap-AT)~\cite{wong2020fast} proposes the use of weaker and cheaper adversaries (FGSM) combined with random initialization to train robust networks effectively.",shafahi2019adversarial;wong2020fast,2305.10862,How Deep Learning Sees the World: A Survey on Adversarial Attacks & Defenses,s0487,all_keys_unresolved
LT_survey.tex,"% In contrast to other classification challenges (\eg ImageNet Large Scale Visual Recognition Challenge), the iNaturalist dataset~\cite{van2018inaturalist} in this challenge exhibits a long-tailed class distribution and thus encourages progress in image classification.",van2018inaturalist,2110.04596,Deep Long-Tailed Learning: A Survey,s0488,single_cite_key
main.tex,"\revtwo{In contrast to previous surveys, Zhuang et al.~\cite{zhuang2023efftrainoftrans} (2023) recently presented a systematic overview specifically focused on the efficient training of Transformers models.",zhuang2023efftrainoftrans,2309.02031,"A survey on efficient vision transformers: algorithms, techniques, and performance benchmarking",s0489,single_cite_key
main.tex,"\revtwo{Moreover, by defining the angular kernel ($Sim(Q, K)$) as a similarity measurement function computed between the queries $Q$ and keys $K$, the linear-angular attention module ($A_{Cast}$) can be formulated as reported in Equation~\ref{eq:att_casting}.} \begin{equation} \label{eq:att_casting} A_{Cast} = Sim(Q, K) \cdot V \end{equation} \revone{In contrast to previous studies focused on efficient backbones for general-purpose applications, Cai et al.~\cite{cai2023efficientvit} (2023) propo",cai2023efficientvit,2309.02031,"A survey on efficient vision transformers: algorithms, techniques, and performance benchmarking",s0490,single_cite_key
Depression.tex,"Specifically, the SRSI does not consider the clinical meaning of the observed symptoms and it allows individual variability when reporting different traits or characteristics, in contrast to a clinical interview \cite{pichot1986self}.",pichot1986self,2106.00610,Deep Learning for Depression Recognition with Audiovisual Cues: A Review,s0491,single_cite_key
bare_jrnl.tex,It is conversely rephrased as the Catastrophic Forgetting (CF) problem \cite{mccloskeyCatastrophicInterferenceConnectionist1989} if models continually forget during learning.,mccloskeyCatastrophicInterferenceConnectionist1989,2404.00983,Continual Learning for Smart City: A Survey,s0492,single_cite_key
main.tex,"On the other hand, there also exists evidence showing that self-supervision mainly improves learning of effective feature representations for low-level statistics \cite{asano2020}.",asano2020,2009.11732,A Unifying Review of Deep and Shallow Anomaly Detection,s0494,single_cite_key
