file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
main.tex,"On the other hand, generative methods are more adept at handling low-data scenarios and can even achieve notable performance improvements when data is extremely scarce, such as with only 10 images \cite{kong2023understanding}.",kong2023understanding,2301.05712,"A Survey on Self-supervised Learning: Algorithms, Applications, and Future Trends",s0419,single_cite_key
main.tex,"On the other hand, RVSA~\cite{wang2022advancing} introduces a novel rotated varied-size window attention mechanism that advances the plain vision transformer to serve as a fundamental model for various remote sensing tasks.",wang2022advancing,2301.05712,"A Survey on Self-supervised Learning: Algorithms, Applications, and Future Trends",s0421,single_cite_key
sec_Causality4DGMs.tex,"% However, CGN diverges from CausalGAN in its primary objective: it aims to develop more robust and interpretable classifiers while mitigating the tendency of classifiers to learn shortcuts \cite{Geirhos2020ShortcutLI}.",Geirhos2020ShortcutLI,2301.12351,Emerging Synergies in Causality and Deep Generative Models: A Survey,s0423,single_cite_key
sec_DGMs4Causality.tex,"Conversely, \cite{von2023nonparametric} identifies bi-variate latent variables across different datasets without requiring the causal graph, emphasizing the removal of parental influences through perfect interventions.",von2023nonparametric,2301.12351,Emerging Synergies in Causality and Deep Generative Models: A Survey,s0424,single_cite_key
future.tex,"On the other hand, future CIL methods are also encouraged to handle specific learning scenarios, \eg, \cite{wang2022sparcl} addresses training CIL systems under resource-limited scenarios.",wang2022sparcl,2302.03648,Class-Incremental Learning: A Survey,s0425,single_cite_key
future.tex,"On the other hand, pre-trained language-vision models~\cite{radford2021learning} have shown powerful generalizability in recent years, and exploring the ensemble of various pre-trained models is also an exciting topic.",radford2021learning,2302.03648,Class-Incremental Learning: A Survey,s0426,single_cite_key
categorize_algorithm.tex,"On the other hand, IL2M~\cite{belouadah2019il2m} suggests re-scaling the outputs with historical statistics.",belouadah2019il2m,2302.03648,Class-Incremental Learning: A Survey,s0427,single_cite_key
intro.tex,"On the other hand, DIL concentrates on the scenario with concept drift or distribution change~\cite{lu2018learning}, where new tasks contain instances from different domains but with the same label space.",lu2018learning,2302.03648,Class-Incremental Learning: A Survey,s0428,single_cite_key
intro.tex,"On the other hand, with the prosperity of Vision Transformer (ViT)~\cite{dosovitskiy2020image} and pre-trained models, a heated discussion about ViT in CIL is attracting the attention of the community.",dosovitskiy2020image,2302.03648,Class-Incremental Learning: A Survey,s0429,single_cite_key
categorize_model.tex,"On the other hand, the importance matrix may conflict at different incremental stages~\cite{zhou2021co}, making it hard to optimize the model and achieve poor performance on new tasks.",zhou2021co,2302.03648,Class-Incremental Learning: A Survey,s0431,single_cite_key
TAI_template.tex,"Conversely, graph embedding refers to the techniques that transform a graph into a lower dimensional representation while preserving the original graph’s topology~\cite{interdonato2020multilayer}.",interdonato2020multilayer,2302.06114,A Comprehensive Survey on Graph Summarization with Graph Neural Networks,s0433,single_cite_key
main.tex,"\citet{yang2022seqzero}, on the other hand, decomposes using rule-based principles and slot-filling prompting to translate questions into a series of SQL operations.",yang2022seqzero,2302.07842,Augmented Language Models: a Survey,s0434,single_cite_key
main.tex,"On the other hand, the ability to perform reasoning with chain-of-thoughts from a few in-context examples only emerges as models reach a certain size \citep{wei2022emergent,chung2022scaling}, and performance depends heavily on the format in which examples are presented \citep{jiang-etal-2020-know,min2022rethinking}, the choice of few-shot examples, and the order in which they are presented \citep{kumar-talukdar-2021-reordering,lu-etal-2022-fantastically,zhou2022least}.","wei2022emergent,chung2022scaling;jiang-etal-2020-know,min2022rethinking;kumar-talukdar-2021-reordering,lu-etal-2022-fantastically,zhou2022least",2302.07842,Augmented Language Models: a Survey,s0435,likely_latex_artifact
main.tex,"On the other hand, new data collection and filtering methods are developed to reduce bias in downstream learning tasks \cite{jo2020lessons}.",jo2020lessons,2302.08406,Entity Aware Modelling: A Survey,s0436,single_cite_key
aimlaiws.tex,"On the other hand, explainability directs the focus back to human understanding by examining the relationship between input features and model predictions in a human-understandable format \cite{e23010018}.",e23010018,2302.09304,Interpretability in Activation Space Analysis of Transformers: A Focused Survey,s0438,single_cite_key
taxonomy.tex,"On the other hand, the dual perspective frames the objective as maximizing PI coverage probability subject to a fixed global budget constraint on average PI width in a batch setting \cite{rosenfeld2018discriminative}.",rosenfeld2018discriminative,2302.13425,A Survey on Uncertainty Quantification Methods for Deep Learning,s0440,single_cite_key
taxonomy.tex,"On the other hand, evidential deep learning aims to predict the \textit{evidence} for each class $\boldsymbol{\alpha} = \{\alpha_1,\alpha_2, \alpha_3 \}$ with the constraint $\boldsymbol{\alpha} > 0 $, which can be considered as the parameters of Dirichlet distribution \cite{sensoy2018evidential}.",sensoy2018evidential,2302.13425,A Survey on Uncertainty Quantification Methods for Deep Learning,s0441,single_cite_key
paper.tex,"On the other hand, \textit{informal} reasoning is mostly based on a generic experience and intuition of the world, thus being prone to errors, while however being more flexible \cite{reasoning}.",reasoning,2303.02411,The Contribution of Knowledge in Visiolinguistic Learning: A Survey on Tasks and Challenges,s0444,single_cite_key
paper.tex,"Therefore, if the golden prompt \cite{cot} \textit{let's think step by step} has been defined via extended experimentation, there is no guarantee regarding its optimality and reliability; on the other hand, if there is a certain methodology behind, it seems that it has not been fully unlocked (or at least released to the public).",cot,2303.02411,The Contribution of Knowledge in Visiolinguistic Learning: A Survey on Tasks and Challenges,s0445,single_cite_key
intro.tex,"On the other hand, methods to generate subword vocabularies based on characters, like the currently popular byte pair encoding (BPE) approach \cite{Sennrich+:2015}, might be seen as secondary approaches outside the \EtoE\ objective.",Sennrich+:2015,2303.03329,End-to-End Speech Recognition: A Survey,s0448,single_cite_key
main_survey.tex,"The target word ""\emph{Milwaukee}"", on the other hand, is a word on the decision boundary, meaning that it can be either labeled as non-complex or complex by a CWI classifier even though its typography may be evidently complex to those whom are unfamiliar with North American loanwords or proper nouns \footnote{It is important to mention that \citet{maddela2018word} may have attempted to avoid such neutral labeling by recruiting an uneven number of annotators, being 11 in total.",maddela2018word,2303.04851,Lexical Complexity Prediction: An Overview,s0449,single_cite_key
2022000149.tex,"On the other hand, the paper by~\cite{hargreaves2023words} addresses the ethical use of AI language models like ChatGPT in law school assessments, proposing ways to teach students appropriate and ethical AI usage.",hargreaves2023words,2303.09136,A Short Survey of Viewing Large Language Models in Legal Aspect,s0452,single_cite_key
main__2_.tex,"Conversely, transformers for speech take a sequence of acoustic features as input and output a sequence of phonemes or words that represent the speech content \cite{subakan2022using,kim2022squeezeformer}.","subakan2022using,kim2022squeezeformer",2303.11607,Transformers in Speech Processing: A Survey,s0454,all_keys_unresolved
main__2_.tex,"On the other hand, inspired by the success of BERT, different modalities can integrate as early as at the input stage \cite{sun2019videobert,li2019visualbert,chen2020uniter,li2020unicoder,li2020oscar,huang2020pixel,zhu2020actbert,qi2020imagebert,nagrani2021attention,zhuge2021kaleidobert}.","sun2019videobert,li2019visualbert,chen2020uniter,li2020unicoder,li2020oscar,huang2020pixel,zhu2020actbert,qi2020imagebert,nagrani2021attention,zhuge2021kaleidobert",2303.11607,Transformers in Speech Processing: A Survey,s0455,likely_latex_artifact
main_AIGC_text.tex,"DALL-E 2~\cite{ramesh2022hierarchical}, on the other hand, used approximately 650M images.",ramesh2022hierarchical,2303.11717,A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to GPT-5 All You Need?,s0456,single_cite_key
main_AIGC_text.tex,"On the other hand, end-to-end models directly predict the transcriptions from the audio input~\cite{hori2018end,li2019jasper, nakatani2019improving, wang2019semantic, li2020comparison}.","hori2018end,li2019jasper, nakatani2019improving, wang2019semantic, li2020comparison",2303.11717,A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to GPT-5 All You Need?,s0457,all_keys_unresolved
main_AIGC_text.tex,"On the other hand, DiffEdit~\cite{couairon2022diffedit} proposes to predict the mask automatically that indicates which part to be edited.",couairon2022diffedit,2303.11717,A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to GPT-5 All You Need?,s0458,single_cite_key
main_AIGC_text.tex,"On the other hand,~\cite{shi2021learning, xie2021crystal, anand2022protein, zaman2022particlegrid} concentrate on goal-directed graph generation, which generates graphs that optimizes given objects, like molecular and material generation.","shi2021learning, xie2021crystal, anand2022protein, zaman2022particlegrid",2303.11717,A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to GPT-5 All You Need?,s0459,all_keys_unresolved
main_text.tex,"On the other hand, different from prior models that the initial and target sampling rates are fixed, NU-Wave 2~\cite{han2022nu} defines a new task \textit{general neural audio upsampling} that the inputs can be any sampling rate for a single model.",han2022nu,2303.13336,A Survey on Audio Diffusion Models: Text To Speech Synthesis and Enhancement in Generative AI,s0460,single_cite_key
2_background.tex,"On the other hand, \citet{wollny2021we} have systematically reviewed areas of education where chatbots have already been applied.",wollny2021we,2303.13379,Practical and Ethical Challenges of Large Language Models in Education: A Systematic Scoping Review,s0461,single_cite_key
2_background.tex,"On the other hand, \citet{sallam2023utility} systematically reviewed the implications and limitations of ChatGPT in healthcare education and identified potential utility around personalisation and automation.",sallam2023utility,2303.13379,Practical and Ethical Challenges of Large Language Models in Education: A Systematic Scoping Review,s0462,single_cite_key
application.tex,"%\textcolor{blue} {When high-quality reference texts are available during evaluation, LLMs can be instructed to score texts under the guidance provided by references~\cite{Zheng-2023-arxiv-Judging,Wang-arxiv-2023-SciBench,Sawada-arxiv-2023-ARB}.} On the other hand, language-based evaluation focuses on generating critiques and suggestions, offering qualitative explanation beyond simple quantitative scoring~\cite{Bai-arXiv-2022-Constitutional,Lee-23-arxiv-RLAIF,Wang-23-arxiv-Shepherd,Cui-23-arxiv-","Zheng-2023-arxiv-Judging,Wang-arxiv-2023-SciBench,Sawada-arxiv-2023-ARB;Bai-arXiv-2022-Constitutional,Lee-23-arxiv-RLAIF,Wang-23-arxiv-Shepherd,Cui-23-arxiv-UltraFeedback",2303.18223,A Survey of Large Language Models,s0465,likely_latex_artifact
quantization.tex,"The black-box approach~\cite{Hsieh-ACL-2023-distilling}, on the other hand, can only make use of the textual response of the teacher model for training the student model.",Hsieh-ACL-2023-distilling,2303.18223,A Survey of Large Language Models,s0466,single_cite_key
sn-article.tex,"On the other hand, \citep{puflovic2016supervised} created a model based on character and word n-grams.",puflovic2016supervised,2304.05468,A Survey of Resources and Methods for Natural Language Processing of Serbian Language,s0468,single_cite_key
main.tex,"On the other hand, most popular fine-tuned models can obtain much better performance~\cite{duchene2023benchmark}.",duchene2023benchmark,2304.13712,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,s0469,single_cite_key
main.tex,"On the other hand, the upper limit of capabilities of fine-tuned models is not reached, and some methods like FLAN-tuning~\cite{longpre2023flan} can further boost the performance on NLU tasks.",longpre2023flan,2304.13712,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,s0470,single_cite_key
optimizingover.tex,"On the other hand, strategies such as ExactReach~\citep{xiang2017reachable} exploit polyhedral theory to compute reachable sets: given an input set to a ReLU function defined as a union of polytopes, the output reachable set is also a union of polytopes.",xiang2017reachable,2305.00241,When Deep Learning Meets Polyhedral Theory: A Survey,s0472,single_cite_key
optimizingover.tex,"On the other hand, robust optimization can be employed to find $p$-norm adversarial regions (rather than verifying robustness), as opposed to a single point adversary \citep{maragno2023finding}.",maragno2023finding,2305.00241,When Deep Learning Meets Polyhedral Theory: A Survey,s0473,single_cite_key
template.tex,"On the other hand, this may heavily depend on the quality of annotations on explicit labelling tasks, as implicit feedback has been found to be superior in an online setting for product translations \cite{kreutzer-etal-2018-neural}.",kreutzer-etal-2018-neural,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,s0475,single_cite_key
600_collecting_feedback.tex,"On the other hand, this may heavily depend on the quality of annotations on explicit labelling tasks, as implicit feedback has been found to be superior in an online setting for product translations \citet{kreutzer-etal-2018-neural}.",kreutzer-etal-2018-neural,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,s0476,single_cite_key
main.tex,"On the one hand, speech modality can extract text features, and on the other hand, speech tone can be recognized to reveal the state of text at each time point\cite{favaro2023multi}.",favaro2023multi,2305.07611,Multimodal Sentiment Analysis: A Survey,s0477,single_cite_key
main.tex,"{Testing} methods, on the other hand, generate a set of test cases and use the generated test cases to evaluate the reliability (or other properties) of deep learning \cite{DBLP:journals/corr/abs-1803-04792}.",DBLP:journals/corr/abs-1803-04792,2305.11391,A Survey of Safety and Trustworthiness of Large Language Models through the Lens of Verification and Validation,s0479,single_cite_key
acl2023.tex,"On the other hand, dialogue turns can be used as semantically related pairs of text for learning sentence representations \cite{zhou-etal-2022-learning}.",zhou-etal-2022-learning,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond,s0481,single_cite_key
emnlp2023.tex,\citet{GueraD18} on the other hand include so-called ``deepfake'' videos scraped from video-hosting websites and unmanipulated videos from the HOHA dataset \todo{cite} in their manipulation dataset.,GueraD18,2305.13507,,s0483,single_cite_key
emnlp2023.tex,% \citet{GueraD18} on the other hand include so-called ``deepfake'' videos scraped from video-hosting websites and unmanipulated videos from the HOHA dataset \todo{cite} in their manipulation dataset.,GueraD18,2305.13507,,s0484,single_cite_key
main.tex,"Conversely,~\citet{scan} argue that an end-to-end approach with online training may lead to various problems and propose an approach called \texttt{SCAN} that replaces the use of K-Means for the purpose of clustering with the use of an advanced neighbor search.",scan,2305.13689,Know Your Self-supervised Learning: A Survey on Image-based Generative and Discriminative Training,s0487,single_cite_key
500evaluation.tex,"On the other hand, G-EVAL~\cite{DBLP:journals/corr/abs-2303-16634} assesses the quality of NLG outputs by utilizing chain-of-thought (CoT) and a form-filling paradigm.",DBLP:journals/corr/abs-2303-16634,2305.14647,"Scientific Opinion Summarization: Paper Meta-review Generation Dataset, Methods, and Evaluation",s0489,single_cite_key
02-framework.tex,"On the other hand, for social chatbots, instead of completing a particular task, their primary function is offering users an emotional connection and companionship while mimicking human conversations~\cite{gao2019neural}.",gao2019neural,2305.15933,,s0491,single_cite_key
manuscript.tex,"On the other hand, an RNN is theoretically much more computationally powerful than an MLP: while the latter has the property of universal function approximation, the RNN is a Universal Turing Machine and is able to simulate any algorithm \cite{siegelman}.",siegelman,2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization,s0493,single_cite_key
manuscript.tex,"On the other hand, RNNs/LSTMs struggle to conserve information and identify long-term dependencies over huge spans of text \cite{worsham_book}.",worsham_book,2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization,s0494,single_cite_key
manuscript.tex,"On the other hand, the book genre recognizer of \cite{worsham} employs only minimal preprocessing, just enough to allow the DNN to run relatively efficiently.",worsham,2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization,s0495,single_cite_key
acl2023.tex,"\citet{wu_beto_2019}, on the other hand, derived a correlation between transfer performance and lexical overlap from results on more tasks but fewer languages.",wu_beto_2019,2305.16768,Towards a Common Understanding of Contributing Factors for Cross-Lingual Transfer in Multilingual Language Models: A Review,s0497,single_cite_key
acl2023.tex,"On the other hand, the authors referred to the ""curse of multilinguality"" \citep{conneau_unsupervised_2020} which states that, for a fixed model size, the number of languages a model can cover until its overall performance starts to decrease is limited.",conneau_unsupervised_2020,2305.16768,Towards a Common Understanding of Contributing Factors for Cross-Lingual Transfer in Multilingual Language Models: A Review,s0498,single_cite_key
acl_latex.tex,"Conversely, dense retrieval deploys dense vector representations of queries, which consider the semantic meaning of the query and can catch synonyms and related concepts \citep{karpukhin-etal-2020-dense}.",karpukhin-etal-2020-dense,2305.16859,Scientific Fact-Checking: A Survey of Resources and Approaches,s0499,single_cite_key
acl_latex.tex,"On the other hand, ParagraphJoint and ARSJoint used the dense vector representation BioSentVec \citep{Chen_2019}, which was trained from 30 million biomedical publications and clinical notes.",Chen_2019,2305.16859,Scientific Fact-Checking: A Survey of Resources and Approaches,s0500,single_cite_key
GPTsurvey.tex,"On the other hand, the NLP capabilities of AIGC models facilitate high levels of anthropomorphism, resulting in unreasonable expectations and excessive reliance on AIGC services \cite{weidinger2021ethical}.",weidinger2021ethical,2305.18339,"A Survey on ChatGPT: AI-Generated Contents, Challenges, and Solutions",s0501,single_cite_key
application.tex,"On the other hand, LLM updates can lead to producing inconsistent code for the same prompt \cite{fakhoury2023towards}.",fakhoury2023towards,2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey,s0502,single_cite_key
4_2_others.tex,"On the other hand, GNNInterpreter \cite{gnninterpreter} is a generative global explainer that maximizes the likelihood of explanation graph being predicted as target class by the model.",gnninterpreter,2306.01958,A Survey on Explainability of Graph Neural Networks,s0504,single_cite_key
4_1_applications.tex,"On the other hand, \textbf{GCAN} \cite{GCAN} uses sequence models.",GCAN,2306.01958,A Survey on Explainability of Graph Neural Networks,s0505,single_cite_key
acl2023.tex,"% On the other hand, tasks such as paraphrase generation, summarization, and natural language inference led to better encoding performance for the \citet{narratives} data (audio).",narratives,2306.05126,Mapping Brains with Language Models: A Survey,s0509,single_cite_key
introduction.tex,"As a result, these systems might lack recommendation explainability~\cite{gao2023chat,chen2023survey}, and cannot deal with conversational requirements from users~\cite{friedman2023leveraging,wang2022recindial,wang2022barcor}.} On the other hand, in the field of natural language processing (NLP), large language model (LLM) has shown impressive emergent abilities (\eg, logical reasoning~\cite{huang2022towards}, in-context few-shot learning~\cite{brown2020language}), as well as the vast reservoir ","gao2023chat,chen2023survey;friedman2023leveraging,wang2022recindial,wang2022barcor;huang2022towards;brown2020language;zhao2023survey",2306.05817,How Can Recommender Systems Benefit from Large Language Models: A Survey,s0512,likely_latex_artifact
iclr2021_conference.tex,"On the other hand, another survey worked on applying a bidirectional transformer encoder (BERT) in multi-layer as a word-embedding tool \citep{bert_survey_word_embedding}.",bert_survey_word_embedding,2306.07303,A Comprehensive Survey on Applications of Transformers for Deep Learning Tasks,s0513,single_cite_key
iclr2021_conference.tex,"On the other hand, the supervised method has further improved the translation tasks \citep{XLM}.",XLM,2306.07303,A Comprehensive Survey on Applications of Transformers for Deep Learning Tasks,s0514,single_cite_key
iclr2021_conference.tex,"VLBERT, on the other hand, is a single-stream model that is pre-trained and takes both the image and text embedding features as input, making this model simple yet powerful \citep{VL-BERT}.",VL-BERT,2306.07303,A Comprehensive Survey on Applications of Transformers for Deep Learning Tasks,s0515,single_cite_key
03_methodology.tex,"% Implicit bias, on the other hand, refers to bias that is present in the model or data, but is not explicitly reflected in the model's parameters or features \cite{lauscher_general_2020}.",lauscher_general_2020,2306.08158,Sociodemographic Bias in Language Models: A Survey and Forward Path,s0516,single_cite_key
main_bkp.tex,"On the other hand, due to the small number of documents used in this study \cite{li2018automated}, it is noticeable that the F-measure was not exceptionally high.",li2018automated,2306.12834,Natural Language Processing in Electronic Health Records in Relation to Healthcare Decision-making: A Systematic Review,s0518,single_cite_key
main_bkp.tex,"On the other hand, the fundamental concept behind LSTM was to implement ""gates"" to regulate the data flow to RNN units~\cite{haque2018image}.",haque2018image,2306.12834,Natural Language Processing in Electronic Health Records in Relation to Healthcare Decision-making: A Systematic Review,s0519,single_cite_key
041_extensions.tex,"On the other hand, MLLMs are also extended to generate responses of more modalities, such as image~\cite{emu,zhan2024anygpt,wu2023next,aiello2023jointly}, audio~\cite{zhang2023speechgpt,rubenstein2023audiopalm,zhan2024anygpt,wu2023next}, and video~\cite{wu2023next,wang2024modaverse}.","emu,zhan2024anygpt,wu2023next,aiello2023jointly;zhang2023speechgpt,rubenstein2023audiopalm,zhan2024anygpt,wu2023next;wu2023next,wang2024modaverse",2306.13549,A Survey on Multimodal Large Language Models,s0520,likely_latex_artifact
arXiv_version.tex,"Prefix tuning, on the other hand, adds a task-specific prefix to the input sequence, which can modify the model's behavior in a more flexible way than LoRA or Adapters \cite{gui2023g}.",gui2023g,2306.14905,PRISMA-DFLLM: An Extension of PRISMA for Systematic Literature Reviews using Domain-specific Finetuned Large Language Models,s0521,single_cite_key
sec_background.tex,"% % % On the other hand, Tiny machine learning (TinyML) DNN models \cite{Warden2019} have been investigated to run on small, battery-operated devices like microcontrollers, trading off prediction accuracy with respect to low-latency, low-power and low-bandwidth model inference of sensor data on edge devices.",Warden2019,2306.15552,A Survey on Deep Learning Hardware Accelerators for Heterogeneous HPC Platforms,s0522,single_cite_key
sec_Body_Appendix_TECH.tex,"% On the other hand, Tiny machine learning (TinyML) DNN models \cite{Warden2019} have been investigated to run on small, battery-operated devices like microcontrollers, trading off prediction accuracy with respect to low-latency, low-power, and low-bandwidth model inference of sensor data on edge devices.",Warden2019,2306.15552,A Survey on Deep Learning Hardware Accelerators for Heterogeneous HPC Platforms,s0523,single_cite_key
sec_Body_Appendix_TECH.tex,"%%%%Stef %%%%%%Stef Conversely, Goya \cite{medina2019hotchips} relies on PCIe 4.0 to interface to a host processor and exploits a design that uses a heterogenous approach comprising of a large General Matrix Multiply (GMM) engine, TPUs, and a large shared DDR4 memory pool.",medina2019hotchips,2306.15552,A Survey on Deep Learning Hardware Accelerators for Heterogeneous HPC Platforms,s0524,single_cite_key
sec_Body_Appendix_TECH.tex,"On the other hand, SODA and ScaleHLS use a compiler infrastructure (MLIR, the Multi-Level Intermediate Representation from the LLVM project \cite{lattner2021mlir}) to progressively translate the input model through representations at different levels of abstraction, until they can be passed to the HLS tool as a C++ representation or an LLVM IR.",lattner2021mlir,2306.15552,A Survey on Deep Learning Hardware Accelerators for Heterogeneous HPC Platforms,s0525,single_cite_key
main.tex,"On the other hand, explicit feedback involves actively requesting users to provide ratings or comments on the recommendations they have received \cite{ref1}.",ref1,2307.01221,Filter Bubbles in Recommender Systems: Fact or Fallacy -- A Systematic Review,s0527,single_cite_key
main.tex,"On the other hand, diversity modeling approaches, as suggested by \cite{ref18}, \cite{ref25}, and \cite{ref34}, involve modifying the core algorithm itself to make it more diversity-aware.",ref18;ref25;ref34,2307.01221,Filter Bubbles in Recommender Systems: Fact or Fallacy -- A Systematic Review,s0528,all_keys_unresolved
main.tex,"On the other hand, diversity modeling techniques modify the core algorithm to incorporate diversity-awareness (\cite{ref18,ref25,ref34}).","ref18,ref25,ref34",2307.01221,Filter Bubbles in Recommender Systems: Fact or Fallacy -- A Systematic Review,s0529,all_keys_unresolved
main.tex,"\citet{bennettOffpolicyEvaluationInfiniteHorizon2021a}, on the other hand, proposed a new estimator for OPE in infinite-horizon RL.",bennettOffpolicyEvaluationInfiniteHorizon2021a,2307.01452,Causal Reinforcement Learning: A Survey,s0530,single_cite_key
main.tex,"\citet{wangProvablyEfficientCausal2021a}, on the other hand, studied how confounded observational data can facilitate exploration during online learning.",wangProvablyEfficientCausal2021a,2307.01452,Causal Reinforcement Learning: A Survey,s0531,single_cite_key
main.tex,"\citet{wangCausalDynamicsLearning2022a}, on the other hand, studied task-independent state abstraction which only omits action-irrelevant variables that neither change with actions nor influence actions' results, identified through independence tests based on conditional mutual information.",wangCausalDynamicsLearning2022a,2307.01452,Causal Reinforcement Learning: A Survey,s0532,single_cite_key
main.tex,"On the other hand, \citet{sontakkeCausalCuriosityRL2021a} introduced a method to learn self-supervised experiments based on the principle of independent causal mechanisms.",sontakkeCausalCuriosityRL2021a,2307.01452,Causal Reinforcement Learning: A Survey,s0533,single_cite_key
main.tex,"On the other hand, intrinsic explanations can be achieved using interpretable algorithms, such as linear regression or decision trees, but the limited modeling capacity of these algorithms may prove insufficient in explaining complex behaviors~\citep{puiuttaExplainableReinforcementLearning2020}.",puiuttaExplainableReinforcementLearning2020,2307.01452,Causal Reinforcement Learning: A Survey,s0534,single_cite_key
main.tex,"\citet{mesnardCounterfactualCreditAssignment2021a}, on the other hand, studied the temporal credit assignment problem, i.e., measuring an action’s influence on future rewards.",mesnardCounterfactualCreditAssignment2021a,2307.01452,Causal Reinforcement Learning: A Survey,s0535,single_cite_key
main.tex,"On the other hand, \citet{everittRewardTamperingProblems2021a} studied a critical concern known as reward tampering, which refers to the potential for RL agents to manipulate their reward signals.",everittRewardTamperingProblems2021a,2307.01452,Causal Reinforcement Learning: A Survey,s0536,single_cite_key
main.tex,"On the other hand, \citet{bilodeauAdaptivelyExploitingDSeparators2022a} studied the adaptivity issue concerning the d-separator, i.e., whether an algorithm can perform nearly as well as an algorithm with oracle knowledge of the presence or absence of a d-separator.",bilodeauAdaptivelyExploitingDSeparators2022a,2307.01452,Causal Reinforcement Learning: A Survey,s0538,single_cite_key
sec-benchmark-dataset.tex,"On the other hand, SOCKET \citep{choi2023llms} serves as an NLP benchmark designed to evaluate the performance of \llms in learning and recognizing social knowledge concepts.",choi2023llms,2307.03109,A Survey on Evaluation of Large Language Models,s0539,single_cite_key
sec-what-to-eval.tex,"On the other hand, \llms exhibit competence in handling decimal numbers, negative numbers, and irrational numbers \citep{yuan2023well}.",yuan2023well,2307.03109,A Survey on Evaluation of Large Language Models,s0540,single_cite_key
graph_gen.tex,"On the other hand, the method requires that the Laplacian of the anonymized graph $G'$ is approximated to the original graph $G$ (i.e., see Eq.1 in~\cite{DBLP:conf/nips/AroraU19}).",DBLP:conf/nips/AroraU19,2307.04338,Privacy-Preserving Graph Machine Learning from Data to Computation: A Survey,s0541,single_cite_key
review.tex,"On the other hand, chain-of-hindsight (CoH)~\cite{CoH} provides feedback to the model in language rather than reward, to learn good versus bad responses.\\ ~\emph{\textbf{Aligning with Synthetic Feedback:}} Aligning LLMs with human feedback is slow and costly.",CoH,2307.06435,A Comprehensive Overview of Large Language Models,s0543,single_cite_key
10_Pruning.tex,"On the other hand, other methods, such as VTP \cite{zhu2021vision}, comes with a drop in accuracy.",zhu2021vision,2307.07982,A Survey of Techniques for Optimizing Transformer Inference,s0546,single_cite_key
quals.tex,"Chatbots, on the other hand, engage users in open-ended conversations without specific goals, making them non-collaborative as well \cite{huang2020challenges}.",huang2020challenges,2307.09021,Towards a Neural Era in Dialogue Management for Collaboration: A Literature Survey,s0547,single_cite_key
training.tex,"Chain of Hindsight (CoH)~\cite{liu2023languages}, on the other hand, directly incorporates human preference as a pair of parallel responses discriminated as low-quality or high-quality using natural language prefixes.",liu2023languages,2307.12966,Aligning Large Language Models with Human: A Survey,s0548,single_cite_key
instruction_collection.tex,"The experiments show the superior performance of LLMs trained on the resulting instructions.~\citet{chen2023alpagasus}, on the other hand, propose to leverage ChatGPT to directly evaluate the instruction quality by assigning scores.",chen2023alpagasus,2307.12966,Aligning Large Language Models with Human: A Survey,s0549,single_cite_key
3.pedagogy.tex,"Conversely, the advent of tools like ~\cite{putra-etal-2020-tiara} has given rise to tree-based feedback.",putra-etal-2020-tiara,2307.15341,Teach Me How to Improve My Argumentation Skills: A Survey on Feedback in Argumentation,s0550,single_cite_key
2-privacy.tex,"Conversely, FHE exhibits a high level of computational complexity that can render it infeasible for certain applications \cite{ogburn2013homomorphic}.",ogburn2013homomorphic,2307.15838,Holistic Survey of Privacy and Fairness in Machine Learning,s0551,single_cite_key
sample.tex,"On the other hand, it shows its effectiveness and accuracy-preserving~\cite{zhang2020mix} with highly competitive predictive and calibration performance.",zhang2020mix,2308.01222,Calibration in Deep Learning: A Survey of the State-of-the-Art,s0553,single_cite_key
content.tex,"On the other hand, semantic constraints (G) are implemented on a visual ground and capture how much of the message is based on the original semantic content~\citep{KielaCJN17}.",KielaCJN17,2308.02541,Towards More Human-like AI Communication: A Review of Emergent Communication Research,s0555,single_cite_key
acl2023.tex,"MOH-X \cite{Shutova_Kiela_Maillard_2016}, on the other hand, is a subset of the MOH dataset, excluding instances with pronouns and subordinate subjects or objects, and contains 647 verb samples.",Shutova_Kiela_Maillard_2016,2308.04306,Deep Learning-Based Knowledge Injection for Metaphor Detection: A Comprehensive Review,s0557,single_cite_key
