pair_id,question,hypothesis_a,pmid_a,hypothesis_b,pmid_b,label_3way
as_000119,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","In conclusion, a molecular variant of ACE, but not angiotensinogen, gene is associated with preeclampsia in Korean women.",15082899,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,Contradiction
as_000120,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",The result indicates that the AGT M235T polymorphism and the ACE intron 16 polymorphism play no significant role in preeclampsia observed in Korean women.,15294367,"There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,NotContradiction
as_000121,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",The result indicates that the AGT M235T polymorphism and the ACE intron 16 polymorphism play no significant role in preeclampsia observed in Korean women.,15294367,"In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,Contradiction
as_000122,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",The result indicates that the AGT M235T polymorphism and the ACE intron 16 polymorphism play no significant role in preeclampsia observed in Korean women.,15294367,"The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,NotContradiction
as_000123,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",The result indicates that the AGT M235T polymorphism and the ACE intron 16 polymorphism play no significant role in preeclampsia observed in Korean women.,15294367,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,NotContradiction
as_000124,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,"In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,Contradiction
as_000125,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,"The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,NotContradiction
as_000126,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,NotContradiction
as_000127,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,"The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,Contradiction
as_000128,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,Contradiction
as_000129,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,NotContradiction
as_000130,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,NotContradiction
as_000131,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,NotContradiction
as_000132,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Contradiction
as_000133,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,NotContradiction
as_000134,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,NotContradiction
as_000135,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,NotContradiction
as_000136,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000137,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000138,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000139,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000140,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000141,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000142,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","However, in the valsartan group, significant improvements in left ventricular hypertrophy and microalbuminuria were observed.",21993491,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000143,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,NotContradiction
as_000144,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Contradiction
as_000145,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,NotContradiction
as_000146,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,NotContradiction
as_000147,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,NotContradiction
as_000148,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000149,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000150,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000151,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000152,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000153,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000154,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Both losartan- and atenolol-based regimens effectively decreased blood pressure.,12195129,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000155,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Contradiction
as_000156,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,NotContradiction
as_000157,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,NotContradiction
as_000158,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,NotContradiction
as_000159,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000160,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000161,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000162,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000163,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000164,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000165,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",This novel model of care is more effective than conventional care in lowering systolic BP and reducing cardiac and renal end-organ damage in these high-risk patients.,20375028,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000166,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,Contradiction
as_000167,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,Contradiction
as_000168,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,Contradiction
as_000169,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,Contradiction
as_000170,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,Contradiction
as_000171,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,Contradiction
as_000172,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,Contradiction
as_000173,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,Contradiction
as_000174,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,Contradiction
as_000175,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Although a bedtime dose of doxazosin can significantly lower the blood pressure, it can also increase left ventricular diameter, thus increasing the risk of congestive heart failure.",18551024,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,Contradiction
as_000176,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,NotContradiction
as_000177,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,NotContradiction
as_000178,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000179,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000180,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000181,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000182,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000183,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000184,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Lowering blood pressure improves diastolic function irrespective of the type of antihypertensive agent used.,17586303,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000185,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,NotContradiction
as_000186,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000187,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000188,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000189,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000190,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000191,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000192,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Importantly, in patients with LVH, losartan reduced the CV as well as the renal risk to a level similar to that seen in subjects without LVH.",16082528,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000193,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,NotContradiction
as_000194,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000195,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
